IdDisciplina,IdTurma,IdAluno,StDisciplinaDispensada
1,453,1286,A
1,457,974,A
1,457,1062,A
1,457,1102,A
1,457,1351,A
1,457,1469,A
1,457,1668,A
1,457,1740,A
1,457,1743,A
1,457,1750,A
1,458,637,A
1,458,806,A
1,458,808,A
1,458,1079,A
1,458,1350,A
1,458,1592,A
1,458,1593,A
1,458,1605,A
1,458,1609,A
1,458,1767,A
1,458,1768,A
1,458,1770,A
1,458,1771,A
1,459,932,A
1,459,1341,A
1,459,1344,A
1,459,1348,A
1,459,1555,A
1,459,1556,A
1,459,1562,A
1,459,1623,A
1,459,1744,A
1,459,1747,A
1,459,1794,A
1,459,1827,A
1,460,664,A
1,460,830,A
1,460,861,A
1,460,862,A
1,460,943,A
1,460,962,A
1,460,1084,A
1,460,1316,A
1,460,1535,A
1,460,1662,A
1,460,1786,A
1,460,1829,A
1,460,1830,A
1,461,915,A
1,461,1007,A
1,461,1018,A
1,461,1336,A
1,461,1557,A
1,461,1570,A
1,461,1629,A
1,461,1635,A
1,461,1669,A
1,461,1746,A
1,461,1765,A
1,461,1782,A
1,461,1784,A
1,462,635,A
1,462,827,A
1,462,904,A
1,462,991,A
1,462,1001,A
1,462,1006,A
1,462,1531,A
1,462,1553,A
1,462,1745,A
1,462,1748,A
1,462,1749,A
1,463,623,A
1,463,711,A
1,463,820,A
1,463,994,A
1,463,998,A
1,463,1031,A
1,463,1112,A
1,463,1343,A
1,463,1542,A
1,463,1543,A
1,463,1546,A
1,463,1630,A
1,463,1785,A
1,464,1594,A
1,464,1595,A
1,464,1606,A
1,464,1611,A
1,464,1613,A
1,464,1638,A
1,464,1639,A
1,464,1644,A
1,464,1811,A
1,465,990,A
1,465,1045,A
1,465,1541,A
1,465,1545,A
1,465,1607,A
1,465,1608,A
1,465,1636,A
1,465,1640,A
1,465,1641,A
1,465,1642,A
1,465,1643,A
1,465,1769,A
1,465,1777,A
1,466,696,A
1,466,831,A
1,466,900,A
1,466,910,A
1,466,1028,A
1,466,1053,A
1,466,1271,A
1,466,1331,A
1,466,1332,A
1,466,1368,A
1,466,1382,A
1,466,1392,A
1,466,1505,A
1,466,1718,A
1,466,1719,A
1,466,1818,A
1,466,1820,A
1,467,359,A
1,467,596,A
1,467,610,A
1,467,638,A
1,467,651,A
1,467,661,A
1,467,679,A
1,467,792,A
1,467,834,A
1,467,1023,A
1,467,1139,A
1,467,1158,A
1,467,1704,A
1,467,1715,A
1,467,1733,A
1,467,1813,A
1,467,1819,A
1,468,654,A
1,468,678,A
1,468,710,A
1,468,889,A
1,468,1144,A
1,468,1386,A
1,468,1394,A
1,468,1399,A
1,470,614,A
1,470,909,A
1,470,1036,A
1,470,1063,A
1,470,1113,A
1,470,1156,A
1,470,1272,A
1,470,1437,A
1,470,1484,A
1,470,1491,A
1,470,1658,A
1,470,1721,A
1,470,1803,A
1,471,633,A
1,471,649,A
1,471,672,A
1,471,680,A
1,471,895,A
1,471,906,A
1,471,923,A
1,471,989,A
1,471,1039,A
1,471,1043,A
1,471,1047,A
1,471,1140,A
1,471,1145,A
1,471,1420,A
1,471,1814,A
1,471,1815,A
1,472,601,A
1,472,631,A
1,472,695,A
1,472,699,A
1,472,708,A
1,472,817,A
1,472,892,A
1,472,918,A
1,472,985,A
1,472,1071,A
1,472,1075,A
1,472,1105,A
1,472,1153,A
1,472,1201,A
1,472,1230,A
1,472,1233,A
1,472,1552,A
1,473,546,A
1,473,624,A
1,473,867,A
1,473,979,A
1,473,1049,A
1,473,1189,A
1,473,1236,A
1,473,1672,A
1,473,1673,A
1,473,1690,A
1,473,1725,A
1,474,668,A
1,474,671,A
1,474,700,A
1,474,791,A
1,474,815,A
1,474,824,A
1,474,908,A
1,474,997,A
1,474,1558,A
1,474,1571,A
1,474,1573,A
1,474,1618,A
1,474,1631,A
1,474,1671,A
1,474,1677,A
1,475,655,A
1,475,681,A
1,475,717,A
1,475,802,A
1,475,804,A
1,475,809,A
1,475,812,A
1,475,818,A
1,475,965,A
1,475,972,A
1,475,1013,A
1,475,1016,A
1,475,1169,A
1,475,1215,A
1,475,1315,A
1,475,1614,A
1,476,358,A
1,476,362,A
1,476,367,A
1,476,376,A
1,476,410,A
1,476,430,A
1,476,603,A
1,476,612,A
1,476,653,A
1,476,677,A
1,476,790,A
1,476,838,A
1,476,940,A
1,476,1126,A
1,476,1250,A
1,476,1329,A
1,476,1717,A
1,476,1795,A
1,477,363,A
1,477,371,A
1,477,386,A
1,477,813,A
1,477,869,A
1,477,1138,A
1,477,1205,A
1,477,1265,A
1,477,1333,A
1,477,1364,A
1,477,1723,A
1,477,1762,A
1,477,1804,A
1,477,1816,A
1,477,1821,A
1,477,1824,A
1,478,206,A
1,478,373,A
1,478,382,A
1,478,505,A
1,478,560,A
1,478,621,A
1,478,952,A
1,478,1019,A
1,478,1231,A
1,478,1264,A
1,478,1268,A
1,478,1419,A
1,478,1482,A
1,478,1676,A
1,478,1716,A
1,479,288,A
1,479,407,A
1,479,471,A
1,479,1114,A
1,479,1146,A
1,479,1251,A
1,479,1276,A
1,479,1449,A
1,479,1470,A
1,479,1471,A
1,479,1477,A
1,479,1720,A
1,479,1722,A
1,480,365,A
1,480,378,A
1,480,381,A
1,480,619,A
1,480,1308,A
1,480,1372,A
1,480,1388,A
1,480,1390,A
1,480,1405,A
1,480,1421,A
1,480,1438,A
1,480,1440,A
1,480,1443,A
1,480,1461,A
1,480,1464,A
1,481,461,A
1,481,475,A
1,481,483,A
1,481,489,A
1,481,613,A
1,481,674,A
1,481,690,A
1,481,780,A
1,481,851,A
1,481,899,A
1,481,1081,A
1,481,1191,A
1,481,1200,A
1,481,1214,A
1,481,1226,A
1,481,1249,A
1,482,474,A
1,482,544,A
1,482,576,A
1,482,675,A
1,482,691,A
1,482,854,A
1,482,1024,A
1,482,1103,A
1,482,1197,A
1,482,1213,A
1,482,1312,A
1,482,1314,A
1,482,1619,A
1,482,1729,A
1,482,1731,A
1,482,1806,A
1,483,273,A
1,483,682,A
1,483,689,A
1,483,742,A
1,483,1030,A
1,483,1096,A
1,483,1212,A
1,483,1235,A
1,483,1239,A
1,483,1559,A
1,483,1561,A
1,483,1568,A
1,483,1572,A
1,483,1575,A
1,483,1634,A
1,484,370,A
1,484,495,A
1,484,497,A
1,484,543,A
1,484,660,A
1,484,840,A
1,484,865,A
1,484,931,A
1,484,957,A
1,484,999,A
1,484,1193,A
1,484,1258,A
1,484,1726,A
1,484,1778,A
1,484,1826,A
1,485,191,A
1,485,211,A
1,485,320,A
1,485,477,A
1,485,479,A
1,485,481,A
1,485,484,A
1,485,517,A
1,485,545,A
1,485,811,A
1,485,826,A
1,485,1058,A
1,485,1187,A
1,485,1601,A
1,485,1645,A
1,486,185,A
1,486,188,A
1,486,245,A
1,486,733,A
1,486,844,A
1,486,929,A
1,486,969,A
1,487,192,A
1,487,278,A
1,487,317,A
1,487,338,A
1,487,592,A
1,487,796,A
1,487,858,A
1,487,1177,A
1,487,1404,A
1,487,1409,A
1,487,1430,A
1,487,1679,A
1,487,1680,A
1,487,1684,A
1,487,1792,A
1,488,187,A
1,488,217,A
1,488,248,A
1,488,586,A
1,488,1124,A
1,488,1159,A
1,488,1246,A
1,488,1381,A
1,488,1441,A
1,488,1665,A
1,488,1710,A
1,488,1712,A
1,489,205,A
1,489,222,A
1,489,247,A
1,489,258,A
1,489,374,A
1,489,454,A
1,489,463,A
1,489,913,A
1,489,1136,A
1,489,1152,A
1,489,1253,A
1,489,1281,A
1,489,1793,A
1,490,261,A
1,490,281,A
1,490,282,A
1,490,322,A
1,490,325,A
1,490,340,A
1,490,344,A
1,490,578,A
1,490,1027,A
1,490,1109,A
1,490,1309,A
1,490,1478,A
1,490,1495,A
1,490,1499,A
1,490,1728,A
1,491,293,A
1,491,326,A
1,491,327,A
1,491,331,A
1,491,336,A
1,491,339,A
1,491,341,A
1,491,465,A
1,491,921,A
1,491,976,A
1,491,1085,A
1,491,1300,A
1,491,1526,A
1,491,1686,A
1,491,1713,A
1,492,223,A
1,492,228,A
1,492,229,A
1,492,240,A
1,492,296,A
1,492,494,A
1,492,561,A
1,492,620,A
1,492,622,A
1,492,743,A
1,492,745,A
1,492,787,A
1,492,1225,A
1,492,1237,A
1,492,1293,A
1,492,1554,A
1,493,230,A
1,493,239,A
1,493,266,A
1,493,273,A
1,493,1128,A
1,493,1226,A
1,493,1306,A
1,493,1585,A
1,493,1632,A
1,493,1655,A
1,493,1682,A
1,493,1683,A
1,493,1711,A
1,493,1774,A
1,493,1775,A
1,497,165,A
1,497,171,A
1,497,423,A
1,497,522,A
1,497,1093,A
1,497,1218,A
1,497,1431,A
1,497,1450,A
1,497,1457,A
1,498,163,A
1,498,218,A
1,498,285,A
1,498,492,A
1,498,499,A
1,498,536,A
1,498,1106,A
1,498,1453,A
1,499,134,A
1,499,136,A
1,499,147,A
1,499,149,A
1,499,151,A
1,499,311,A
1,499,352,A
1,499,357,A
1,499,429,A
1,499,930,A
1,499,933,A
1,499,1289,A
1,499,1550,A
1,499,1580,A
1,499,1624,A
1,500,155,A
1,500,181,A
1,500,182,A
1,500,213,A
1,500,249,A
1,500,290,A
1,500,457,A
1,500,459,A
1,500,515,A
1,500,526,A
1,500,537,A
1,500,564,A
1,500,566,A
1,500,569,A
1,500,575,A
1,500,874,A
1,500,879,A
1,501,186,A
1,501,199,A
1,501,201,A
1,501,202,A
1,501,204,A
1,501,219,A
1,501,250,A
1,501,274,A
1,501,276,A
1,501,292,A
1,501,346,A
1,501,562,A
1,501,859,A
1,501,1209,A
1,501,1468,A
1,501,1616,A
1,502,176,A
1,502,294,A
1,502,297,A
1,502,301,A
1,502,309,A
1,502,451,A
1,502,458,A
1,502,508,A
1,502,832,A
1,502,860,A
1,502,1032,A
1,502,1708,A
1,503,193,A
1,503,263,A
1,503,302,A
1,503,491,A
1,503,856,A
1,503,927,A
1,503,958,A
1,503,1003,A
1,503,1564,A
1,503,1637,A
1,503,1687,A
1,503,1688,A
1,504,91,A
1,504,95,A
1,504,100,A
1,504,103,A
1,504,104,A
1,504,105,A
1,504,107,A
1,504,116,A
1,504,162,A
1,504,167,A
1,504,168,A
1,504,169,A
1,504,178,A
1,504,180,A
1,504,243,A
1,504,255,A
1,504,526,A
1,504,757,A
1,504,872,A
1,504,1164,A
1,504,1356,A
1,504,1395,A
1,504,1402,A
1,504,1424,A
1,504,1436,A
1,505,2,A
1,505,69,A
1,505,101,A
1,505,108,A
1,505,120,A
1,505,125,A
1,505,758,A
1,505,1141,A
1,505,1147,A
1,505,1310,A
1,505,1323,A
1,505,1454,A
1,505,1513,A
1,505,1548,A
1,508,1414,A
1,508,1425,A
1,508,1459,A
1,508,1490,A
1,508,1493,A
1,508,1507,A
1,508,1734,A
1,508,1757,A
1,508,1760,A
1,508,1808,A
1,508,1812,A
1,508,1817,A
1,509,1338,A
1,509,1342,A
1,509,1360,A
1,509,1361,A
1,509,1373,A
1,509,1374,A
1,509,1380,A
1,509,1383,A
1,509,1455,A
1,509,1602,A
1,509,1736,A
1,509,1758,A
1,510,1363,A
1,510,1369,A
1,510,1371,A
1,510,1407,A
1,510,1439,A
1,510,1458,A
1,510,1494,A
1,510,1511,A
1,510,1735,A
1,510,1737,A
1,510,1738,A
1,510,1739,A
1,510,1761,A
1,510,1802,A
1,511,846,A
1,511,924,A
1,511,925,A
1,511,935,A
1,511,947,A
1,511,1021,A
1,511,1117,A
1,511,1134,A
1,511,1279,A
1,511,1340,A
1,511,1377,A
1,511,1406,A
1,511,1418,A
1,511,1444,A
1,511,1486,A
1,511,1805,A
1,511,1807,A
1,512,673,A
1,512,896,A
1,512,926,A
1,512,944,A
1,512,1349,A
1,512,1489,A
1,512,1492,A
1,512,1497,A
1,512,1696,A
1,512,1742,A
1,512,1755,A
1,512,1756,A
1,513,640,A
1,513,716,A
1,513,886,A
1,513,916,A
1,513,936,A
1,513,975,A
1,513,981,A
1,513,1042,A
1,513,1044,A
1,513,1060,A
1,513,1066,A
1,513,1509,A
1,513,1660,A
1,514,966,A
1,514,1050,A
1,514,1500,A
1,514,1504,A
1,514,1506,A
1,514,1518,A
1,514,1522,A
1,514,1667,A
1,514,1693,A
1,514,1697,A
1,516,159,A
1,516,280,A
1,516,321,A
1,516,330,A
1,516,332,A
1,516,334,A
1,516,501,A
1,516,513,A
1,516,877,A
1,516,1396,A
1,516,1533,A
1,517,360,A
1,517,432,A
1,517,436,A
1,517,447,A
1,517,726,A
1,517,829,A
1,517,901,A
1,517,1261,A
1,517,1298,A
1,517,1335,A
1,517,1346,A
1,517,1410,A
1,517,1411,A
1,517,1467,A
1,517,1515,A
1,517,1521,A
1,517,1825,A
1,518,473,A
1,518,485,A
1,518,615,A
1,518,875,A
1,518,1262,A
1,518,1326,A
1,518,1646,A
1,518,1647,A
1,518,1772,A
1,518,1773,A
1,518,1798,A
1,519,644,A
1,519,761,A
1,519,786,A
1,519,805,A
1,519,810,A
1,519,835,A
1,519,878,A
1,519,941,A
1,519,1183,A
1,519,1217,A
1,519,1223,A
1,519,1291,A
1,519,1311,A
1,519,1345,A
1,519,1600,A
1,519,1678,A
1,521,609,A
1,521,670,A
1,521,682,A
1,521,866,A
1,521,898,A
1,521,928,A
1,521,948,A
1,521,962,A
1,521,984,A
1,521,1068,A
1,521,1095,A
1,521,1176,A
1,521,1188,A
1,521,1190,A
1,521,1196,A
1,521,1633,A
1,521,1822,A
1,522,142,A
1,522,400,A
1,522,403,A
1,522,412,A
1,522,418,A
1,522,424,A
1,522,439,A
1,522,1551,A
1,522,1566,A
1,522,1584,A
1,522,1627,A
1,522,1628,A
1,522,1787,A
1,522,1799,A
1,522,1828,A
1,523,225,A
1,523,227,A
1,523,231,A
1,523,235,A
1,523,272,A
1,523,300,A
1,523,486,A
1,523,488,A
1,523,737,A
1,523,848,A
1,523,987,A
1,523,1033,A
1,523,1179,A
1,523,1204,A
1,523,1681,A
1,524,1330,A
1,524,1367,A
1,524,1384,A
1,524,1393,A
1,524,1413,A
1,524,1657,A
1,524,1659,A
1,524,1689,A
1,525,246,A
1,525,271,A
1,525,277,A
1,525,305,A
1,525,324,A
1,525,512,A
1,525,1400,A
1,525,1430,A
1,525,1433,A
1,525,1434,A
1,525,1448,A
1,525,1451,A
1,525,1466,A
1,525,1714,A
1,547,643,A
1,547,868,A
1,547,992,A
1,547,1038,A
1,547,1051,A
1,547,1080,A
1,547,1125,A
1,547,1254,A
1,547,1353,A
1,547,1376,A
1,547,1408,A
1,547,1510,A
1,547,1732,A
1,547,1790,A
1,548,617,A
1,548,723,A
1,548,828,A
1,548,1054,A
1,548,1375,A
1,548,1416,A
1,548,1475,A
1,548,1508,A
1,548,1589,A
1,548,1590,A
1,548,1598,A
1,549,641,A
1,549,665,A
1,549,715,A
1,549,897,A
1,549,905,A
1,549,978,A
1,549,1012,A
1,549,1017,A
1,549,1046,A
1,549,1059,A
1,549,1520,A
1,549,1789,A
1,551,487,A
1,551,502,A
1,551,557,A
1,551,1029,A
1,551,1334,A
1,551,1352,A
1,551,1537,A
1,551,1560,A
1,551,1617,A
1,551,1625,A
1,551,1675,A
1,551,1727,A
1,551,1730,A
1,552,413,A
1,552,816,A
1,552,1111,A
1,552,1446,A
1,552,1479,A
1,552,1483,A
1,553,729,A
1,553,833,A
1,553,873,A
1,553,876,A
1,553,1339,A
1,553,1532,A
1,553,1621,A
1,553,1766,A
1,553,1783,A
1,553,1788,A
1,554,211,A
1,554,226,A
1,554,269,A
1,554,270,A
1,554,476,A
1,554,995,A
1,554,1184,A
1,554,1186,A
1,554,1222,A
1,554,1224,A
1,554,1227,A
1,554,1238,A
1,554,1576,A
1,554,1586,A
1,554,1780,A
1,555,1603,A
1,555,1610,A
1,555,1612,A
1,555,1666,A
1,555,1759,A
1,555,1810,A
1,556,893,A
1,556,902,A
1,556,1241,A
1,556,1472,A
1,556,1698,A
1,556,1699,A
1,556,1702,A
1,556,1703,A
1,556,1751,A
1,556,1752,A
1,556,1753,A
1,556,1754,A
1,557,1485,A
1,576,395,A
1,576,450,A
1,576,453,A
1,576,626,A
1,576,659,A
1,576,1137,A
1,576,1488,A
1,576,1498,A
1,577,387,A
1,577,405,A
1,577,414,A
1,577,426,A
1,577,438,A
1,577,440,A
1,577,628,A
1,577,692,A
1,577,760,A
1,577,963,A
1,577,1048,A
1,577,1243,A
1,577,1257,A
1,577,1273,A
1,577,1294,A
1,577,1299,A
1,578,343,A
1,578,379,A
1,578,404,A
1,578,462,A
1,578,470,A
1,578,600,A
1,578,759,A
1,578,798,A
1,578,971,A
1,578,1110,A
1,578,1301,A
1,578,1496,A
1,578,1502,A
1,578,1517,A
1,578,1527,A
1,578,1796,A
1,579,348,A
1,579,433,A
1,579,572,A
1,579,573,A
1,579,782,A
1,579,841,A
1,579,1173,A
1,579,1182,A
1,579,1651,A
1,579,1654,A
1,579,1656,A
1,579,1685,A
1,580,289,A
1,580,525,A
1,580,549,A
1,580,571,A
1,580,887,A
1,580,1167,A
1,580,1285,A
1,580,1435,A
1,580,1447,A
1,580,1452,A
1,580,1456,A
1,580,1709,A
1,581,287,A
1,581,446,A
1,581,493,A
1,581,1534,A
1,581,1540,A
1,581,1694,A
1,581,1695,A
1,582,232,A
1,582,233,A
1,582,267,A
1,582,303,A
1,582,304,A
1,582,310,A
1,582,397,A
1,582,406,A
1,582,408,A
1,582,420,A
1,582,781,A
1,582,1022,A
1,582,1025,A
1,582,1056,A
1,582,1181,A
1,582,1202,A
1,582,1549,A
1,582,1620,A
1,583,337,A
1,583,394,A
1,583,431,A
1,583,789,A
1,583,982,A
1,583,1009,A
1,583,1077,A
1,583,1078,A
1,583,1107,A
1,583,1565,A
1,583,1583,A
1,583,1779,A
1,585,121,A
1,585,123,A
1,585,150,A
1,585,156,A
1,585,158,A
1,585,252,A
1,585,755,A
1,585,793,A
1,585,1229,A
1,585,1412,A
1,585,1429,A
1,585,1581,A
1,585,1588,A
1,595,442,A
1,595,597,A
1,595,598,A
1,595,599,A
1,595,625,A
1,595,639,A
1,595,657,A
1,595,684,A
1,595,720,A
1,595,939,A
1,595,954,A
1,595,1295,A
1,595,1503,A
1,595,1663,A
1,595,1797,A
1,596,154,A
1,596,172,A
1,596,437,A
1,596,996,A
1,596,1175,A
1,596,1398,A
1,596,1587,A
1,596,1626,A
1,615,1486,A
1,615,1492,A
1,615,1522,A
1,615,1668,A
1,615,1740,A
1,615,1750,A
1,615,1753,A
1,615,1947,A
1,615,1948,A
1,615,1954,A
1,615,2107,A
1,615,2138,A
1,616,806,A
1,616,1594,A
1,616,1595,A
1,616,1609,A
1,616,1613,A
1,616,1639,A
1,616,1768,A
1,616,1770,A
1,616,1777,A
1,616,2088,A
1,616,2090,A
1,616,2262,A
1,617,1747,A
1,617,1794,A
1,617,1999,A
1,617,2000,A
1,617,2001,A
1,617,2002,A
1,617,2003,A
1,617,2005,A
1,617,2006,A
1,617,2007,A
1,617,2061,A
1,617,2126,A
1,618,915,A
1,618,932,A
1,618,1007,A
1,618,1336,A
1,618,1555,A
1,618,1782,A
1,618,1830,A
1,618,2058,A
1,618,2100,A
1,618,2140,A
1,618,2221,A
1,618,2222,A
1,619,1557,A
1,619,1902,A
1,619,2008,A
1,619,2009,A
1,619,2010,A
1,619,2012,A
1,619,2141,A
1,619,2142,A
1,619,2144,A
1,619,2145,A
1,620,873,A
1,620,1001,A
1,620,1570,A
1,620,1635,A
1,620,1670,A
1,620,1746,A
1,620,1765,A
1,620,1766,A
1,620,1783,A
1,620,1784,A
1,620,2014,A
1,620,2015,A
1,621,1031,A
1,621,1112,A
1,621,1344,A
1,621,1348,A
1,621,1556,A
1,621,1623,A
1,621,1630,A
1,621,1827,A
1,621,2057,A
1,621,2146,A
1,621,2147,A
1,621,2150,A
1,622,1611,A
1,622,1638,A
1,622,2080,A
1,622,2081,A
1,622,2083,A
1,622,2085,A
1,622,2086,A
1,622,2087,A
1,622,2151,A
1,622,2154,A
1,622,2224,A
1,623,1541,A
1,623,1606,A
1,623,1644,A
1,623,2075,A
1,623,2076,A
1,623,2078,A
1,623,2079,A
1,623,2152,A
1,623,2153,A
1,624,900,A
1,624,1080,A
1,624,1382,A
1,624,1416,A
1,624,1455,A
1,624,1505,A
1,624,1598,A
1,624,1715,A
1,624,1718,A
1,624,1818,A
1,624,1820,A
1,624,2124,A
1,624,2155,A
1,625,729,A
1,625,1038,A
1,625,1342,A
1,625,1353,A
1,625,1361,A
1,625,1376,A
1,625,1383,A
1,625,1510,A
1,625,1790,A
1,625,1807,A
1,625,1813,A
1,625,1819,A
1,625,1913,A
1,625,2206,A
1,626,925,A
1,626,947,A
1,626,1021,A
1,626,1051,A
1,626,1254,A
1,626,1351,A
1,626,1367,A
1,626,1377,A
1,626,1399,A
1,626,1406,A
1,626,1659,A
1,626,1689,A
1,626,1805,A
1,628,886,A
1,628,905,A
1,628,975,A
1,628,978,A
1,628,1012,A
1,628,1017,A
1,628,1042,A
1,628,1520,A
1,628,1756,A
1,628,1789,A
1,628,1921,A
1,628,1922,A
1,628,1924,A
1,628,2108,A
1,629,623,A
1,629,708,A
1,629,904,A
1,629,943,A
1,629,962,A
1,629,994,A
1,629,998,A
1,629,1006,A
1,629,1105,A
1,629,1341,A
1,629,1374,A
1,629,1618,A
1,629,1633,A
1,629,1749,A
1,629,1785,A
1,629,2143,A
1,630,820,A
1,630,1354,A
1,630,1543,A
1,630,1546,A
1,630,1968,A
1,630,1969,A
1,630,2045,A
1,630,2046,A
1,630,2047,A
1,630,2048,A
1,630,2049,A
1,630,2050,A
1,630,2051,A
1,630,2052,A
1,630,2102,A
1,631,664,A
1,631,711,A
1,631,1084,A
1,631,1343,A
1,631,1531,A
1,631,1535,A
1,631,1553,A
1,631,1621,A
1,631,1748,A
1,631,1788,A
1,631,2053,A
1,631,2157,A
1,632,637,A
1,632,808,A
1,632,835,A
1,632,990,A
1,632,1016,A
1,632,1079,A
1,632,1545,A
1,632,1593,A
1,632,1605,A
1,632,1640,A
1,632,1767,A
1,632,1771,A
1,632,2065,A
1,632,2066,A
1,632,2067,A
1,633,596,A
1,633,610,A
1,633,661,A
1,633,686,A
1,633,1145,A
1,633,1467,A
1,633,1631,A
1,633,1762,A
1,633,1832,A
1,633,1846,A
1,633,1872,A
1,634,360,A
1,634,603,A
1,634,696,A
1,634,910,A
1,634,1250,A
1,634,1332,A
1,634,1657,A
1,634,1704,A
1,634,1719,A
1,634,1795,A
1,634,1850,A
1,634,1856,A
1,637,359,A
1,637,619,A
1,637,889,A
1,637,1100,A
1,637,1271,A
1,637,1368,A
1,637,1392,A
1,637,1836,A
1,637,1853,A
1,637,2127,A
1,638,609,A
1,638,689,A
1,638,866,A
1,638,928,A
1,638,985,A
1,638,997,A
1,638,1049,A
1,638,1095,A
1,638,1096,A
1,638,1103,A
1,638,1183,A
1,638,1196,A
1,638,1249,A
1,638,1357,A
1,639,613,A
1,639,695,A
1,639,867,A
1,639,892,A
1,639,918,A
1,639,979,A
1,639,1239,A
1,639,1600,A
1,639,1975,A
1,639,1976,A
1,639,1977,A
1,639,2054,A
1,639,2055,A
1,639,2217,A
1,640,699,A
1,640,898,A
1,640,908,A
1,640,1201,A
1,640,1230,A
1,640,1236,A
1,640,1573,A
1,640,1971,A
1,640,1972,A
1,640,1973,A
1,640,1974,A
1,640,1978,A
1,640,2106,A
1,640,2205,A
1,640,2216,A
1,641,546,A
1,641,703,A
1,641,948,A
1,641,1068,A
1,641,1071,A
1,641,1189,A
1,641,1190,A
1,641,1234,A
1,641,1672,A
1,641,1673,A
1,641,1690,A
1,641,1726,A
1,641,1731,A
1,641,1979,A
1,641,1981,A
1,641,2056,A
1,641,2129,A
1,642,655,A
1,642,717,A
1,642,761,A
1,642,805,A
1,642,810,A
1,642,878,A
1,642,941,A
1,642,965,A
1,642,972,A
1,642,1215,A
1,642,1217,A
1,642,1345,A
1,642,1772,A
1,642,2074,A
1,642,2092,A
1,643,367,A
1,643,677,A
1,643,733,A
1,643,790,A
1,643,838,A
1,643,858,A
1,643,940,A
1,643,1126,A
1,643,1138,A
1,643,1804,A
1,643,1816,A
1,643,2026,A
1,643,2043,A
1,643,2111,A
1,644,338,A
1,644,376,A
1,644,404,A
1,644,430,A
1,644,653,A
1,644,813,A
1,644,1177,A
1,644,1329,A
1,644,1372,A
1,644,1419,A
1,644,1430,A
1,644,1723,A
1,644,1792,A
1,644,1851,A
1,644,2208,A
1,645,206,A
1,645,248,A
1,645,358,A
1,645,373,A
1,645,382,A
1,645,386,A
1,645,410,A
1,645,505,A
1,645,560,A
1,645,952,A
1,645,1231,A
1,645,1264,A
1,645,1268,A
1,645,1482,A
1,645,1676,A
1,645,1679,A
1,646,363,A
1,646,365,A
1,646,378,A
1,646,381,A
1,646,1146,A
1,646,1265,A
1,646,1308,A
1,646,1333,A
1,646,1405,A
1,646,1421,A
1,646,1438,A
1,646,1443,A
1,646,1461,A
1,646,1464,A
1,646,1717,A
1,647,395,A
1,647,414,A
1,647,600,A
1,647,798,A
1,647,971,A
1,647,1294,A
1,647,1301,A
1,647,1488,A
1,647,1496,A
1,647,1502,A
1,647,1937,A
1,647,2136,A
1,647,2235,A
1,648,261,A
1,648,282,A
1,648,326,A
1,648,343,A
1,648,405,A
1,648,470,A
1,648,626,A
1,648,976,A
1,648,1114,A
1,648,1309,A
1,648,1470,A
1,648,1527,A
1,648,1720,A
1,648,1796,A
1,648,2236,A
1,649,231,A
1,649,483,A
1,649,486,A
1,649,488,A
1,649,489,A
1,649,494,A
1,649,544,A
1,649,576,A
1,649,690,A
1,649,1024,A
1,649,1033,A
1,649,1191,A
1,649,1200,A
1,649,1235,A
1,649,1646,A
1,649,1775,A
1,650,461,A
1,650,474,A
1,650,682,A
1,650,742,A
1,650,851,A
1,650,1312,A
1,650,1314,A
1,650,1575,A
1,650,1729,A
1,650,1986,A
1,650,1987,A
1,650,1988,A
1,650,2062,A
1,650,2104,A
1,654,271,A
1,654,276,A
1,654,289,A
1,654,305,A
1,654,566,A
1,654,887,A
1,654,1400,A
1,654,1452,A
1,654,1456,A
1,654,1457,A
1,654,2115,A
1,654,2180,A
1,654,2183,A
1,655,159,A
1,655,163,A
1,655,176,A
1,655,499,A
1,655,508,A
1,655,832,A
1,655,1032,A
1,655,1708,A
1,655,2118,A
1,655,2164,A
1,655,2173,A
1,656,142,A
1,656,267,A
1,656,311,A
1,656,403,A
1,656,412,A
1,656,424,A
1,656,439,A
1,656,781,A
1,656,1009,A
1,656,1202,A
1,656,1566,A
1,656,1687,A
1,656,2116,A
1,656,2167,A
1,656,2192,A
1,657,181,A
1,657,182,A
1,657,186,A
1,657,204,A
1,657,219,A
1,657,274,A
1,657,324,A
1,657,537,A
1,657,562,A
1,657,564,A
1,657,569,A
1,657,1093,A
1,657,1435,A
1,657,1616,A
1,658,185,A
1,658,258,A
1,658,278,A
1,658,287,A
1,658,374,A
1,658,463,A
1,658,844,A
1,658,929,A
1,658,969,A
1,658,1152,A
1,658,1665,A
1,658,2025,A
1,658,2033,A
1,658,2035,A
1,658,2162,A
1,658,2181,A
1,658,2200,A
1,659,281,A
1,659,293,A
1,659,322,A
1,659,339,A
1,659,340,A
1,659,341,A
1,659,344,A
1,659,413,A
1,659,446,A
1,659,493,A
1,659,921,A
1,659,1109,A
1,659,1180,A
1,659,1495,A
1,659,1499,A
1,659,1540,A
1,659,1940,A
1,659,2188,A
1,660,227,A
1,660,266,A
1,660,622,A
1,660,737,A
1,660,958,A
1,660,1128,A
1,660,1204,A
1,660,1225,A
1,660,1237,A
1,660,1306,A
1,660,1637,A
1,660,1711,A
1,660,2197,A
1,660,2250,A
1,661,155,A
1,661,249,A
1,661,290,A
1,661,459,A
1,661,515,A
1,661,536,A
