IdMeta,Descricao,OrdemExibicao,StComum,IdDisciplina,IdFaseNota,IdTipoMeta
559,DESEMPENHO DO ALUNO,1,False,5,150,3
560,DESEMPENHO DO ALUNO,4,False,21,149,3
561,DESEMPENHO DO ALUNO,4,False,21,150,3
562,DESEMPENHO DO ALUNO,1,False,4,149,3
563,DESEMPENHO DO ALUNO,1,False,4,150,3
564,DESEMPENHO DO ALUNO,4,False,1,149,3
565,DESEMPENHO DO ALUNO,4,False,1,150,3
566,DESEMPENHO DO ALUNO,1,False,5,151,3
567,DESEMPENHO DO ALUNO,1,False,5,152,3
568,DESEMPENHO DO ALUNO,1,False,4,151,3
569,DESEMPENHO DO ALUNO,1,False,4,152,3
570,DESEMPENHO DO ALUNO,4,False,1,151,3
571,DESEMPENHO DO ALUNO,4,False,1,152,3
572,DESEMPENHO DO ALUNO,4,False,22,151,3
573,DESEMPENHO DO ALUNO,4,False,22,152,3
574,DESEMPENHO DO ALUNO,4,True,25,153,1
575,DESEMPENHO DO ALUNO,4,True,25,154,1
576,DESEMPENHO DO ALUNO,1,False,5,153,3
577,DESEMPENHO DO ALUNO,1,False,5,154,3
578,DESEMPENHO DO ALUNO,1,False,4,153,3
579,DESEMPENHO DO ALUNO,1,False,4,154,3
580,DESEMPENHO DO ALUNO,4,False,1,153,3
581,DESEMPENHO DO ALUNO,4,False,1,154,3
582,DESEMPENHO DO ALUNO,4,False,23,153,3
583,DESEMPENHO DO ALUNO,4,False,23,154,3
584,DESEMPENHO DO ALUNO,4,True,25,155,1
585,DESEMPENHO DO ALUNO,4,True,25,156,1
586,DESEMPENHO DO ALUNO,1,False,5,155,3
587,DESEMPENHO DO ALUNO,1,False,5,156,3
588,DESEMPENHO DO ALUNO,1,False,4,155,3
589,DESEMPENHO DO ALUNO,1,False,4,156,3
590,DESEMPENHO DO ALUNO,4,False,1,155,3
591,DESEMPENHO DO ALUNO,4,False,1,156,3
592,DESEMPENHO DO ALUNO,4,False,17,155,3
593,DESEMPENHO DO ALUNO,4,False,17,156,3
594,DESEMPENHO DO ALUNO,4,False,25,157,3
595,DESEMPENHO DO ALUNO,4,False,25,158,3
596,DESEMPENHO DO ALUNO,3,False,5,157,3
597,DESEMPENHO DO ALUNO,1,False,5,158,3
598,DESEMPENHO DO ALUNO,1,False,4,157,3
599,DESEMPENHO DO ALUNO,1,False,4,158,3
600,DESEMPENHO DO ALUNO,2,False,1,157,3
601,DESEMPENHO DO ALUNO,4,False,1,158,3
602,DESEMPENHO DO ALUNO,1,False,5,159,3
603,DESEMPENHO DO ALUNO,1,False,5,160,3
604,DESEMPENHO DO ALUNO,4,False,25,161,3
605,DESEMPENHO DO ALUNO,4,False,25,162,3
