IdDiario,IdTurma,IdDisciplina,Descricao,IdFaseNota,TipoConfirmacao,QtdeMaximaAulas,DataLimiteDigitacao,QtdeMinimaAulas,StRegistroAulaPeriodoFaseNota,DataBloqueioDigitacaoAula
726,189,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
727,189,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
728,190,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
729,190,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
730,190,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
731,242,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
732,242,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
733,242,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
734,256,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
735,256,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
736,256,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
737,193,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
738,193,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
739,193,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
740,194,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
741,194,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
742,194,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
743,419,4,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
744,419,1,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
745,419,19,Diário 2º SEMESTRE,244,D,30,2022-12-31 00:00:00,20,True,
746,203,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
747,203,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
748,203,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
749,266,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
750,266,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
751,266,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
752,205,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
753,205,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
754,205,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
755,243,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
756,243,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
757,243,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
758,207,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
759,207,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
760,207,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
761,249,4,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
762,249,1,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
763,249,17,Diário 2º SEMESTRE,250,D,30,2022-12-31 00:00:00,20,True,
764,202,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
765,202,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
766,202,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
767,199,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
768,199,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
769,199,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
770,409,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
771,409,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
772,409,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
773,200,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
774,200,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
775,200,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
776,255,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
777,255,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
778,255,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
779,201,4,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
780,201,1,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
781,201,17,Diário 2º SEMESTRE,256,D,30,2022-12-31 00:00:00,20,True,
782,208,4,Diário 2º SEMESTRE,262,D,30,2022-12-31 00:00:00,20,True,
783,208,1,Diário 2º SEMESTRE,262,D,30,2022-12-31 00:00:00,20,True,
784,208,17,Diário 2º SEMESTRE,262,D,30,2022-12-31 00:00:00,20,True,
785,210,4,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
786,210,1,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
787,210,17,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
788,453,4,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
789,453,1,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
790,453,17,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
791,211,4,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
792,211,1,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
793,211,17,Diário 2º SEMESTRE,268,D,30,2022-12-31 00:00:00,20,True,
794,198,20,Diário 2º SEMESTRE,274,D,30,2022-12-31 00:00:00,20,True,
795,271,20,Diário 2º SEMESTRE,274,D,30,2022-12-31 00:00:00,20,True,
796,272,20,Diário 2º SEMESTRE,274,D,30,2022-12-31 00:00:00,20,True,
797,424,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
798,451,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
799,452,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
800,423,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
801,286,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
802,273,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
803,295,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
804,274,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
805,289,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
806,277,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
807,281,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
808,276,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
809,283,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
810,425,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
811,297,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
812,234,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
813,285,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
814,303,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
815,278,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
816,291,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
817,300,5,Diário 2º SEMESTRE,280,D,30,2022-12-31 00:00:00,20,True,
818,440,18,Diário 2º SEMESTRE,293,D,30,2022-12-31 00:00:00,20,True,
819,219,18,Diário 2º SEMESTRE,148,D,30,2022-12-31 00:00:00,20,True,
820,427,18,Diário 2º SEMESTRE,148,D,30,2022-12-31 00:00:00,20,True,
821,436,18,Diário 2º SEMESTRE,148,D,30,2022-12-31 00:00:00,20,True,
822,437,18,Diário 2º SEMESTRE,148,D,30,2022-12-31 00:00:00,20,True,
823,426,18,Diário 2º SEMESTRE,287,D,30,2022-12-30 00:00:00,20,True,
824,428,18,Diário 2º SEMESTRE,287,D,30,2022-12-30 00:00:00,20,True,
825,438,18,Diário 2º SEMESTRE,287,D,30,2022-12-30 00:00:00,20,True,
826,439,18,Diário 2º SEMESTRE,287,D,30,2022-12-30 00:00:00,20,True,
827,223,18,Diário 2º SEMESTRE,178,D,30,2022-12-31 00:00:00,20,True,
828,429,18,Diário 2º SEMESTRE,178,D,30,2022-12-31 00:00:00,20,True,
829,214,18,Diário 2º SEMESTRE,172,D,30,2022-12-31 00:00:00,20,True,
830,430,18,Diário 2º SEMESTRE,172,D,30,2022-12-31 00:00:00,20,True,
831,444,18,Diário 2º SEMESTRE,208,D,30,2022-12-31 00:00:00,20,True,
832,441,18,Diário 2º SEMESTRE,208,D,30,2022-12-31 00:00:00,20,True,
833,213,18,Diário 2º SEMESTRE,208,D,30,2022-12-31 00:00:00,20,True,
834,445,18,Diário 2º SEMESTRE,208,D,30,2022-12-31 00:00:00,20,True,
835,442,18,Diário 2º SEMESTRE,208,D,30,2022-12-31 00:00:00,20,True,
836,216,18,Diário 2º SEMESTRE,166,D,30,2022-12-31 00:00:00,20,True,
837,443,18,Diário 2º SEMESTRE,166,D,30,2022-12-31 00:00:00,20,True,
838,433,18,Diário 2º SEMESTRE,166,D,30,2022-12-31 00:00:00,20,True,
839,226,18,Diário 2º SEMESTRE,226,D,30,2022-12-31 00:00:00,20,True,
840,431,18,Diário 2º SEMESTRE,214,D,30,2022-12-31 00:00:00,20,True,
841,224,18,Diário 2º SEMESTRE,214,D,30,2022-12-31 00:00:00,20,True,
842,222,18,Diário 2º SEMESTRE,202,D,30,2022-12-31 00:00:00,20,True,
843,449,18,Diário 2º SEMESTRE,311,D,30,2022-12-31 00:00:00,20,True,
844,450,18,Diário 2º SEMESTRE,311,D,30,2022-12-31 00:00:00,20,True,
845,448,18,Diário 2º SEMESTRE,305,D,30,2022-12-31 00:00:00,20,True,
846,446,18,Diário 2º SEMESTRE,305,D,30,2022-12-31 00:00:00,20,True,
847,447,18,Diário 2º SEMESTRE,305,D,30,2022-12-31 00:00:00,20,True,
848,454,18,Diário 2º Semestre,318,D,30,2022-12-31 00:00:00,20,False,
849,455,18,Diário 2º Semestre,318,D,30,2022-12-31 00:00:00,20,False,
850,456,18,Diário 2º Semestre,318,D,30,2022-12-31 00:00:00,20,False,
851,553,16,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
852,553,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
853,553,1,Lições 1º Bimestre,347,D,20,2023-12-31 00:00:00,1,False,
854,556,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
855,556,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
856,556,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
857,555,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
858,555,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
859,555,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
860,557,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
861,557,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
862,557,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
863,508,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
864,508,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
865,508,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
866,509,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
867,509,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
868,509,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
869,510,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
870,510,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
871,510,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
872,511,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
873,511,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
874,511,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
875,547,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
876,547,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
877,547,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
878,512,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
879,512,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
880,512,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
881,513,16,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
882,513,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
883,513,1,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
884,514,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
885,514,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
886,514,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
887,457,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
888,457,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
889,457,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
890,549,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
891,549,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
892,549,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
893,459,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
894,459,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
895,459,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
896,460,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
897,460,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
898,460,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
899,461,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
900,461,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
901,461,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
902,462,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
903,462,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
904,462,1,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
905,463,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
906,463,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
907,463,1,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
908,458,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
909,458,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
910,458,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
911,464,16,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
912,464,4,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
913,464,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
914,465,16,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
915,465,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
916,465,1,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
917,548,16,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
918,548,4,Lições 1º Bimestre,347,F,50,2023-12-31 00:00:00,1,False,
919,548,1,Lições 1º Bimestre,347,D,50,2023-12-31 00:00:00,1,False,
921,486,21,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
922,486,4,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
923,486,1,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
925,487,21,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
926,487,4,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
927,487,1,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
929,488,21,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
930,488,4,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
931,488,1,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
933,489,21,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
934,489,4,Lições 1º Bimestre,392,D,50,2023-12-31 00:00:00,1,False,
935,489,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
937,490,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
938,490,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
939,490,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
941,491,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
942,491,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
943,491,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
945,552,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
946,552,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
947,552,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
949,523,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
950,523,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
951,523,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
953,492,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
954,492,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
955,492,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
957,493,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
958,493,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
959,493,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
961,554,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
962,554,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
963,554,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
965,579,21,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
966,579,4,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
967,579,1,Diário 1º Semestre,392,D,50,2023-12-31 00:00:00,1,False,
968,504,4,Lições 1º Bimestre,452,D,50,2023-12-31 00:00:00,1,False,
969,504,1,Lições 1º Bimestre,452,D,50,2023-12-31 00:00:00,1,False,
970,504,25,Lições 1º Bimestre,452,D,50,2023-12-31 00:00:00,1,False,
971,584,4,Diário 1º Semestre,452,D,50,2023-12-31 00:00:00,1,False,
972,584,1,Diário 1º Semestre,452,D,50,2023-12-31 00:00:00,1,False,
973,584,25,Diário 1º Semestre,452,D,20,2023-12-31 00:00:00,1,False,
974,585,4,Diário 1º Semestre,452,D,50,2023-12-31 00:00:00,1,False,
975,585,1,Diário 1º Bimestre,452,D,50,2023-12-31 00:00:00,1,False,
976,585,25,Diário 1º Semestre,452,D,50,2023-12-31 00:00:00,1,False,
977,574,25,Diário  1º Semestre,497,D,50,2023-12-31 00:00:00,1,False,
978,466,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
979,466,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
980,466,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
981,467,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
982,467,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
983,467,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
984,468,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
985,468,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
986,468,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
987,470,4,Lições 1º Bimestre,362,D,50,2023-12-31 00:00:00,1,False,
988,470,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
989,470,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
990,471,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
991,471,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
992,471,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
993,517,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
994,517,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
995,517,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
996,595,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
997,595,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
998,595,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
999,472,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1000,472,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1001,472,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1002,521,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1003,521,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1004,521,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1005,473,4,Lições 1º Bimestre,362,D,50,2023-12-31 00:00:00,1,False,
1006,473,1,Lições 1º Bimestre,362,D,50,2023-12-31 00:00:00,1,False,
1007,473,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1008,474,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1009,474,1,Lições 1º Bimestre,362,D,50,2023-12-31 00:00:00,1,False,
1010,474,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1011,519,4,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1012,519,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1013,519,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1014,475,4,Lições 1º Bimestre,362,D,50,2023-12-31 00:00:00,1,False,
1015,475,1,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1016,475,19,Lições 1º Bimestre,362,F,50,2023-12-31 00:00:00,1,False,
1017,476,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1018,476,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1019,476,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1020,477,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1021,477,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1022,477,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1023,480,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1024,480,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1025,480,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1026,478,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1027,478,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1028,478,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1029,479,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1030,479,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1031,479,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1032,577,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,2023-12-31 00:00:00
1033,577,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1034,577,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1035,578,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1036,578,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1037,578,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1038,576,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1039,576,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1040,576,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1041,482,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1042,482,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1043,482,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1044,483,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1045,483,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1046,483,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1047,484,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1048,484,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1049,484,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1050,551,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1051,551,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1052,551,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1053,485,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1054,485,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1055,485,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1056,518,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1057,518,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1058,518,1,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1059,481,24,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
1060,481,4,Lições 1º Bimestre,377,D,50,2023-12-31 00:00:00,1,False,
