IdDisciplina,IdTurma,IdAluno,IdFaseNotaAtual,SituacaoAtual,StDisciplinaDispensada,IdAlunoCurso,DataMatricula,IdUsuarioMatricula,DataTrancamento,IdUsuarioTrancamento,IdMotivoTrancamento,ComentarioTrancamento,IdSituacaoAlunoDisciplina,NotaFinal,Faltas,ProblemaAutorizadoMatricula,IdUsuarioAutorizacaoMatricula,JustificativaAutorizacaoMatricula,StGoogleEdu_Sincronizado,GoogleForEducation_LogProcessamento
4,208,120,328,C,A,,,,,,,,6765,,,,,,False,
5,208,120,328,C,A,,,,,,,,6766,,,,,,False,
17,208,120,260,C,A,,,,,,,,6767,,,,,,False,
1,409,585,255,C,A,,,,,,,,6772,,,,,,False,
4,409,585,255,C,A,,,,,,,,6773,,,,,,False,
5,409,585,254,C,A,,,,,,,,6774,,,,,,False,
17,409,585,254,C,A,,,,,,,,6775,,,,,,False,
1,410,698,136,C,A,,,,,,,,6780,,,,,,False,
4,410,698,136,C,A,,,,,,,,6781,,,,,,False,
16,410,698,134,C,A,,,,,,,,6782,,,,,,False,
1,410,696,284,C,A,,,,,,,,6783,,,,,,False,
4,410,696,284,C,A,,,,,,,,6784,,,,,,False,
16,410,696,134,C,A,,,,,,,,6785,,,,,,False,
1,410,863,136,C,A,,,,,,,,6792,,,,,,False,
4,410,863,136,C,A,,,,,,,,6793,,,,,,False,
16,410,863,134,C,A,,,,,,,,6794,,,,,,False,
1,410,900,284,C,A,,,,,,,,6798,,,,,,False,
4,410,900,284,C,A,,,,,,,,6799,,,,,,False,
16,410,900,134,C,A,,,,,,,,6800,,,,,,False,
1,410,934,136,C,A,,,,,,,,6801,,,,,,False,
4,410,934,136,C,A,,,,,,,,6802,,,,,,False,
16,410,934,134,C,A,,,,,,,,6803,,,,,,False,
1,410,937,136,C,A,,,,,,,,6804,,,,,,False,
4,410,937,136,C,A,,,,,,,,6805,,,,,,False,
16,410,937,134,C,A,,,,,,,,6806,,,,,,False,
1,412,906,284,C,A,,,,,,,,6807,,,,,,False,
4,412,906,284,C,A,,,,,,,,6808,,,,,,False,
16,412,906,134,C,A,,,,,,,,6809,,,,,,False,
1,412,936,284,C,A,,,,,,,,6819,,,,,,False,
4,412,936,284,C,A,,,,,,,,6820,,,,,,False,
16,412,936,134,C,A,,,,,,,,6821,,,,,,False,
1,412,951,135,C,A,,,,,,,,6822,,,,,,False,
4,412,951,135,C,A,,,,,,,,6823,,,,,,False,
16,412,951,134,C,A,,,,,,,,6824,,,,,,False,
1,153,862,284,C,A,,,,,,,,6825,,,,,,False,
4,153,862,284,C,A,,,,,,,,6826,,,,,,False,
16,153,862,134,C,A,,,,,,,,6827,,,,,,False,
1,153,861,284,C,A,,,,,,,,6828,,,,,,False,
4,153,861,284,C,A,,,,,,,,6829,,,,,,False,
16,153,861,134,C,A,,,,,,,,6830,,,,,,False,
1,153,928,284,C,A,,,,,,,,6831,,,,,,False,
4,153,928,284,C,A,,,,,,,,6832,,,,,,False,
16,153,928,134,C,A,,,,,,,,6833,,,,,,False,
1,153,914,134,C,A,,,,,,,,6834,,,,,,False,
4,153,914,134,C,A,,,,,,,,6835,,,,,,False,
16,153,914,134,C,A,,,,,,,,6836,,,,,,False,
1,153,948,284,C,A,,,,,,,,6837,,,,,,False,
4,153,948,284,C,A,,,,,,,,6838,,,,,,False,
16,153,948,134,C,A,,,,,,,,6839,,,,,,False,
1,153,943,284,C,A,,,,,,,,6840,,,,,,False,
4,153,943,284,C,A,,,,,,,,6841,,,,,,False,
16,153,943,134,C,A,,,,,,,,6842,,,,,,False,
1,418,866,284,C,A,,,,,,,,6843,,,,,,False,
4,418,866,284,C,A,,,,,,,,6844,,,,,,False,
16,418,866,134,C,A,,,,,,,,6845,,,,,,False,
1,418,876,284,C,A,,,,,,,,6846,,,,,,False,
4,418,876,284,C,A,,,,,,,,6847,,,,,,False,
16,418,876,134,C,A,,,,,,,,6848,,,,,,False,
1,418,904,284,C,A,,,,,,,,6849,,,,,,False,
4,418,904,284,C,A,,,,,,,,6850,,,,,,False,
16,418,904,134,C,A,,,,,,,,6851,,,,,,False,
1,418,884,135,C,A,,,,,,,,6852,,,,,,False,
4,418,884,135,C,A,,,,,,,,6853,,,,,,False,
16,418,884,134,C,A,,,,,,,,6854,,,,,,False,
1,418,922,135,C,A,,,,,,,,6855,,,,,,False,
4,418,922,135,C,A,,,,,,,,6856,,,,,,False,
16,418,922,134,C,A,,,,,,,,6857,,,,,,False,
1,418,908,284,C,A,,,,,,,,6858,,,,,,False,
4,418,908,284,C,A,,,,,,,,6859,,,,,,False,
16,418,908,134,C,A,,,,,,,,6860,,,,,,False,
1,416,197,243,C,A,,,,,,,,6873,,,,,,False,
4,416,197,243,C,A,,,,,,,,6874,,,,,,False,
5,416,197,242,C,A,,,,,,,,6875,,,,,,False,
19,416,197,242,C,A,,,,,,,,6876,,,,,,False,
1,416,858,324,C,A,,,,,,,,6881,,,,,,False,
4,416,858,324,C,A,,,,,,,,6882,,,,,,False,
5,416,858,324,C,A,,,,,,,,6883,,,,,,False,
19,416,858,242,C,A,,,,,,,,6884,,,,,,False,
1,416,859,324,C,A,,,,,,,,6885,,,,,,False,
4,416,859,324,C,A,,,,,,,,6886,,,,,,False,
5,416,859,324,C,A,,,,,,,,6887,,,,,,False,
19,416,859,242,C,A,,,,,,,,6888,,,,,,False,
1,416,950,243,C,A,,,,,,,,6889,,,,,,False,
4,416,950,243,C,A,,,,,,,,6890,,,,,,False,
5,416,950,242,C,A,,,,,,,,6891,,,,,,False,
19,416,950,242,C,A,,,,,,,,6892,,,,,,False,
1,416,913,324,C,A,,,,,,,,6897,,,,,,False,
4,416,913,324,C,A,,,,,,,,6898,,,,,,False,
5,416,913,324,C,A,,,,,,,,6899,,,,,,False,
19,416,913,242,C,A,,,,,,,,6900,,,,,,False,
1,415,848,323,C,A,,,,,,,,6901,,,,,,False,
4,415,848,323,C,A,,,,,,,,6902,,,,,,False,
19,415,848,236,C,A,,,,,,,,6903,,,,,,False,
1,415,856,237,C,A,,,,,,,,6904,,,,,,False,
4,415,856,236,C,A,,,,,,,,6905,,,,,,False,
19,415,856,236,C,A,,,,,,,,6906,,,,,,False,
1,266,955,249,C,A,,,16.0,,,,,6907,,,,,,False,
4,266,955,249,C,A,,,16.0,,,,,6908,,,,,,False,
5,266,955,248,C,A,,,16.0,,,,,6909,,,,,,False,
17,266,955,248,C,A,,,16.0,,,,,6910,,,,,,False,
1,239,673,284,C,A,,,,,,,,6911,,,,,,False,
4,239,673,284,C,A,,,,,,,,6912,,,,,,False,
16,239,673,134,C,A,,,,,,,,6913,,,,,,False,
1,170,821,236,C,A,,,,,,,,6914,,,,,,False,
4,170,821,237,C,A,,,,,,,,6915,,,,,,False,
19,170,821,236,C,A,,,,,,,,6916,,,,,,False,
1,170,929,237,C,A,,,,,,,,6917,,,,,,False,
4,170,929,238,C,A,,,,,,,,6918,,,,,,False,
19,170,929,236,C,A,,,,,,,,6919,,,,,,False,
1,210,24,329,C,A,,,15.0,,,,,6921,,,,,,False,
4,210,24,329,C,A,,,15.0,,,,,6922,,,,,,False,
5,210,24,329,C,A,,,15.0,,,,,6923,,,,,,False,
17,210,24,266,C,A,,,15.0,,,,,6924,,,,,,False,
1,193,1055,244,C,A,,,15.0,,,,,6925,,,,,,False,
4,193,1055,244,C,A,,,15.0,,,,,6926,,,,,,False,
5,193,1055,244,C,A,,,15.0,,,,,6927,,,,,,False,
19,193,1055,242,C,A,,,15.0,,,,,6928,,,,,,False,
1,409,1064,254,C,A,,,15.0,,,,,6935,,,,,,False,
4,409,1064,254,C,A,,,15.0,,,,,6936,,,,,,False,
5,409,1064,254,C,A,,,15.0,,,,,6937,,,,,,False,
17,409,1064,254,C,A,,,15.0,,,,,6938,,,,,,False,
1,202,1101,326,C,A,,,15.0,,,,,6943,,,,,,False,
4,202,1101,326,C,A,,,15.0,,,,,6944,,,,,,False,
5,202,1101,326,C,A,,,15.0,,,,,6945,,,,,,False,
17,202,1101,254,C,A,,,15.0,,,,,6946,,,,,,False,
1,266,1093,327,C,A,,,15.0,,,,,6947,,,,,,False,
4,266,1093,327,C,A,,,15.0,,,,,6948,,,,,,False,
5,266,1093,327,C,A,,,15.0,,,,,6949,,,,,,False,
17,266,1093,248,C,A,,,15.0,,,,,6950,,,,,,False,
1,205,1041,249,C,A,,,15.0,,,,,6951,,,,,,False,
4,205,1041,249,C,A,,,15.0,,,,,6952,,,,,,False,
5,205,1041,248,C,A,,,15.0,,,,,6953,,,,,,False,
17,205,1041,248,C,A,,,15.0,,,,,6954,,,,,,False,
1,205,536,327,C,A,,,,,,,,6955,,,,,,False,
4,205,536,327,C,A,,,,,,,,6956,,,,,,False,
5,205,536,327,C,A,,,,,,,,6957,,,,,,False,
17,205,536,248,C,A,,,,,,,,6958,,,,,,False,
1,205,466,249,C,A,,,,,,,,6959,,,,,,False,
4,205,466,249,C,A,,,,,,,,6960,,,,,,False,
5,205,466,248,C,A,,,,,,,,6961,,,,,,False,
17,205,466,248,C,A,,,,,,,,6962,,,,,,False,
1,205,163,327,C,A,,,,,,,,6967,,,,,,False,
4,205,163,327,C,A,,,,,,,,6968,,,,,,False,
5,205,163,327,C,A,,,,,,,,6969,,,,,,False,
17,205,163,248,C,A,,,,,,,,6970,,,,,,False,
1,205,492,327,C,A,,,,,,,,6971,,,,,,False,
4,205,492,327,C,A,,,,,,,,6972,,,,,,False,
5,205,492,327,C,A,,,,,,,,6973,,,,,,False,
17,205,492,248,C,A,,,,,,,,6974,,,,,,False,
1,205,216,248,C,A,,,,,,,,6979,,,,,,False,
4,205,216,248,C,A,,,,,,,,6980,,,,,,False,
5,205,216,248,C,A,,,,,,,,6981,,,,,,False,
17,205,216,248,C,A,,,,,,,,6982,,,,,,False,
1,243,1032,327,C,A,,,15.0,,,,,6987,,,,,,False,
4,243,1032,327,C,A,,,15.0,,,,,6988,,,,,,False,
5,243,1032,327,C,A,,,15.0,,,,,6989,,,,,,False,
17,243,1032,248,C,A,,,15.0,,,,,6990,,,,,,False,
1,243,996,327,C,A,,,15.0,,,,,6995,,,,,,False,
4,243,996,327,C,A,,,15.0,,,,,6996,,,,,,False,
5,243,996,327,C,A,,,15.0,,,,,6997,,,,,,False,
17,243,996,248,C,A,,,15.0,,,,,6998,,,,,,False,
1,207,311,327,C,A,,,,,,,,6999,,,,,,False,
4,207,311,327,C,A,,,,,,,,7000,,,,,,False,
5,207,311,327,C,A,,,,,,,,7001,,,,,,False,
17,207,311,248,C,A,,,,,,,,7002,,,,,,False,
1,207,400,327,C,A,,,,,,,,7003,,,,,,False,
4,207,400,327,C,A,,,,,,,,7004,,,,,,False,
5,207,400,327,C,A,,,,,,,,7005,,,,,,False,
17,207,400,248,C,A,,,,,,,,7006,,,,,,False,
1,207,418,327,C,A,,,,,,,,7007,,,,,,False,
4,207,418,327,C,A,,,,,,,,7008,,,,,,False,
5,207,418,327,C,A,,,,,,,,7009,,,,,,False,
17,207,418,248,C,A,,,,,,,,7010,,,,,,False,
1,207,403,327,C,A,,,,,,,,7011,,,,,,False,
4,207,403,327,C,A,,,,,,,,7012,,,,,,False,
5,207,403,327,C,A,,,,,,,,7013,,,,,,False,
17,207,403,248,C,A,,,,,,,,7014,,,,,,False,
1,207,143,327,C,A,,,,,,,,7015,,,,,,False,
4,207,143,327,C,A,,,,,,,,7016,,,,,,False,
5,207,143,327,C,A,,,,,,,,7017,,,,,,False,
17,207,143,248,C,A,,,,,,,,7018,,,,,,False,
1,207,412,327,C,A,,,,,,,,7019,,,,,,False,
4,207,412,327,C,A,,,,,,,,7020,,,,,,False,
5,207,412,327,C,A,,,,,,,,7021,,,,,,False,
17,207,412,248,C,A,,,,,,,,7022,,,,,,False,
1,207,1057,249,C,A,,,,,,,,7023,,,,,,False,
4,207,1057,249,C,A,,,,,,,,7024,,,,,,False,
5,207,1057,248,C,A,,,,,,,,7025,,,,,,False,
17,207,1057,248,C,A,,,,,,,,7026,,,,,,False,
1,416,1085,324,C,A,,,15.0,,,,,7031,,,,,,False,
4,416,1085,324,C,A,,,15.0,,,,,7032,,,,,,False,
5,416,1085,324,C,A,,,15.0,,,,,7033,,,,,,False,
19,416,1085,242,C,A,,,15.0,,,,,7034,,,,,,False,
1,416,353,243,C,A,,,,,,,,7035,,,,,,False,
4,416,353,243,C,A,,,,,,,,7036,,,,,,False,
5,416,353,242,C,A,,,,,,,,7037,,,,,,False,
19,416,353,242,C,A,,,,,,,,7038,,,,,,False,
1,416,968,243,C,A,,,15.0,,,,,7051,,,,,,False,
4,416,968,243,C,A,,,15.0,,,,,7052,,,,,,False,
5,416,968,242,C,A,,,15.0,,,,,7053,,,,,,False,
19,416,968,242,C,A,,,15.0,,,,,7054,,,,,,False,
1,416,1091,243,C,A,,,15.0,,,,,7055,,,,,,False,
4,416,1091,244,C,A,,,15.0,,,,,7056,,,,,,False,
5,416,1091,244,C,A,,,15.0,,,,,7057,,,,,,False,
19,416,1091,242,C,A,,,15.0,,,,,7058,,,,,,False,
1,185,318,243,C,A,,,,,,,,7063,,,,,,False,
4,185,318,243,C,A,,,,,,,,7064,,,,,,False,
5,185,318,242,C,A,,,,,,,,7065,,,,,,False,
19,185,318,242,C,A,,,,,,,,7066,,,,,,False,
1,185,183,244,C,A,,,,,,,,7067,,,,,,False,
4,185,183,244,C,A,,,,,,,,7068,,,,,,False,
5,185,183,244,C,A,,,,,,,,7069,,,,,,False,
19,185,183,242,C,A,,,,,,,,7070,,,,,,False,
1,187,1099,244,C,A,,,15.0,,,,,7071,,,,,,False,
4,187,1099,244,C,A,,,15.0,,,,,7072,,,,,,False,
5,187,1099,244,C,A,,,15.0,,,,,7073,,,,,,False,
19,187,1099,242,C,A,,,15.0,,,,,7074,,,,,,False,
1,187,1098,244,C,A,,,15.0,,,,,7075,,,,,,False,
4,187,1098,244,C,A,,,15.0,,,,,7076,,,,,,False,
5,187,1098,244,C,A,,,15.0,,,,,7077,,,,,,False,
19,187,1098,242,C,A,,,15.0,,,,,7078,,,,,,False,
1,190,1115,244,C,A,,,15.0,,,,,7087,,,,,,False,
4,190,1115,244,C,A,,,15.0,,,,,7088,,,,,,False,
5,190,1115,244,C,A,,,15.0,,,,,7089,,,,,,False,
19,190,1115,242,C,A,,,15.0,,,,,7090,,,,,,False,
1,190,956,244,C,A,,,15.0,,,,,7095,,,,,,False,
4,190,956,244,C,A,,,15.0,,,,,7096,,,,,,False,
5,190,956,244,C,A,,,15.0,,,,,7097,,,,,,False,
19,190,956,242,C,A,,,15.0,,,,,7098,,,,,,False,
1,190,510,324,C,A,,,15.0,,,,,7099,,,,,,False,
4,190,510,324,C,A,,,15.0,,,,,7100,,,,,,False,
5,190,510,324,C,A,,,15.0,,,,,7101,,,,,,False,
19,190,510,242,C,A,,,15.0,,,,,7102,,,,,,False,
1,242,964,242,C,A,,,15.0,,,,,7103,,,,,,False,
4,242,964,242,C,A,,,15.0,,,,,7104,,,,,,False,
5,242,964,242,C,A,,,15.0,,,,,7105,,,,,,False,
19,242,964,242,C,A,,,15.0,,,,,7106,,,,,,False,
1,419,1025,324,C,A,,,15.0,,,,,7107,,,,,,False,
4,419,1025,324,C,A,,,15.0,,,,,7108,,,,,,False,
5,419,1025,324,C,A,,,15.0,,,,,7109,,,,,,False,
19,419,1025,242,C,A,,,15.0,,,,,7110,,,,,,False,
1,419,781,324,C,A,,,,,,,,7111,,,,,,False,
4,419,781,324,C,A,,,,,,,,7112,,,,,,False,
5,419,781,324,C,A,,,,,,,,7113,,,,,,False,
19,419,781,242,C,A,,,,,,,,7114,,,,,,False,
1,419,303,324,C,A,,,,,,,,7115,,,,,,False,
4,419,303,324,C,A,,,,,,,,7116,,,,,,False,
5,419,303,324,C,A,,,,,,,,7117,,,,,,False,
19,419,303,242,C,A,,,,,,,,7118,,,,,,False,
1,419,427,243,C,A,,,,,,,,7119,,,,,,False,
4,419,427,243,C,A,,,,,,,,7120,,,,,,False,
5,419,427,242,C,A,,,,,,,,7121,,,,,,False,
19,419,427,242,C,A,,,,,,,,7122,,,,,,False,
1,419,1022,324,C,A,,,15.0,,,,,7123,,,,,,False,
4,419,1022,324,C,A,,,15.0,,,,,7124,,,,,,False,
5,419,1022,324,C,A,,,15.0,,,,,7125,,,,,,False,
19,419,1022,242,C,A,,,15.0,,,,,7126,,,,,,False,
1,419,982,324,C,A,,,15.0,,,,,7127,,,,,,False,
4,419,982,324,C,A,,,15.0,,,,,7128,,,,,,False,
5,419,982,324,C,A,,,15.0,,,,,7129,,,,,,False,
19,419,982,242,C,A,,,15.0,,,,,7130,,,,,,False,
1,419,778,324,C,A,,,15.0,,,,,7131,,,,,,False,
4,419,778,324,C,A,,,15.0,,,,,7132,,,,,,False,
5,419,778,324,C,A,,,15.0,,,,,7133,,,,,,False,
19,419,778,242,C,A,,,15.0,,,,,7134,,,,,,False,
1,419,1009,324,C,A,,,15.0,,,,,7135,,,,,,False,
4,419,1009,324,C,A,,,15.0,,,,,7136,,,,,,False,
5,419,1009,324,C,A,,,15.0,,,,,7137,,,,,,False,
19,419,1009,242,C,A,,,15.0,,,,,7138,,,,,,False,
1,419,958,324,C,A,,,15.0,,,,,7143,,,,,,False,
4,419,958,324,C,A,,,15.0,,,,,7144,,,,,,False,
5,419,958,324,C,A,,,15.0,,,,,7145,,,,,,False,
19,419,958,242,C,A,,,15.0,,,,,7146,,,,,,False,
1,419,1010,244,C,A,,,15.0,,,,,7147,,,,,,False,
4,419,1010,244,C,A,,,15.0,,,,,7148,,,,,,False,
5,419,1010,244,C,A,,,15.0,,,,,7149,,,,,,False,
19,419,1010,242,C,A,,,15.0,,,,,7150,,,,,,False,
1,419,995,324,C,A,,,15.0,,,,,7151,,,,,,False,
4,419,995,324,C,A,,,15.0,,,,,7152,,,,,,False,
5,419,995,324,C,A,,,15.0,,,,,7153,,,,,,False,
19,419,995,242,C,A,,,15.0,,,,,7154,,,,,,False,
1,419,1078,324,C,A,,,15.0,,,,,7159,,,,,,False,
4,419,1078,324,C,A,,,15.0,,,,,7160,,,,,,False,
5,419,1078,324,C,A,,,15.0,,,,,7161,,,,,,False,
19,419,1078,242,C,A,,,15.0,,,,,7162,,,,,,False,
1,194,933,324,C,A,,,,,,,,7166,,,,,,False,
4,194,933,324,C,A,,,,,,,,7167,,,,,,False,
5,194,933,324,C,A,,,,,,,,7168,,,,,,False,
19,194,933,242,C,A,,,,,,,,7169,,,,,,False,
1,194,193,324,C,A,,,,,,,,7170,,,,,,False,
4,194,193,324,C,A,,,,,,,,7171,,,,,,False,
5,194,193,324,C,A,,,,,,,,7172,,,,,,False,
19,194,193,242,C,A,,,,,,,,7173,,,,,,False,
1,194,310,324,C,A,,,,,,,,7174,,,,,,False,
4,194,310,324,C,A,,,,,,,,7175,,,,,,False,
5,194,310,324,C,A,,,,,,,,7176,,,,,,False,
19,194,310,242,C,A,,,,,,,,7177,,,,,,False,
1,194,348,243,C,A,,,,,,,,7178,,,,,,False,
4,194,348,243,C,A,,,,,,,,7179,,,,,,False,
5,194,348,242,C,A,,,,,,,,7180,,,,,,False,
19,194,348,242,C,A,,,,,,,,7181,,,,,,False,
1,194,987,324,C,A,,,15.0,,,,,7194,,,,,,False,
4,194,987,324,C,A,,,15.0,,,,,7195,,,,,,False,
5,194,987,324,C,A,,,15.0,,,,,7196,,,,,,False,
19,194,987,242,C,A,,,15.0,,,,,7197,,,,,,False,
1,194,1108,324,C,A,,,15.0,,,,,7198,,,,,,False,
4,194,1108,324,C,A,,,15.0,,,,,7199,,,,,,False,
5,194,1108,324,C,A,,,15.0,,,,,7200,,,,,,False,
19,194,1108,242,C,A,,,15.0,,,,,7201,,,,,,False,
1,194,1003,324,C,A,,,15.0,,,,,7202,,,,,,False,
4,194,1003,324,C,A,,,15.0,,,,,7203,,,,,,False,
5,194,1003,324,C,A,,,15.0,,,,,7204,,,,,,False,
19,194,1003,242,C,A,,,15.0,,,,,7205,,,,,,False,
1,194,420,324,C,A,,,,,,,,7206,,,,,,False,
4,194,420,324,C,A,,,,,,,,7207,,,,,,False,
5,194,420,324,C,A,,,,,,,,7208,,,,,,False,
19,194,420,242,C,A,,,,,,,,7209,,,,,,False,
1,169,953,238,C,A,,,15.0,,,,,7210,,,,,,False,
4,169,953,238,C,A,,,15.0,,,,,7211,,,,,,False,
19,169,953,236,C,A,,,15.0,,,,,7212,,,,,,False,
1,169,1019,323,C,A,,,15.0,,,,,7213,,,,,,False,
4,169,1019,323,C,A,,,15.0,,,,,7214,,,,,,False,
19,169,1019,236,C,A,,,15.0,,,,,7215,,,,,,False,
1,169,1000,323,C,A,,,15.0,,,,,7216,,,,,,False,
4,169,1000,323,C,A,,,15.0,,,,,7217,,,,,,False,
19,169,1000,236,C,A,,,15.0,,,,,7218,,,,,,False,
1,169,969,323,C,A,,,15.0,,,,,7219,,,,,,False,
4,169,969,323,C,A,,,15.0,,,,,7220,,,,,,False,
19,169,969,236,C,A,,,15.0,,,,,7221,,,,,,False,
1,170,1070,323,C,A,,,15.0,,,,,7222,,,,,,False,
4,170,1070,323,C,A,,,15.0,,,,,7223,,,,,,False,
19,170,1070,236,C,A,,,15.0,,,,,7224,,,,,,False,
1,169,1004,237,C,A,,,15.0,,,,,7225,,,,,,False,
4,169,1004,237,C,A,,,15.0,,,,,7226,,,,,,False,
19,169,1004,236,C,A,,,15.0,,,,,7227,,,,,,False,
1,169,973,237,C,A,,,15.0,,,,,7228,,,,,,False,
4,169,973,237,C,A,,,15.0,,,,,7229,,,,,,False,
19,169,973,236,C,A,,,15.0,,,,,7230,,,,,,False,
1,172,1092,236,C,A,,,15.0,,,,,7231,,,,,,False,
4,172,1092,236,C,A,,,15.0,,,,,7232,,,,,,False,
19,172,1092,236,C,A,,,15.0,,,,,7233,,,,,,False,
1,174,1087,323,C,A,,,15.0,,,,,7234,,,,,,False,
4,174,1087,323,C,A,,,15.0,,,,,7235,,,,,,False,
19,174,1087,236,C,A,,,15.0,,,,,7236,,,,,,False,
1,174,1048,323,C,A,,,15.0,,,,,7237,,,,,,False,
4,174,1048,323,C,A,,,15.0,,,,,7238,,,,,,False,
19,174,1048,236,C,A,,,15.0,,,,,7239,,,,,,False,
1,178,1027,323,C,A,,,15.0,,,,,7243,,,,,,False,
4,178,1027,323,C,A,,,15.0,,,,,7244,,,,,,False,
19,178,1027,236,C,A,,,15.0,,,,,7245,,,,,,False,
1,178,1110,323,C,A,,,15.0,,,,,7249,,,,,,False,
4,178,1110,323,C,A,,,15.0,,,,,7250,,,,,,False,
19,178,1110,236,C,A,,,15.0,,,,,7251,,,,,,False,
1,181,1005,238,C,A,,,15.0,,,,,7261,,,,,,False,
4,181,1005,238,C,A,,,15.0,,,,,7262,,,,,,False,
19,181,1005,236,C,A,,,15.0,,,,,7263,,,,,,False,
1,181,1020,323,C,A,,,15.0,,,,,7264,,,,,,False,
4,181,1020,323,C,A,,,15.0,,,,,7265,,,,,,False,
19,181,1020,236,C,A,,,15.0,,,,,7266,,,,,,False,
1,415,1030,323,C,A,,,15.0,,,,,7270,,,,,,False,
4,415,1030,323,C,A,,,15.0,,,,,7271,,,,,,False,
19,415,1030,236,C,A,,,15.0,,,,,7272,,,,,,False,
1,415,1033,323,C,A,,,15.0,,,,,7273,,,,,,False,
4,415,1033,323,C,A,,,15.0,,,,,7274,,,,,,False,
19,415,1033,236,C,A,,,15.0,,,,,7275,,,,,,False,
1,415,1096,323,C,A,,,15.0,,,,,7276,,,,,,False,
4,415,1096,323,C,A,,,15.0,,,,,7277,,,,,,False,
19,415,1096,236,C,A,,,15.0,,,,,7278,,,,,,False,
1,415,1104,323,C,A,,,15.0,,,,,7282,,,,,,False,
4,415,1104,323,C,A,,,15.0,,,,,7283,,,,,,False,
19,415,1104,236,C,A,,,15.0,,,,,7284,,,,,,False,
1,257,952,322,C,A,,,15.0,,,,,7285,,,,,,False,
4,257,952,322,C,A,,,15.0,,,,,7286,,,,,,False,
16,257,952,230,C,A,,,15.0,,,,,7287,,,,,,False,
1,163,1114,322,C,A,,,15.0,,,,,7288,,,,,,False,
4,163,1114,322,C,A,,,15.0,,,,,7289,,,,,,False,
16,163,1114,230,C,A,,,15.0,,,,,7290,,,,,,False,
1,163,959,232,C,A,,,15.0,,,,,7291,,,,,,False,
4,163,959,232,C,A,,,15.0,,,,,7292,,,,,,False,
16,163,959,230,C,A,,,15.0,,,,,7293,,,,,,False,
1,163,971,322,C,A,,,15.0,,,,,7294,,,,,,False,
4,163,971,322,C,A,,,15.0,,,,,7295,,,,,,False,
16,163,971,230,C,A,,,15.0,,,,,7296,,,,,,False,
1,248,972,322,C,A,,,15.0,,,,,7321,,,,,,False,
4,248,972,322,C,A,,,15.0,,,,,7322,,,,,,False,
16,248,972,230,C,A,,,15.0,,,,,7323,,,,,,False,
1,161,1094,230,C,A,,,,,,,,7330,,,,,,False,
4,161,1094,231,C,A,,,,,,,,7331,,,,,,False,
16,161,1094,230,C,A,,,,,,,,7332,,,,,,False,
1,167,985,322,C,A,,,15.0,,,,,7333,,,,,,False,
4,167,985,322,C,A,,,15.0,,,,,7334,,,,,,False,
16,167,985,230,C,A,,,15.0,,,,,7335,,,,,,False,
1,167,1029,322,C,A,,,15.0,,,,,7336,,,,,,False,
4,167,1029,322,C,A,,,15.0,,,,,7337,,,,,,False,
16,167,1029,230,C,A,,,15.0,,,,,7338,,,,,,False,
1,414,1103,322,C,A,,,,,,,,7342,,,,,,False,
4,414,1103,322,C,A,,,,,,,,7343,,,,,,False,
16,414,1103,230,C,A,,,,,,,,7344,,,,,,False,
1,414,957,322,C,A,,,,,,,,7345,,,,,,False,
4,414,957,322,C,A,,,,,,,,7346,,,,,,False,
16,414,957,230,C,A,,,,,,,,7347,,,,,,False,
1,414,1081,322,C,A,,,,,,,,7348,,,,,,False,
4,414,1081,322,C,A,,,,,,,,7349,,,,,,False,
16,414,1081,230,C,A,,,,,,,,7350,,,,,,False,
1,165,986,322,C,A,,,,,,,,7351,,,,,,False,
4,165,986,322,C,A,,,,,,,,7352,,,,,,False,
16,165,986,230,C,A,,,,,,,,7353,,,,,,False,
1,244,963,322,C,A,,,,,,,,7354,,,,,,False,
4,244,963,322,C,A,,,,,,,,7355,,,,,,False,
16,244,963,230,C,A,,,,,,,,7356,,,,,,False,
1,167,502,322,C,A,,,,,,,,7360,,,,,,False,
4,167,502,322,C,A,,,,,,,,7361,,,,,,False,
16,167,502,230,C,A,,,,,,,,7362,,,,,,False,
1,414,898,322,C,A,,,,,,,,7375,,,,,,False,
4,414,898,322,C,A,,,,,,,,7376,,,,,,False,
16,414,898,230,C,A,,,,,,,,7377,,,,,,False,
1,414,899,322,C,A,,,,,,,,7378,,,,,,False,
4,414,899,322,C,A,,,,,,,,7379,,,,,,False,
16,414,899,230,C,A,,,,,,,,7380,,,,,,False,
1,179,475,323,C,A,,,16.0,,,,,7381,,,,,,False,
4,179,475,323,C,A,,,16.0,,,,,7382,,,,,,False,
19,179,475,236,C,A,,,16.0,,,,,7383,,,,,,False,
1,194,1119,244,C,A,,,16.0,,,,,7387,,,,,,False,
4,194,1119,243,C,A,,,16.0,,,,,7388,,,,,,False,
5,194,1119,244,C,A,,,16.0,,,,,7389,,,,,,False,
19,194,1119,242,C,A,,,16.0,,,,,7390,,,,,,False,
1,194,1120,244,C,A,,,16.0,,,,,7391,,,,,,False,
4,194,1120,243,C,A,,,16.0,,,,,7392,,,,,,False,
5,194,1120,244,C,A,,,16.0,,,,,7393,,,,,,False,
19,194,1120,242,C,A,,,16.0,,,,,7394,,,,,,False,
1,152,1121,284,C,A,,,16.0,,,,,7395,,,,,,False,
4,152,1121,284,C,A,,,16.0,,,,,7396,,,,,,False,
