IdTurma,IdAluno,IdSituacaoAlunoTurma,DataSituacaoAtivo,DataSituacaoInativo,IdFaseNotaInicial,OrdemChamada,DataHoraEfetivacaoMatricula,IdUsuarioEfetivacaoMatricula,IdAlunoCursoSuperior,ProblemaAutorizadoMatricula,IdUsuarioAutorizacaoMatricula,StAlunoTurmaNaoPermitePParcial,ES_IdCurriculoOptativa,IdResponsavelFinanceiro,IdTipoResponsavelFinanceiro,IdResponsavelSecundario,IdTipoResponsavelSecundario,IdMotivoInativacao,IdEstabEnsinoInativacao,ComentarioInativacao,Comentario,IdPlanoPagamento_PreMatricula,IdPlanoPagamento_Matricula,SituacaoExcecao_IdSituacaoAlunoTurma,SituacaoExcecao_IdUsuario,SituacaoExcecao_DataRegistro,SituacaoExcecao_Comentario,IdAlunoCurso,IdEventoTipoInscricao,RMOnline_TextoPersonalizado_Confirmacao,StProcessamento_FichaInscricao,StProcessamento_ConfirmacaoReservaOnline,StProcessamento_InscricaoEmTurma,IdAlunoTurma
113,46,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,19,2021-08-26 00:00:00,,,,,False,,46,11,,,,,,,,8,,,,,,,,,,,893
113,47,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,20,2021-08-26 00:00:00,,,,,False,,47,11,,,,,,,,8,,,,,,,,,,,894
113,48,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,21,2021-08-26 00:00:00,,,,,False,,48,11,,,,,,,,8,,,,,,,,,,,895
113,49,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,22,2021-08-26 00:00:00,,,,,False,,49,11,,,,,,,,8,,,,,,,,,,,896
113,50,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,23,2021-08-26 00:00:00,,,,,False,,50,11,,,,,,,,8,,,,,,,,,,,897
113,86,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-26 00:00:00,,,#PROCEDIMENTO_MATRICULA_SERIE#,,False,,85,11,,,,,,,,8,,,,,,,,,,,898
115,763,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-26 00:00:00,,,,,False,,644,2,,,,,,,,8,,,,,,,,,,,899
115,764,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,19,2021-08-26 00:00:00,,,,,False,,646,4,,,,,,,,8,,,,,,,,,,,900
117,140,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,136,11,,,,,,,,8,,,,,,,,,,,903
117,694,14,2021-01-01 00:00:00,2021-10-26 00:00:00,,9,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,594,4,,,1,,,,,8,,,,,,,,,,,904
116,771,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-26 00:00:00,,,,,False,,653,4,,,,,,,,8,,,,,,,,,,,908
116,769,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-08-26 00:00:00,,,,,False,,651,2,,,,,,,,8,,,,,,,,,,,909
116,773,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-26 00:00:00,,,,,False,,655,4,,,,,,,,8,,,,,,,,,,,910
116,770,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-26 00:00:00,,,,,False,,652,2,,,,,,,,8,,,,,,,,,,,911
111,758,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,643,2,,,,,,,,8,,,,,,,,,,,912
111,755,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,14,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,597,2,,,,,,,,8,,,,,,,,,,,913
111,754,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,17,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,640,2,,,,,,,,8,,,,,,,,,,,914
111,753,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,639,2,,,,,,,,8,,,,,,,,,,,915
111,752,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,638,1,,,,,,,,8,,,,,,,,,,,916
111,756,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,13,2021-08-26 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,641,1,,,,,,,,8,,,,,,,,,,,917
107,751,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-26 00:00:00,,,,,False,,637,2,,,,,,,,8,,,,,,,,,,,918
105,757,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-26 00:00:00,,,,,False,,642,2,,,,,,,,8,,,,,,,,,,,920
75,780,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-26 00:00:00,,,,,False,,663,2,,,,,,,,8,,,,,,,,,,,921
104,781,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-26 00:00:00,,,,,False,,664,2,,,,,,,,8,,,,,,,,,,,922
104,782,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-26 00:00:00,,,,,False,,665,2,,,,,,,,8,,,,,,,,,,,923
92,783,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-27 00:00:00,,,#PROCEDIMENTO_MATRICULA_SERIE#,,False,,666,2,,,,,,,,8,,,,,,,,,,,924
109,784,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-27 00:00:00,,,,,False,,667,1,,,,,,,,8,,,,,,,,,,,925
105,785,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-27 00:00:00,,,,,False,,668,2,,,,,,,,8,,,,,,,,,,,926
122,676,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-27 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,581,2,,,,,,,,8,,,,,,,,,,,927
71,399,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-27 00:00:00,,,,,False,,272,2,,,,,,,,8,,,,,,,,,,,928
71,401,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,16,2021-08-27 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,272,2,,,,,,,,8,,,,,,,,,,,929
73,471,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-27 00:00:00,,,,,False,,31,2,,,,,,,,8,,,,,,,,,,,931
73,786,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-27 00:00:00,,,#PROCEDIMENTO_MATRICULA_SERIE#,,False,,288,2,,,,,,,,8,,,,,,,,,,,932
75,787,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-27 00:00:00,,,,,False,,669,2,,,,,,,,8,,,,,,,,,,,933
77,788,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-27 00:00:00,,,,,False,,490,2,,,,,,,,8,,,,,,,,,,,934
95,789,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-27 00:00:00,,,,,False,,430,2,,,,,,,,8,,,,,,,,,,,937
116,772,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-27 00:00:00,,,,,False,,654,1,,,,,,,,8,,,,,,,,,,,938
116,774,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-27 00:00:00,,,#PROCEDIMENTO_MATRICULA_SERIE#,,False,,656,4,,,,,,,,8,,,,,,,,,,,939
77,790,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-30 00:00:00,,,,,False,,670,2,,,,,,,,8,,,,,,,,,,,940
115,44,14,2021-01-01 00:00:00,2021-09-02 00:00:00,,26,2021-08-31 00:00:00,,,#LIMITE_VAGAS_TURMA##MATRICULA_REPETIDA_MESMA_SERIE#,15,False,,44,3,,,2,,Matriculado na Fase 8A,,,8,,,,,,,,,,,942
90,352,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-12 00:00:00,,,,,False,,202,2,,,,,,,,8,,,,,,,,,,,943
52,792,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-31 00:00:00,,,#LIMITE_VAGAS_TURMA#,16,False,,672,2,,,,,,,,8,,,,,,,,,,,944
114,793,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-09-02 00:00:00,,,,,False,,673,2,,,,,,,,8,,,,,,,,,,,945
231,794,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-09-02 00:00:00,,,,,False,,674,4,,,,,,,,8,,,,,,,,,,,946
84,795,14,2021-01-01 00:00:00,2021-09-20 00:00:00,,6,2021-09-03 00:00:00,,,,,False,,675,1,,,4,,,,,8,,,,,,,,,,,947
63,796,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-09-03 00:00:00,,,,,False,,59,2,,,,,,,,8,,,,,,,,,,,948
127,624,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,13,2021-08-18 00:00:00,,,,,False,,545,2,,,,,,,,8,,,,,,,,,,,949
127,628,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-18 00:00:00,,,,,False,,549,2,,,,,,,,8,,,,,,,,,,,951
127,636,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-18 00:00:00,,,,,False,,556,2,,,,,,,,8,,,,,,,,,,,952
126,703,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-20 00:00:00,,,,,False,,344,2,,,,,,,,8,,,,,,,,,,,953
129,710,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-20 00:00:00,,,,,False,,602,2,,,,,,,,8,,,,,,,,,,,954
129,709,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-20 00:00:00,,,,,False,,461,2,,,,,,,,8,,,,,,,,,,,955
129,708,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-20 00:00:00,,,,,False,,428,2,,,,,,,,8,,,,,,,,,,,956
129,706,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-25 00:00:00,,,,,False,,600,2,,,,,,,,8,,,,,,,,,,,957
137,594,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-09-09 00:00:00,,,,,False,,523,2,,,,,,,,8,,,,,,,,,,,958
137,595,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-09-09 00:00:00,,,,,False,,330,2,,,,,,,,8,,,,,,,,,,,960
137,596,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-09-09 00:00:00,,,,,False,,524,2,,,,,,,,8,,,,,,,,,,,961
137,597,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-09-09 00:00:00,,,,,False,,478,2,,,,,,,,8,,,,,,,,,,,962
137,598,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-09-09 00:00:00,,,,,False,,13,2,,,,,,,,8,,,,,,,,,,,963
137,599,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-09-09 00:00:00,,,,,False,,267,2,,,,,,,,8,,,,,,,,,,,964
137,600,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-09-09 00:00:00,,,,,False,,303,2,,,,,,,,8,,,,,,,,,,,965
137,601,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-09-09 00:00:00,,,,,False,,525,2,,,,,,,,8,,,,,,,,,,,966
137,605,14,2021-01-01 00:00:00,2021-12-16 00:00:00,,9,2021-09-09 00:00:00,,,,,False,,528,2,,,1,,,,,8,,,,,,,,,,,967
137,606,14,2021-01-01 00:00:00,2021-12-16 00:00:00,,10,2021-09-09 00:00:00,,,,,False,,528,2,,,2,,,,,8,,,,,,,,,,,968
137,608,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-09-09 00:00:00,,,,,False,,530,2,,,,,,,,8,,,,,,,,,,,969
137,610,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-09-09 00:00:00,,,,,False,,532,2,,,,,,,,8,,,,,,,,,,,970
137,612,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,13,2021-09-09 00:00:00,,,,,False,,534,2,,,,,,,,8,,,,,,,,,,,971
137,614,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,14,2021-09-09 00:00:00,,,,,False,,536,2,,,,,,,,8,,,,,,,,,,,972
137,616,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,15,2021-09-09 00:00:00,,,,,False,,530,2,,,,,,,,8,,,,,,,,,,,973
137,617,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,16,2021-09-09 00:00:00,,,,,False,,538,2,,,,,,,,8,,,,,,,,,,,974
137,619,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,17,2021-09-09 00:00:00,,,,,False,,540,2,,,,,,,,8,,,,,,,,,,,975
137,620,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,18,2021-09-09 00:00:00,,,,,False,,541,2,,,,,,,,8,,,,,,,,,,,976
137,623,14,2021-01-01 00:00:00,2021-10-26 00:00:00,,19,2021-09-09 00:00:00,,,,,False,,544,2,,,4,,,,,8,,,,,,,,,,,977
137,624,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,20,2021-09-09 00:00:00,,,,,False,,545,2,,,,,,,,8,,,,,,,,,,,978
137,625,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,21,2021-09-09 00:00:00,,,,,False,,546,2,,,,,,,,8,,,,,,,,,,,979
137,626,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,22,2021-09-09 00:00:00,,,,,False,,547,2,,,,,,,,8,,,,,,,,,,,980
137,628,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,23,2021-09-09 00:00:00,,,,,False,,549,2,,,,,,,,8,,,,,,,,,,,981
137,631,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,24,2021-09-09 00:00:00,,,,,False,,552,2,,,,,,,,8,,,,,,,,,,,982
137,632,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,25,2021-09-09 00:00:00,,,,,False,,553,2,,,,,,,,8,,,,,,,,,,,983
137,633,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,26,2021-09-09 00:00:00,,,,,False,,554,2,,,,,,,,8,,,,,,,,,,,984
137,635,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,27,2021-09-09 00:00:00,,,,,False,,442,2,,,,,,,,8,,,,,,,,,,,985
137,636,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,28,2021-09-09 00:00:00,,,,,False,,556,2,,,,,,,,8,,,,,,,,,,,986
137,637,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,29,2021-09-09 00:00:00,,,,,False,,121,2,,,,,,,,8,,,,,,,,,,,987
137,640,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,30,2021-09-09 00:00:00,,,,,False,,410,2,,,,,,,,8,,,,,,,,,,,988
137,641,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,31,2021-09-09 00:00:00,,,,,False,,410,2,,,,,,,,8,,,,,,,,,,,989
137,642,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,32,2021-09-09 00:00:00,,,,,False,,291,2,,,,,,,,8,,,,,,,,,,,990
137,673,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,33,2021-09-09 00:00:00,,,,,False,,558,2,,,,,,,,8,,,,,,,,,,,991
137,643,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,34,2021-09-09 00:00:00,,,,,False,,559,2,,,,,,,,8,,,,,,,,,,,992
137,644,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,35,2021-09-09 00:00:00,,,,,False,,399,2,,,,,,,,8,,,,,,,,,,,993
137,645,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,36,2021-09-09 00:00:00,,,,,False,,560,2,,,,,,,,8,,,,,,,,,,,994
137,646,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,37,2021-09-09 00:00:00,,,,,False,,392,2,,,,,,,,8,,,,,,,,,,,995
137,647,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,38,2021-09-09 00:00:00,,,,,False,,561,2,,,,,,,,8,,,,,,,,,,,996
137,648,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,39,2021-09-09 00:00:00,,,,,False,,562,2,,,,,,,,8,,,,,,,,,,,997
137,676,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,40,2021-09-09 00:00:00,,,,,False,,581,2,,,,,,,,8,,,,,,,,,,,998
137,649,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,41,2021-09-09 00:00:00,,,,,False,,563,2,,,,,,,,8,,,,,,,,,,,999
137,680,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,42,2021-09-09 00:00:00,,,,,False,,583,2,,,,,,,,8,,,,,,,,,,,1000
137,681,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,43,2021-09-09 00:00:00,,,,,False,,584,2,,,,,,,,8,,,,,,,,,,,1001
137,682,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,44,2021-09-09 00:00:00,,,,,False,,585,2,,,,,,,,8,,,,,,,,,,,1002
137,683,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,45,2021-09-09 00:00:00,,,,,False,,413,2,,,,,,,,8,,,,,,,,,,,1003
137,684,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,46,2021-09-09 00:00:00,,,,,False,,586,2,,,,,,,,8,,,,,,,,,,,1004
137,685,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,47,2021-09-09 00:00:00,,,,,False,,587,2,,,,,,,,8,,,,,,,,,,,1005
137,686,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,48,2021-09-09 00:00:00,,,,,False,,26,2,,,,,,,,8,,,,,,,,,,,1006
137,687,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,49,2021-09-09 00:00:00,,,,,False,,588,2,,,,,,,,8,,,,,,,,,,,1007
137,688,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,50,2021-09-09 00:00:00,,,,,False,,589,2,,,,,,,,8,,,,,,,,,,,1008
137,689,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,51,2021-09-09 00:00:00,,,,,False,,590,2,,,,,,,,8,,,,,,,,,,,1009
137,690,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,52,2021-09-09 00:00:00,,,,,False,,591,4,,,,,,,,8,,,,,,,,,,,1010
137,691,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,53,2021-09-09 00:00:00,,,,,False,,592,2,,,,,,,,8,,,,,,,,,,,1011
137,692,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,54,2021-09-09 00:00:00,,,,,False,,313,5,,,,,,,,8,,,,,,,,,,,1012
137,760,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,55,2021-09-09 00:00:00,,,,,False,,417,2,,,,,,,,8,,,,,,,,,,,1013
137,693,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,56,2021-09-09 00:00:00,,,,,False,,593,2,,,,,,,,8,,,,,,,,,,,1014
137,701,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,57,2021-09-09 00:00:00,,,,,False,,271,2,,,,,,,,8,,,,,,,,,,,1015
137,704,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,58,2021-09-09 00:00:00,,,,,False,,599,2,,,,,,,,8,,,,,,,,,,,1016
137,705,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,59,2021-09-09 00:00:00,,,,,False,,274,2,,,,,,,,8,,,,,,,,,,,1017
137,717,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,60,2021-09-09 00:00:00,,,,,False,,430,2,,,,,,,,8,,,,,,,,,,,1018
137,719,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,61,2021-09-09 00:00:00,,,,,False,,207,1,,,,,,,,8,,,,,,,,,,,1019
137,720,14,2021-01-01 00:00:00,2021-12-16 00:00:00,,62,2021-09-09 00:00:00,,,,,False,,33,2,,,2,,,,,8,,,,,,,,,,,1020
137,703,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,63,2021-09-09 00:00:00,,,,,False,,344,2,,,,,,,,8,,,,,,,,,,,1021
137,797,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,64,2021-09-09 00:00:00,,,,,False,,676,2,,,,,,,,8,,,,,,,,,,,1022
137,715,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,65,2021-09-09 00:00:00,,,,,False,,605,2,,,,,,,,8,,,,,,,,,,,1023
137,716,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,66,2021-09-09 00:00:00,,,,,False,,447,2,,,,,,,,8,,,,,,,,,,,1024
137,718,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,67,2021-09-09 00:00:00,,,,,False,,606,2,,,,,,,,8,,,,,,,,,,,1025
137,721,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,68,2021-09-09 00:00:00,,,,,False,,607,2,,,,,,,,8,,,,,,,,,,,1026
137,722,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,69,2021-09-09 00:00:00,,,,,False,,608,2,,,,,,,,8,,,,,,,,,,,1027
137,723,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,70,2021-09-09 00:00:00,,,,,False,,158,2,,,,,,,,8,,,,,,,,,,,1028
137,726,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,71,2021-09-09 00:00:00,,,,,False,,267,2,,,,,,,,8,,,,,,,,,,,1029
137,729,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,72,2021-09-09 00:00:00,,,,,False,,612,2,,,,,,,,8,,,,,,,,,,,1030
137,731,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,73,2021-09-09 00:00:00,,,,,False,,614,2,,,,,,,,8,,,,,,,,,,,1031
137,714,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,74,2021-09-09 00:00:00,,,,,False,,382,2,,,,,,,,8,,,,,,,,,,,1032
137,713,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,75,2021-09-09 00:00:00,,,,,False,,604,1,,,,,,,,8,,,,,,,,,,,1033
137,712,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,76,2021-09-09 00:00:00,,,,,False,,603,2,,,,,,,,8,,,,,,,,,,,1034
137,711,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,77,2021-09-09 00:00:00,,,,,False,,441,2,,,,,,,,8,,,,,,,,,,,1035
137,707,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,78,2021-09-09 00:00:00,,,,,False,,601,2,,,,,,,,8,,,,,,,,,,,1036
137,702,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,79,2021-09-09 00:00:00,,,,,False,,598,2,,,,,,,,8,,,,,,,,,,,1037
137,700,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,80,2021-09-09 00:00:00,,,,,False,,365,2,,,,,,,,8,,,,,,,,,,,1038
137,699,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,81,2021-09-09 00:00:00,,,,,False,,597,11,,,,,,,,8,,,,,,,,,,,1039
137,698,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,82,2021-09-09 00:00:00,,,,,False,,248,2,,,,,,,,8,,,,,,,,,,,1040
137,697,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,83,2021-09-09 00:00:00,,,,,False,,596,2,,,,,,,,8,,,,,,,,,,,1041
137,696,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,84,2021-09-09 00:00:00,,,,,False,,338,2,,,,,,,,8,,,,,,,,,,,1042
137,695,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,85,2021-09-09 00:00:00,,,,,False,,595,2,,,,,,,,8,,,,,,,,,,,1043
137,679,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,86,2021-09-09 00:00:00,,,,,False,,323,2,,,,,,,,8,,,,,,,,,,,1044
137,678,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,87,2021-09-09 00:00:00,,,,,False,,582,2,,,,,,,,8,,,,,,,,,,,1045
137,677,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,88,2021-09-09 00:00:00,,,,,False,,464,2,,,,,,,,8,,,,,,,,,,,1046
137,675,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,89,2021-09-09 00:00:00,,,,,False,,552,2,,,,,,,,8,,,,,,,,,,,1047
137,674,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,90,2021-09-09 00:00:00,,,,,False,,301,2,,,,,,,,8,,,,,,,,,,,1048
137,762,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,91,2021-09-09 00:00:00,,,,,False,,401,2,,,,,,,,8,,,,,,,,,,,1049
137,672,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,92,2021-09-09 00:00:00,,,,,False,,579,2,,,,,,,,8,,,,,,,,,,,1050
137,671,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,93,2021-09-09 00:00:00,,,,,False,,578,2,,,,,,,,8,,,,,,,,,,,1051
137,670,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,94,2021-09-09 00:00:00,,,,,False,,516,11,,,,,,,,8,,,,,,,,,,,1052
137,669,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,95,2021-09-09 00:00:00,,,,,False,,415,2,,,,,,,,8,,,,,,,,,,,1053
137,668,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,96,2021-09-09 00:00:00,,,,,False,,315,2,,,,,,,,8,,,,,,,,,,,1054
137,761,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,97,2021-09-09 00:00:00,,,,,False,,506,2,,,,,,,,8,,,,,,,,,,,1055
137,667,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,98,2021-09-09 00:00:00,,,,,False,,576,2,,,,,,,,8,,,,,,,,,,,1056
137,666,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,99,2021-09-09 00:00:00,,,,,False,,575,2,,,,,,,,8,,,,,,,,,,,1057
137,665,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,100,2021-09-09 00:00:00,,,,,False,,575,2,,,,,,,,8,,,,,,,,,,,1058
137,664,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,101,2021-09-09 00:00:00,,,,,False,,435,2,,,,,,,,8,,,,,,,,,,,1059
137,663,14,2021-01-01 00:00:00,2021-11-09 00:00:00,,102,2021-09-09 00:00:00,,,,,False,,422,2,,,5,,,,,8,,,,,,,,,,,1060
137,662,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,103,2021-09-09 00:00:00,,,,,False,,574,2,,,,,,,,8,,,,,,,,,,,1061
137,661,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,104,2021-09-09 00:00:00,,,,,False,,573,2,,,,,,,,8,,,,,,,,,,,1062
137,660,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,105,2021-09-09 00:00:00,,,,,False,,572,2,,,,,,,,8,,,,,,,,,,,1063
137,659,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,106,2021-09-09 00:00:00,,,,,False,,571,2,,,,,,,,8,,,,,,,,,,,1064
137,658,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,107,2021-09-09 00:00:00,,,,,False,,570,2,,,,,,,,8,,,,,,,,,,,1065
137,657,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,108,2021-09-09 00:00:00,,,,,False,,569,2,,,,,,,,8,,,,,,,,,,,1066
137,710,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,109,2021-09-09 00:00:00,,,,,False,,602,2,,,,,,,,8,,,,,,,,,,,1067
