IdAluno,IdAlunoObs,IdTipoOcorrencia,StImpedimento,DataOcorrencia,IdUsuarioRegistro,ObservacaoRegistro,DataLiberacao,IdUsuarioLiberacao,ObservacaoLiberacao,DataInclusao,StExibirInternet,IdProfessorRegistro,DataInicialAtestado,DataFinalAtestado
171,6050,33,False,2022-02-26 00:00:00,316,Genitor em acompanhamento psicológico. ,,,,2023-01-13 17:50:00,False,,,
360,6051,33,False,2022-02-28 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:53:00,False,,,
360,6052,33,False,2022-03-07 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:54:00,False,,,
360,6053,33,False,2022-03-15 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:54:00,False,,,
360,6054,33,False,2022-03-22 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:55:00,False,,,
360,6055,33,False,2022-03-29 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:56:00,False,,,
360,6056,33,False,2022-04-05 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:56:00,False,,,
360,6057,33,False,2022-04-12 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:57:00,False,,,
360,6058,33,False,2022-04-19 00:00:00,316,Genitora em acompanhamento psicológico,,,,2023-01-13 17:57:00,False,,,
705,6059,33,False,2022-02-28 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:00:00,False,,,
705,6060,33,False,2022-03-07 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:00:00,False,,,
705,6061,33,False,2022-03-14 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:00:00,False,,,
705,6062,33,False,2022-03-21 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:01:00,False,,,
705,6063,33,False,2022-03-28 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:01:00,False,,,
705,6064,33,False,2022-04-04 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:01:00,False,,,
705,6065,33,False,2022-04-11 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:01:00,False,,,
705,6066,33,False,2022-04-18 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:01:00,False,,,
705,6067,33,False,2022-04-25 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:02:00,False,,,
705,6068,33,False,2022-05-02 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:26:00,False,,,
705,6069,33,False,2022-05-09 00:00:00,316,Genitora em acompanhamento psicológico ,,,,2023-01-13 18:26:00,False,,,
948,6070,31,False,2022-03-24 00:00:00,316,Tema : Dica para ajudar os filhos a estudarem em casa ,,,,2023-01-15 12:30:00,False,,,
400,6071,31,False,2022-03-16 00:00:00,316,Tema: Dicas para ajudar seus filhos estudarem em casa.,,,,2023-01-15 12:49:00,False,,,
866,6072,31,False,2022-03-16 00:00:00,316,Tema : Dica para ajudar os filhos a estudarem em casa ,,,,2023-01-15 12:52:00,False,,,
908,6073,31,False,2022-03-16 00:00:00,316,Tema : Como ajudar os filhos a estudar em casa,,,,2023-01-15 12:55:00,False,,,
171,6074,31,False,2022-03-16 00:00:00,316,Tema : Dicas para ajudar o filhos estudarem em casa ,,,,2023-01-15 12:56:00,False,,,
969,6075,31,False,2022-03-16 00:00:00,316,Tema : Ajudar os filhos a estudaram em casa,,,,2023-01-15 12:58:00,False,,,
1030,6076,33,False,2022-12-06 00:00:00,316,Genitora segue em atendimento,,,,2023-01-15 13:00:00,False,,,
1030,6077,33,False,2022-12-13 00:00:00,316,Genitora segue em atendimento,,,,2023-01-15 13:00:00,False,,,
1030,6078,33,False,2022-12-20 00:00:00,316,Genitora segue em atendimento,,,,2023-01-15 13:00:00,False,,,
1030,6079,31,False,2022-03-16 00:00:00,316,Tema : Dicas para ajudar os filhos a Estudarem em casa,,,,2023-01-15 13:01:00,False,,,
358,6080,31,False,2022-03-17 00:00:00,316,Tema : Dicas como ajudar o filho a estudar em casa,,,,2023-01-15 16:14:00,False,,,
358,6081,31,False,2022-03-24 00:00:00,316,Tema : Compreenda o comportamento do seu filho,,,,2023-01-15 16:15:00,False,,,
358,6082,31,False,2022-03-31 00:00:00,316,Tema : Principio passos mágicos Amor e responsabilidade ao próximo,,,,2023-01-15 16:18:00,False,,,
358,6083,31,False,2022-03-31 00:00:00,316,Tema : Principio passos mágicos Amor e responsabilidade ao próximo,,,,2023-01-15 16:29:00,False,,,
358,6084,31,False,2022-04-07 00:00:00,316,Identificar o que causa os ataques de raiva nos filhos e listar possiveis atitudes que ajude a lidar com a raiva,,,,2023-01-15 16:30:00,False,,,
358,6085,31,False,2022-04-14 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 16:31:00,False,,,
358,6086,31,False,2022-04-20 00:00:00,316,Acompanhar o tempo diário que o filho fica em telas por dia e planejar estratégias para estimular outras atividades,,,,2023-01-15 16:35:00,False,,,
358,6087,31,False,2022-04-27 00:00:00,316,Pertencimento: Como meu filho se sente pertencente em sua casa ,,,,2023-01-15 16:36:00,False,,,
471,6088,31,False,2022-03-09 00:00:00,316,Qual o papel da família na formação dos filhos ,,,,2023-01-15 16:41:00,False,,,
109,6089,31,False,2022-03-17 00:00:00,316,Observar e identificar o tipo de personalidade do filho,,,,2023-01-15 16:45:00,False,,,
993,6090,31,False,2021-03-24 00:00:00,316,Observar e identificar o tipo de personalidade do filho,,,,2023-01-15 16:50:00,False,,,
993,6091,31,False,2021-03-31 00:00:00,316,Principios Passos Mágicos,,,,2023-01-15 16:52:00,False,,,
993,6092,31,False,2021-04-07 00:00:00,316,Identificar o que causa os ataques de raiva e listar possíveis atitudes que evitem a raiva,,,,2023-01-15 16:53:00,False,,,
948,6093,31,False,2022-03-17 00:00:00,316,Identificar o que causa os ataques de raiva e listar possíveis atitudes que evitem a raiva,,,,2023-01-15 16:54:00,False,,,
285,6094,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 16:57:00,False,,,
183,6095,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possíveis atitudes que evitem a raiva,,,,2023-01-15 16:58:00,False,,,
330,6096,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 16:59:00,False,,,
990,6097,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 17:00:00,False,,,
1030,6098,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 17:05:00,False,,,
219,6099,31,False,2022-03-24 00:00:00,316,Identificar o que causa os ataques de raiva e listar possiveis atitudes que evitem a raiva,,,,2023-01-15 17:06:00,False,,,
909,6100,30,False,2023-01-13 00:00:00,314,realizada entrega de cesta de alimentos ,,,,2023-01-21 17:59:00,False,,,
1188,6101,30,False,2023-01-21 00:00:00,314,realizada a entrega de cesta de alimentos ,,,,2023-01-21 18:04:00,False,,,
1103,6102,30,False,2023-01-21 00:00:00,314,entrega de cesta de alimentos a família. ,,,,2023-01-21 18:10:00,False,,,
1105,6103,30,False,2023-01-21 00:00:00,314,entrega de cesta de alimentos a família. ,,,,2023-01-21 18:10:00,False,,,
1107,6104,30,False,2023-01-21 00:00:00,314,entrega de cesta de alimentos a família. ,,,,2023-01-21 18:11:00,False,,,
1059,6105,30,False,2023-01-21 00:00:00,314,entrega de cesta de alimentos a família. ,,,,2023-01-21 18:13:00,False,,,
25,6106,26,False,2023-01-23 00:00:00,298,Orientação psico ,,,,2023-01-24 10:20:00,False,,,
27,6107,34,False,2023-01-12 00:00:00,298,Realizado consulta com dr Gabriel. Segue em acompanhamento.,,,,2023-01-24 10:23:00,False,,,
27,6108,18,False,2023-01-16 00:00:00,298,Realizado orientação com Rosana (genitora) devido agravamento do quadro de Felipe.,,,,2023-01-24 10:24:00,False,,,
27,6109,18,False,2023-01-17 00:00:00,298,Realizado nova orientação com Rosana (genitora) devido agravamento do quadro de Felipe.,,,,2023-01-24 10:24:00,False,,,
27,6110,21,False,2023-01-18 00:00:00,298,Segue em acompanhamento psicológico e psiquiátrico.,,,,2023-01-24 10:25:00,False,,,
27,6111,34,False,2023-01-12 00:00:00,324,Realizado consulta com dr Gabriel. Segue em acompanhamento.,,,,2023-01-24 10:50:00,False,,,
204,6112,20,False,2023-01-24 00:00:00,298,Segue em atendimento psicológico e observação equipe pedagógica.,,,,2023-01-24 12:58:00,False,,,
410,6113,33,False,2023-01-24 00:00:00,316,Genitora inicia acompanhamento psicologico individual,,,,2023-01-25 10:53:00,False,,,
1145,6114,33,False,2023-01-24 00:00:00,316,Pai segue em atendimento,,,,2023-01-25 13:21:00,False,,,
1146,6115,33,False,2023-01-24 00:00:00,316,Pai segue em atendimento individual,,,,2023-01-25 13:23:00,False,,,
309,6116,34,False,2023-01-12 00:00:00,324,Segue em acompanhamento psiquiátrico.,,,,2023-01-25 14:20:00,False,,,
859,6117,26,False,2023-01-25 00:00:00,298,Segue em atedimento  psico e observação equipe peagogica.,,,,2023-01-25 19:04:00,False,,,
64,6118,34,False,2022-12-19 00:00:00,324,Foi realizado atendimento (Retorno) com o Dr. Gabriel.,,,,2023-01-30 13:14:00,False,,,
64,6119,34,False,2023-01-12 00:00:00,324,Foi realizado atendimento (Retorno) com o Dr. Gabriel.,,,,2023-01-30 13:15:00,False,,,
311,6120,20,False,2023-01-26 00:00:00,298,Segue em acompanhamento psicológico e observação equipe pedagogica.,,,,2023-01-30 21:27:00,False,,,
97,6121,20,False,2023-01-26 00:00:00,298,Segue em acompanhamento psicológico ,,,,2023-01-30 21:29:00,False,,,
76,6122,25,False,2023-01-28 00:00:00,298,"Realizado reunião com Vitoria, esteve presente, Sandra, Michelle e Jessica. ",,,,2023-01-30 21:31:00,False,,,
148,6123,20,False,2023-01-27 00:00:00,298,Segue em acompanhamento psicológico.,,,,2023-01-30 21:32:00,False,,,
148,6124,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:36:00,False,,,
12,6125,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:52:00,False,,,
93,6126,24,False,2023-01-30 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:53:00,False,,,
166,6127,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:53:00,False,,,
4,6128,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:55:00,False,,,
77,6129,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:56:00,False,,,
90,6130,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:57:00,False,,,
1297,6131,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:58:00,False,,,
251,6132,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 21:59:00,False,,,
243,6133,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:00:00,False,,,
584,6134,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:01:00,False,,,
133,6135,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:03:00,False,,,
161,6136,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:04:00,False,,,
26,6137,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:05:00,False,,,
141,6138,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:06:00,False,,,
111,6139,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:07:00,False,,,
96,6140,24,False,2023-01-28 00:00:00,298,"Realizado reunião com pais e novos alunos que irão para a casa magica e alunos veteranos, para orientação de conduta e postura. ",,,,2023-01-30 22:08:00,False,,,
410,6141,33,False,2023-01-30 00:00:00,316,Genitora segue em acompanhamento,,,,2023-01-30 22:20:00,False,,,
148,6142,33,False,2023-02-09 00:00:00,316,Genitora inicia acompanhamento,,,,2023-02-09 21:33:00,False,,,
1145,6143,33,False,2023-02-09 00:00:00,316,Pai segue em acompanhamento,,,,2023-02-09 21:35:00,False,,,
1145,6144,33,False,2023-02-02 00:00:00,316,Pai segue em acompanhamento,,,,2023-02-09 21:35:00,False,,,
1146,6145,33,False,2023-02-09 00:00:00,316,Pai segue em atendimento,,,,2023-02-09 21:38:00,False,,,
1146,6146,33,False,2023-02-02 00:00:00,316,Pai segue em atendimento,,,,2023-02-09 21:38:00,False,,,
410,6147,33,False,2023-02-06 00:00:00,316,Genitora segue em acompanhamento,,,,2023-02-09 21:40:00,False,,,
410,6148,33,False,2023-02-13 00:00:00,316,Genitora segue em acompanhamento,,,,2023-02-09 21:40:00,False,,,
50,6149,33,False,2023-01-24 00:00:00,316,Williane segue em atendimento,,,,2023-02-09 21:41:00,False,,,
50,6150,33,False,2023-01-31 00:00:00,316,Williane segue em atendimento,,,,2023-02-09 21:42:00,False,,,
50,6151,33,False,2023-02-02 00:00:00,316,Williane segue em atendimento,,,,2023-02-09 21:42:00,False,,,
57,6152,33,False,2023-01-24 00:00:00,316,segue em atendimento individual,,,,2023-02-09 21:44:00,False,,,
442,6153,12,False,2023-02-13 00:00:00,15,Estuda em período integral mudamos da turma1G para1H,,,,2023-02-13 12:21:00,False,,,
247,6154,12,False,2023-02-13 00:00:00,15,Mudança da 3A para 3D devido a horário escolar.,,,,2023-02-13 17:09:00,False,,,
1177,6155,12,False,2023-02-13 00:00:00,15,Mudança de Turma da 3A para 3D devido a horário escolar,,,,2023-02-13 17:11:00,False,,,
1253,6156,12,False,2023-02-13 00:00:00,15,Mudança da Turma 3A para 3D devido a horário escolar ,,,,2023-02-13 17:14:00,False,,,
374,6157,12,False,2023-02-13 00:00:00,15,Mudança da turma 3A para 3D devido a horário escolar,,,,2023-02-13 17:27:00,False,,,
463,6158,12,False,2023-02-13 00:00:00,15,Mudança de turma da 3A para 3D devido a horário escolar,,,,2023-02-13 19:03:00,False,,,
622,6159,12,False,2023-02-13 00:00:00,15,Mudança de turma da 3K para 3L devido a horário escolar,,,,2023-02-13 19:14:00,False,,,
1293,6160,18,False,2023-02-14 00:00:00,298,Realizado contato com genitora para agendar atendimento com Victor.,,,,2023-02-14 09:25:00,False,,,
311,6161,20,False,2023-02-07 00:00:00,298,Segue em atendimento psico o observação equipe pedagógica.,,,,2023-02-14 09:27:00,False,,,
458,6162,21,False,2023-02-13 00:00:00,298,Marlene entra em contato pois Laiane esta muito deprimida e teve perda de peso acentuada.,,,,2023-02-14 09:54:00,False,,,
458,6163,20,False,2022-10-11 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:57:00,False,,,
458,6164,20,False,2022-10-25 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:57:00,False,,,
458,6165,20,False,2022-11-01 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:58:00,False,,,
458,6166,20,False,2022-11-15 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:58:00,False,,,
458,6167,20,False,2022-11-22 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:58:00,False,,,
458,6168,20,False,2022-11-29 00:00:00,298,Segue em atendimento psico e observação equipe pedagógica.,,,,2023-02-14 09:58:00,False,,,
1293,6169,33,False,2023-02-13 00:00:00,316,Genitores em acompanhamento,,,,2023-02-14 10:11:00,False,,,
1293,6170,33,False,2023-02-09 00:00:00,316,realizado anamnese com os genitores Genitores,,,,2023-02-14 10:12:00,False,,,
1122,6171,13,False,2023-02-14 00:00:00,313,Estuda em escola particular e terá muitas atividades esse ano então a família decidiu que é melhor deixar a vaga para outra criança ,,,,2023-02-14 11:24:00,False,,,
1121,6172,13,False,2023-02-14 00:00:00,313,Estuda em escola particular e terá muitas atividades esse ano então a família decidiu que é melhor deixar a vaga para outra criança ,,,,2023-02-14 11:26:00,False,,,
148,6173,33,False,2023-02-13 00:00:00,316,Genitora em acompanhamento ,,,,2023-02-14 11:44:00,False,,,
909,6174,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:07:00,False,,,
909,6175,30,False,2023-02-04 00:00:00,314,realizado atendimento social a família ,,,,2023-02-14 13:07:00,False,,,
322,6176,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:09:00,False,,,
322,6177,30,False,2023-02-04 00:00:00,314,realizado o atendimento social a família. ,,,,2023-02-14 13:10:00,False,,,
897,6178,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:11:00,False,,,
897,6179,30,False,2023-02-04 00:00:00,314,realizado atendimento social a família. ,,,,2023-02-14 13:12:00,False,,,
896,6180,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:12:00,False,,,
896,6181,30,False,2023-02-04 00:00:00,314,realizado atendimento social a família ,,,,2023-02-14 13:13:00,False,,,
319,6182,30,False,2023-02-14 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:23:00,False,,,
319,6183,30,False,2023-02-14 00:00:00,314,realizado atendimento social com a família ,,,,2023-02-14 13:25:00,False,,,
1103,6184,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:26:00,False,,,
1105,6185,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:39:00,False,,,
1105,6186,30,False,2023-02-04 00:00:00,314,realizado atendimento social a família. ,,,,2023-02-14 13:39:00,False,,,
1107,6187,30,False,2023-02-04 00:00:00,314,Realizada entrega de cesta de alimentos para a família. ,,,,2023-02-14 13:40:00,False,,,
1107,6188,30,False,2023-02-04 00:00:00,314,realizado atendimento social a família. ,,,,2023-02-14 13:40:00,False,,,
1059,6189,30,False,2023-02-13 00:00:00,314,Realizado atendimento a família. ,,,,2023-02-14 13:42:00,False,,,
321,6190,12,False,2023-02-14 00:00:00,313,"4N - 4H
Argentina - Ireland
Família mora no Filipinho",,,,2023-02-14 15:12:00,False,,,
357,6191,12,False,2023-02-14 00:00:00,313,"5B para 5L
Brazil para Qatar
Família mora no Cipó",,,,2023-02-14 17:27:00,False,,,
684,6192,12,False,2023-02-14 00:00:00,313,"Transferência
1G - 1J
Horário coincide com o horário escolar",,,,2023-02-14 18:49:00,False,,,
674,6193,12,False,2023-02-14 00:00:00,313,"2K - 2U
A mãe tem uma  criança pequena e não conseguiria buscar a filha muito tarde",,,,2023-02-14 18:55:00,False,,,
729,6194,12,False,2023-02-15 00:00:00,313,"ALFA O - ALFA M

Houve um erro no sistema escolar e ele ficou matriculado das 13h às 18h35, mas é possível que em breve corrijam e ele tenha que voltar para uma turma da tarde da Passos",,,,2023-02-15 11:09:00,False,,,
596,6195,12,False,2023-02-16 00:00:00,313,"Estuda até às 14h
1A para 1B",,,,2023-02-16 11:41:00,False,,,
879,6196,12,False,2023-02-16 00:00:00,313,"A2 Germany - A1 Egypt
A mãe da aluna solicitou pois segundo ela já havia conversado com o professor Marcio pois a filha tem muita dificuldade",,,,2023-02-16 12:29:00,False,,,
866,6197,12,False,2023-02-16 00:00:00,313,"1M - 1L
Mudou de turno na escola.",,,,2023-02-16 16:44:00,False,,,
1175,6198,12,False,2023-02-16 00:00:00,313,"Mudou de  turno na escola.
5L para 5C
Mexico para Argentina",,,,2023-02-16 17:02:00,False,,,
714,6199,13,False,2023-02-16 00:00:00,313,"Os horários não atendem  a necessidade da família.
Só temo uma turma da fase 1 no Filipinho manhã e a mãe acha que as aulas terminam muito tarde. Tentamos mantê-la na Alfa e a mãe acha o horário muito cedo pois toma remédios e não consegue acordar.",,,,2023-02-16 17:44:00,False,,,
417,6200,13,False,2023-02-16 00:00:00,313,O horário da única turma disponível da fase não atende a agenda da família e se mantivéssemos o aluno na fase anterior o problema seria o mesmo. Ele tem psicólogo toda 6a feira e a  mãe também acha os horários muito cedo e ela teria dificuldade para acordar pois toma remédios.,,,,2023-02-16 17:52:00,False,,,
274,6201,33,False,2023-02-17 00:00:00,316,Genitora segue em atendimento psicológico,,,,2023-02-17 11:51:00,False,,,
792,6202,8,True,2023-02-17 00:00:00,313,A matrícula do aluno foi concretizada sem a apresentação da folha resumo do cadastro único. A mãe já foi comunicada da necessidade do envio do documento,,,,2023-02-17 18:46:00,False,,,
789,6203,12,False,2023-02-18 00:00:00,313,"4L - 4N
Horário escolar das 14h ás 21h",,,,2023-02-18 17:09:00,False,,,
978,6204,12,False,2023-02-18 00:00:00,313,"ALFA I - ALFA J
Aluna estuda de manhã e precisa estudar a tarde",,,,2023-02-18 18:08:00,False,,,
862,6205,12,False,2023-02-18 00:00:00,313,"ALFA O - ALFA L
Estuda de manhã e o horário da Alfa O é muito tarde",,,,2023-02-18 18:23:00,False,,,
1445,6206,13,False,2023-02-19 00:00:00,313,Aluno duplicado. Foi feita pré-matrícula com o nome Pedro Oliveira Nunes e a matrícula como Pedro Henrique Oliveira Nunes,,,,2023-02-19 18:36:00,False,,,
1324,6207,13,False,2023-02-19 00:00:00,313,"Duplicidade. Aluna foi pré-matriculada com o nome Maria Aparecida Mariano da Silva e foi matriculada como Mariana, que é o correto",,,,2023-02-19 19:51:00,False,,,
832,6208,12,False,2023-02-20 00:00:00,313,"4G - 4F
Os horários da 4F são melhores para a rotina dela que é bolsista ",,,,2023-02-20 17:07:00,False,,,
379,6209,12,False,2023-02-20 00:00:00,313,"2G - 2H
Mora longe e não consegue chegar no horário",,,,2023-02-20 17:46:00,False,,,
944,6210,12,False,2023-02-20 00:00:00,313,"ALFA V - ALFA F
Não dá tempo de chegar na aula",,,,2023-02-20 17:52:00,False,,,
1532,6211,12,False,2023-02-22 00:00:00,313,"Alfa L - Alfa U
Aluno estuda no período da tarde",,,,2023-02-22 15:18:00,False,,,
796,6212,12,False,2023-02-22 00:00:00,15,Mudança da Turma 3C para 3B devido troca de escola,,,,2023-02-22 15:37:00,False,,,
1443,6213,12,False,2023-02-22 00:00:00,313,"2A - 2C
Ela leva e traz a filha e a sobrinha. Ambas estando na mesma turma facilita muito",,,,2023-02-22 17:13:00,False,,,
861,6214,12,False,2023-02-22 00:00:00,313,"Alfa O - Alfa L
Aluna estuda de manhã e os horários da Alfa O são muito tarde para ela",,,,2023-02-22 18:17:00,False,,,
93,6215,26,False,2023-02-18 00:00:00,298,Segue em atendimento psico.,,,,2023-02-22 21:01:00,False,,,
976,6216,30,False,2023-02-06 00:00:00,314,realizado atendimento social a família. ,,,,2023-02-23 13:25:00,False,,,
974,6217,30,False,2023-02-06 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 13:26:00,False,,,
282,6218,30,False,2023-02-08 00:00:00,314,Realizado atendimento social a familia,,,,2023-02-23 13:29:00,False,,,
282,6219,30,False,2023-02-11 00:00:00,314,Realizada entrega de cesta de alimentos. ,,,,2023-02-23 13:30:00,False,,,
979,6220,30,False,2023-02-15 00:00:00,314,realizado atendimento a família. ,,,,2023-02-23 13:57:00,False,,,
598,6221,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 14:01:00,False,,,
11,6222,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 14:01:00,False,,,
458,6223,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 14:02:00,False,,,
28,6224,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 14:03:00,False,,,
960,6225,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 14:09:00,False,,,
271,6226,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 15:47:00,False,,,
366,6227,30,False,2023-02-23 00:00:00,314,Realizado atendimento social a família. ,,,,2023-02-23 15:48:00,False,,,
1426,6228,13,False,2023-02-23 00:00:00,313,"Não compareceu e nem fez contato
Utilizei a vaga para evitar a desativação de um aluno em virtude do horário escolar
",,,,2023-02-23 16:45:00,False,,,
864,6229,12,False,2023-02-23 00:00:00,313,"2G - 2C
Mudou de escola e a turma anterior não atendia mais o horário.",,,,2023-02-23 16:48:00,False,,,
95,6230,11,False,2023-02-24 00:00:00,313,"A aluna já era da fase 6 em 2022 porém solicitou mudança para a turma 5C em virtude do horário e agora retornamremos para a fase 6, conforme acordado com os professores.",,,,2023-02-24 10:54:00,False,,,
74,6231,33,False,2023-02-24 00:00:00,316,Universitaria segue em atendimento. ,,,,2023-02-24 13:43:00,False,,,
74,6232,33,False,2023-02-17 00:00:00,316,Universitaria segue em atendimento. ,,,,2023-02-24 13:43:00,False,,,
74,6233,33,False,2023-02-03 00:00:00,316,Universitaria segue em atendimento. ,,,,2023-02-24 13:44:00,False,,,
50,6234,33,False,2023-02-10 00:00:00,316,Segue em atendimento,,,,2023-02-24 13:44:00,False,,,
50,6235,33,False,2023-02-17 00:00:00,316,Segue em atendimento,,,,2023-02-24 13:45:00,False,,,
50,6236,33,False,2023-02-24 00:00:00,316,Segue em atendimento,,,,2023-02-24 13:45:00,False,,,
987,6237,12,False,2023-02-24 00:00:00,313,"3M - 3K
Horário conflitava com  outro curso que faz ",,,,2023-02-24 14:30:00,False,,,
421,6238,13,False,2023-02-24 00:00:00,15,Aluna ganhou bolsa em escola particular e a família decidiu que ela deverá se dedicar apenas a escola.,,,,2023-02-24 17:00:00,False,,,
1206,6239,13,False,2023-02-24 00:00:00,313,Está fazendo outro curso e não conseguirá fazer as aulas da Passos.,,,,2023-02-24 17:05:00,False,,,
395,6240,12,False,2023-02-24 00:00:00,313,"2G - 2I
Estuda de tarde",,,,2023-02-24 17:29:00,False,,,
1255,6241,13,False,2023-02-24 00:00:00,15,"Aluna estuda em 2 períodos e não foi possível conciliar com os horários da Passos.
A mãe informou que ela irá retornar quando ficar um pouco mais velha.",,,,2023-02-24 18:29:00,False,,,
