IdAluno,DataOcorrencia,IdTurma,IdSituacaoAlunoTurma,IdFaseNotaInicial,IdUsuario
189,2022-06-09 17:53:31.450000,445,14.0,,313
189,2022-06-09 17:53:48.173000,224,14.0,,313
189,2022-06-09 17:54:06.667000,169,14.0,,313
190,2021-08-09 16:59:29.627000,11,1.0,,14
190,2021-10-28 14:40:33.643000,144,1.0,,15
190,2021-12-28 15:12:39.253000,11,9.0,,15
190,2021-12-28 15:14:03.260000,144,9.0,,15
191,2021-08-09 17:04:00.997000,104,1.0,,16
191,2021-12-28 15:25:47.010000,104,9.0,,15
191,2022-01-19 16:20:15.767000,247,1.0,,16
191,2022-03-16 17:26:46.797000,431,1.0,,15
191,2022-03-16 17:32:32.727000,213,1.0,,15
191,2022-03-29 16:31:24.257000,213,,,16
191,2022-04-05 18:23:26.243000,444,1.0,,16
191,2023-01-30 16:02:06.427000,247,9.0,,15
191,2023-01-30 16:31:08.307000,431,9.0,,15
191,2023-01-30 16:43:11.647000,444,9.0,,15
191,2023-02-06 10:22:31.633000,485,1.0,,15
191,2024-01-16 14:25:05.810000,485,9.0,,15
191,2024-01-24 18:44:09.857000,715,1.0,,297
191,2024-01-24 18:45:02.687000,694,1.0,,297
191,2024-03-14 19:44:11.220000,758,1.0,,15
191,2024-04-29 11:28:01.503000,715,19.0,,313
191,2024-04-29 11:28:31.470000,740,1.0,,313
192,2021-08-09 17:08:52.007000,11,1.0,,14
192,2021-10-28 14:40:29.827000,144,1.0,,15
192,2021-12-28 15:12:31.020000,11,9.0,,15
192,2021-12-28 15:14:00.413000,144,9.0,,15
192,2022-01-20 16:47:31.307000,169,1.0,,16
192,2022-03-16 17:18:54.047000,224,1.0,,15
192,2022-04-05 18:26:40.990000,445,1.0,,16
192,2022-07-28 17:46:27.937000,183,1.0,,313
192,2022-07-28 17:46:32.617000,169,,,313
192,2022-09-02 15:32:04.167000,170,1.0,,313
192,2022-09-02 15:32:15.443000,183,,,313
192,2023-01-30 15:59:45.690000,170,9.0,,15
192,2023-01-30 16:23:07.487000,224,9.0,,15
192,2023-01-30 16:46:09.880000,445,9.0,,15
192,2023-02-08 11:01:38.013000,487,1.0,,15
192,2023-02-10 17:02:01.300000,531,1.0,,15
192,2023-03-23 12:19:20.707000,608,1.0,,15
192,2024-01-16 14:25:54.017000,487,9.0,,15
192,2024-01-16 14:30:16.123000,531,9.0,,15
192,2024-01-25 18:33:31.403000,716,1.0,,15
192,2024-01-25 18:34:06.100000,709,1.0,,15
192,2024-02-27 17:17:42.043000,608,22.0,,15
192,2024-02-27 17:47:28.650000,716,,,313
192,2024-02-27 17:47:30.477000,658,1.0,,313
192,2024-02-27 17:47:50.683000,709,,,313
192,2024-02-27 17:47:54.607000,697,1.0,,313
192,2024-03-11 10:59:30.230000,658,,,313
192,2024-03-11 10:59:32.273000,740,1.0,,313
192,2024-03-11 10:59:55.673000,697,,,313
192,2024-03-11 10:59:59.537000,725,1.0,,313
192,2024-03-14 19:49:51.797000,756,1.0,,15
192,2024-05-09 14:23:29.197000,756,14.0,,313
192,2024-06-17 18:57:36.143000,740,14.0,,313
192,2024-06-17 18:57:57.070000,725,14.0,,313
193,2021-08-09 17:13:27.173000,104,1.0,,16
193,2021-12-28 15:25:47.613000,104,9.0,,15
193,2022-02-21 14:11:52.603000,194,1.0,,15
193,2022-02-25 22:20:17.590000,277,1.0,,293
193,2022-03-21 16:42:07.757000,433,1.0,,16
193,2022-03-29 16:29:01.763000,433,,,16
193,2022-03-29 17:19:32.997000,433,1.0,,16
193,2022-03-29 17:52:18.530000,442,1.0,,16
193,2023-01-28 13:59:38.573000,503,1.0,,297
193,2023-01-30 16:04:51.747000,194,9.0,,15
193,2023-01-30 16:32:57.553000,433,9.0,,15
193,2023-01-30 16:39:56.510000,442,9.0,,15
193,2023-01-30 16:50:35.560000,277,9.0,,15
193,2023-02-10 11:36:30.747000,593,1.0,,15
193,2023-04-04 16:33:48.553000,610,1.0,,15
193,2024-01-16 14:18:35.563000,610,9.0,,15
193,2024-01-16 14:26:59.120000,503,9.0,,15
193,2024-01-16 14:31:34.657000,593,9.0,,15
193,2024-01-25 17:17:48.703000,717,1.0,,297
193,2024-01-25 17:19:14.980000,692,1.0,,297
193,2024-02-02 08:17:53.073000,692,,,15
193,2024-02-02 08:17:56.790000,692,1.0,,15
193,2024-02-07 17:50:14.417000,717,,,15
193,2024-02-07 17:50:17.407000,718,1.0,,15
193,2024-02-07 17:51:08.433000,692,,,15
193,2024-02-07 17:51:12.583000,742,1.0,,15
194,2021-08-09 17:20:00.313000,63,1.0,,14
194,2021-10-28 14:47:24.967000,144,1.0,,15
194,2021-11-08 19:00:31.180000,63,,,16
194,2021-11-08 19:00:32.633000,78,1.0,,16
194,2021-12-28 15:13:29.330000,78,9.0,,15
194,2021-12-28 15:14:05.477000,144,9.0,,15
194,2022-01-20 15:56:56.997000,187,1.0,,15
194,2022-02-24 21:48:20.033000,424,1.0,,293
194,2022-03-21 16:29:58.773000,216,1.0,,16
194,2022-03-21 17:04:52.910000,213,1.0,,16
194,2022-03-29 16:27:39.393000,216,,,16
194,2022-03-29 16:31:30.833000,213,,,16
194,2022-03-29 17:17:54.827000,216,1.0,,16
194,2022-03-29 17:50:05.057000,441,1.0,,16
194,2022-08-16 16:53:31.743000,216,14.0,,313
194,2022-08-16 16:53:58.103000,441,14.0,,313
194,2022-08-16 16:54:16.477000,187,14.0,,313
194,2022-08-16 16:54:34.340000,424,14.0,,313
195,2021-08-09 17:21:28.757000,104,1.0,,16
195,2021-12-28 15:25:48.480000,104,9.0,,15
195,2022-01-19 15:28:46.140000,183,1.0,,16
195,2022-03-16 17:20:09.763000,224,1.0,,15
195,2022-04-05 18:27:31.183000,445,1.0,,16
195,2023-01-30 16:02:00.373000,183,9.0,,15
195,2023-01-30 16:22:38.540000,224,9.0,,15
195,2023-01-30 16:45:28.070000,445,9.0,,15
196,2021-08-09 17:24:43.963000,63,1.0,,14
196,2021-10-28 14:47:41.090000,144,1.0,,15
196,2021-12-28 15:12:48.373000,63,9.0,,15
196,2021-12-28 15:14:20.510000,144,9.0,,15
196,2022-01-20 16:54:34.013000,170,1.0,,15
196,2022-03-10 15:20:59.893000,169,1.0,,16
196,2022-03-10 15:21:01.883000,170,,,16
196,2022-03-16 17:18:27.780000,224,1.0,,15
196,2022-04-05 18:26:24.097000,445,1.0,,16
196,2023-01-30 15:59:19.590000,169,9.0,,15
196,2023-01-30 16:22:16.767000,224,9.0,,15
196,2023-01-30 16:44:57.050000,445,9.0,,15
196,2023-02-01 17:39:33.137000,477,1.0,,15
196,2023-06-19 14:54:27.120000,477,14.0,,313
197,2021-08-09 17:29:29.677000,63,1.0,,14
197,2021-10-28 14:47:42.193000,144,1.0,,15
197,2021-12-28 15:12:49.117000,63,9.0,,15
197,2021-12-28 15:14:22.277000,144,9.0,,15
197,2022-02-03 15:14:24.233000,186,1.0,,293
197,2022-02-04 16:29:23.693000,185,1.0,,16
197,2022-02-04 16:29:26.963000,186,,,16
197,2022-02-16 19:35:44.230000,185,,,16
197,2022-02-16 19:35:47.433000,416,1.0,,16
197,2022-03-02 10:53:26.150000,423,1.0,,293
197,2022-03-21 16:39:46.813000,433,1.0,,16
197,2022-03-29 16:28:22.627000,433,,,16
197,2022-03-29 17:18:13.650000,433,1.0,,16
197,2022-03-29 17:50:40.087000,442,1.0,,16
197,2022-06-09 18:57:24.693000,433,14.0,,313
197,2022-06-09 18:57:40.740000,442,14.0,,313
197,2022-06-09 18:57:56.900000,416,14.0,,313
197,2022-06-09 18:58:15.037000,423,14.0,,313
198,2021-08-09 17:34:07.733000,104,1.0,,16
198,2021-12-28 15:25:51.803000,104,9.0,,15
199,2021-08-09 17:41:33.687000,63,1.0,,14
199,2021-10-28 14:47:44.447000,144,1.0,,15
199,2021-12-28 15:12:54.313000,63,9.0,,15
199,2021-12-28 15:14:24.083000,144,9.0,,15
199,2022-01-20 18:31:45.443000,186,1.0,,15
199,2022-02-24 20:12:13.670000,273,1.0,,293
199,2022-03-21 16:39:30.297000,433,1.0,,16
199,2022-03-29 16:28:12.313000,433,,,16
199,2022-03-29 17:17:20.290000,433,1.0,,16
199,2022-03-29 17:49:41.703000,442,1.0,,16
199,2023-01-28 12:16:17.123000,501,1.0,,297
199,2023-01-30 16:03:38.490000,186,9.0,,15
199,2023-01-30 16:32:53.840000,433,9.0,,15
199,2023-01-30 16:39:48.650000,442,9.0,,15
199,2023-01-30 16:50:07.540000,273,9.0,,15
199,2023-02-09 15:43:22.577000,530,1.0,,15
199,2023-03-23 12:27:07.387000,608,1.0,,15
199,2024-01-16 14:26:49.467000,501,9.0,,15
199,2024-01-16 14:30:10.100000,530,9.0,,15
199,2024-01-18 15:42:26.617000,729,1.0,,15
199,2024-01-18 15:42:57.397000,709,1.0,,15
199,2024-02-27 17:20:05.317000,608,12.0,,15
200,2021-08-09 17:39:46.057000,104,1.0,,16
200,2021-12-28 15:25:53.437000,104,9.0,,15
200,2022-01-19 14:57:09.220000,183,1.0,,15
200,2022-03-16 17:20:12.593000,224,1.0,,15
200,2022-04-05 18:27:31.427000,445,1.0,,16
200,2022-04-28 17:56:12.573000,183,14.0,,15
200,2022-04-28 17:56:44.987000,224,14.0,,15
200,2022-04-28 17:57:18.277000,445,14.0,,15
201,2021-08-09 17:50:22.950000,63,1.0,,14
201,2021-10-28 14:47:45.563000,144,1.0,,15
201,2021-12-28 15:12:55.873000,63,9.0,,15
201,2021-12-28 15:14:26.267000,144,9.0,,15
201,2022-01-20 14:53:07.703000,186,1.0,,15
201,2022-02-24 20:16:17.720000,273,1.0,,293
201,2022-03-21 16:39:36.713000,433,1.0,,16
201,2022-03-29 16:28:14.187000,433,,,16
201,2022-03-29 17:17:25.210000,433,1.0,,16
201,2022-03-29 17:49:45.063000,442,1.0,,16
201,2023-01-28 12:17:12.443000,501,1.0,,297
201,2023-01-30 16:03:41.340000,186,9.0,,15
201,2023-01-30 16:33:18.043000,433,9.0,,15
201,2023-01-30 16:40:19.917000,442,9.0,,15
201,2023-01-30 16:50:10.913000,273,9.0,,15
201,2023-02-09 15:44:11.923000,530,1.0,,15
201,2023-03-23 12:27:54.407000,608,1.0,,15
201,2023-06-09 10:56:38.930000,530,,,313
201,2023-06-09 10:56:40.013000,531,1.0,,313
201,2024-01-16 14:26:51.113000,501,9.0,,15
201,2024-01-16 14:30:14.157000,531,9.0,,15
201,2024-01-16 16:11:19.717000,729,1.0,,15
201,2024-01-16 16:12:24.370000,709,1.0,,15
201,2024-02-27 17:20:07.163000,608,12.0,,15
202,2021-08-10 12:40:14.560000,63,1.0,,14
202,2021-10-28 14:47:46.683000,144,1.0,,15
202,2021-12-28 15:12:58.203000,63,9.0,,15
202,2021-12-28 15:14:30.073000,144,9.0,,15
202,2022-01-20 16:48:13.387000,186,1.0,,15
202,2022-02-24 20:26:30.763000,274,1.0,,293
202,2022-03-21 16:39:37.070000,433,1.0,,16
202,2022-03-29 16:28:14.780000,433,,,16
202,2022-03-29 17:17:25.593000,433,1.0,,16
202,2022-03-29 17:49:47.917000,442,1.0,,16
202,2022-08-15 19:09:35.437000,273,1.0,,313
202,2022-08-15 19:09:37.693000,274,,,313
202,2023-01-28 12:18:40.807000,501,1.0,,297
202,2023-01-30 16:03:41.580000,186,9.0,,15
202,2023-01-30 16:33:21.667000,433,9.0,,15
202,2023-01-30 16:40:27.783000,442,9.0,,15
202,2023-01-30 16:50:11.147000,273,9.0,,15
202,2023-02-09 15:44:59.527000,530,1.0,,15
202,2024-01-16 14:26:51.223000,501,9.0,,15
202,2024-01-16 14:30:10.410000,530,9.0,,15
202,2024-01-22 12:05:54.450000,729,1.0,,15
202,2024-01-22 12:06:25.900000,709,1.0,,15
203,2021-08-10 12:46:22.833000,63,1.0,,14
203,2021-10-28 14:47:50.713000,144,1.0,,15
203,2021-12-28 15:13:06.787000,63,9.0,,15
203,2021-12-28 15:14:44.057000,144,9.0,,15
203,2022-01-20 17:03:48.003000,170,1.0,,15
203,2022-03-16 17:19:28.633000,224,1.0,,15
203,2022-04-05 18:27:04.603000,445,1.0,,16
203,2022-10-23 19:28:54.990000,445,14.0,,313
203,2022-10-23 19:29:11.580000,224,14.0,,313
203,2022-10-23 19:29:27.517000,170,14.0,,313
204,2021-08-10 12:53:43.377000,63,1.0,,14
204,2021-10-28 14:47:43.260000,144,1.0,,15
204,2021-12-28 15:12:53.290000,63,9.0,,15
204,2021-12-28 15:14:23.167000,144,9.0,,15
204,2022-01-20 17:12:52.953000,186,1.0,,16
204,2022-02-24 20:10:46.230000,273,1.0,,293
204,2022-03-21 16:39:30.027000,433,1.0,,16
204,2022-03-29 16:28:11.770000,433,,,16
204,2022-03-29 17:17:20.023000,433,1.0,,16
204,2022-03-29 17:49:41.377000,442,1.0,,16
204,2022-04-14 19:05:57.313000,186,,,16
204,2022-04-14 19:06:01.970000,185,1.0,,16
204,2022-05-13 17:21:15.070000,303,1.0,,313
204,2022-05-13 17:21:19.153000,273,,,313
204,2023-01-28 12:03:12.087000,501,1.0,,297
204,2023-01-30 16:03:19.047000,185,9.0,,15
204,2023-01-30 16:32:47.523000,433,9.0,,15
204,2023-01-30 16:39:40.480000,442,9.0,,15
204,2023-01-30 16:51:59.340000,303,9.0,,15
204,2023-02-09 14:59:16.407000,590,1.0,,15
204,2023-04-04 16:28:18.613000,610,1.0,,15
204,2023-04-10 14:30:26.717000,611,1.0,,15
204,2024-01-16 14:18:34.047000,610,9.0,,15
204,2024-01-16 14:26:48.597000,501,9.0,,15
204,2024-01-16 14:31:19.303000,590,9.0,,15
204,2024-01-16 14:36:07.797000,611,9.0,,15
204,2024-01-18 15:40:27.217000,654,1.0,,15
204,2024-01-18 15:41:07.650000,724,1.0,,15
204,2024-01-25 16:01:42.480000,654,,,15
204,2024-01-25 16:01:45.863000,657,1.0,,15
205,2021-08-10 13:00:29.300000,63,1.0,,14
205,2021-10-28 14:47:49.623000,144,1.0,,15
205,2021-12-28 15:13:05.503000,63,9.0,,15
205,2021-12-28 15:14:40.413000,144,9.0,,15
205,2022-02-02 14:38:09.723000,170,1.0,,293
205,2022-03-16 17:19:28.390000,224,1.0,,15
205,2022-04-05 18:27:02.450000,445,1.0,,16
205,2022-05-23 19:35:32.203000,172,1.0,,313
205,2022-05-23 19:35:34.920000,170,,,313
205,2022-05-23 19:37:16.210000,445,,,313
205,2022-05-23 19:37:19.037000,444,1.0,,313
205,2022-05-23 19:37:40.530000,224,,,313
205,2022-05-23 19:37:42.710000,431,1.0,,313
205,2022-06-20 14:35:35.563000,445,1.0,,313
205,2022-06-20 14:35:36.370000,444,,,313
205,2022-06-20 14:36:06.390000,431,,,313
205,2022-06-20 14:36:06.957000,224,1.0,,313
205,2022-06-20 14:36:34.083000,170,1.0,,313
205,2022-06-20 14:36:35.210000,172,,,313
205,2023-01-30 15:59:56.583000,170,9.0,,15
205,2023-01-30 16:23:22.547000,224,9.0,,15
205,2023-01-30 16:46:29.407000,445,9.0,,15
205,2023-02-06 10:07:04.860000,489,1.0,,15
205,2023-02-10 17:04:11.210000,531,1.0,,15
205,2023-03-14 17:47:19.933000,531,,,15
205,2023-03-14 17:47:21.413000,601,1.0,,15
205,2023-03-15 15:33:59.350000,601,,,15
205,2023-03-15 15:34:02.053000,558,1.0,,15
205,2023-09-06 14:01:19.310000,489,14.0,,313
205,2023-09-06 14:01:41.370000,558,14.0,,313
206,2021-08-10 13:13:35.983000,63,1.0,,14
206,2021-08-25 18:58:01.723000,63,,,15
206,2021-08-25 18:58:51.407000,69,1.0,,15
206,2021-12-28 15:12:45.350000,69,9.0,,15
206,2022-01-20 17:24:10.730000,257,1.0,,15
206,2022-03-15 18:11:34.013000,223,1.0,,15
206,2022-04-05 18:05:12.797000,214,1.0,,16
206,2023-01-28 10:04:18.873000,478,1.0,,297
206,2023-01-30 15:35:34.740000,257,9.0,,15
206,2023-01-30 16:14:09.110000,214,9.0,,15
206,2023-01-30 16:19:43.930000,223,9.0,,15
206,2024-01-16 14:24:40.043000,478,9.0,,15
206,2024-01-25 14:56:03.057000,645,1.0,,297
206,2024-01-25 14:57:38.303000,722,1.0,,297
207,2021-08-10 14:59:16.607000,63,1.0,,14
207,2021-10-28 14:47:48.660000,144,1.0,,15
207,2021-12-28 15:13:03.100000,63,9.0,,15
207,2021-12-28 15:14:37.913000,144,9.0,,15
207,2022-01-20 18:00:57.523000,186,1.0,,16
207,2022-02-24 20:38:50.760000,274,1.0,,293
207,2022-03-21 16:39:43.503000,433,1.0,,16
207,2022-03-29 16:28:20.830000,433,,,16
207,2022-03-29 17:17:46.247000,433,1.0,,16
207,2022-03-29 17:50:01.517000,442,1.0,,16
207,2022-04-04 19:35:05.740000,186,,,16
207,2022-04-04 19:35:07.050000,185,1.0,,16
207,2022-08-11 10:54:56.607000,273,1.0,,313
207,2022-08-11 10:54:56.853000,274,,,313
207,2023-01-28 12:10:05.030000,486,1.0,,297
207,2023-01-30 16:03:34.010000,185,9.0,,15
207,2023-01-30 16:33:57.263000,433,9.0,,15
207,2023-01-30 16:41:07.090000,442,9.0,,15
207,2023-01-30 16:50:14.217000,273,9.0,,15
207,2023-02-09 15:39:11.370000,545,1.0,,15
207,2023-03-14 17:53:48.757000,545,,,15
207,2023-03-14 17:53:51.543000,531,1.0,,15
207,2023-04-04 21:50:11.550000,486,14.0,,313
207,2023-04-04 21:50:33.193000,531,14.0,,313
208,2021-08-10 15:09:30.030000,63,1.0,,14
208,2021-10-19 15:13:22.490000,78,1.0,,16
208,2021-10-19 15:13:24.380000,63,,,16
208,2021-10-19 15:13:47.917000,78,,,16
208,2021-10-19 15:15:04.617000,78,1.0,,16
208,2021-12-28 15:13:28.777000,78,9.0,,15
208,2022-01-20 12:50:39.013000,187,1.0,,16
208,2022-02-24 21:49:40.467000,424,1.0,,293
208,2022-03-21 16:30:01.547000,216,1.0,,16
208,2022-03-21 17:04:56.023000,213,1.0,,16
208,2022-03-29 16:27:40.007000,216,,,16
208,2022-03-29 16:31:31.563000,213,,,16
208,2022-03-29 17:17:57.270000,216,1.0,,16
208,2022-03-29 17:50:07.380000,441,1.0,,16
208,2022-04-18 17:42:30.920000,448,1.0,,313
208,2022-12-12 14:51:19.823000,424,9.0,,299
208,2023-01-12 12:12:16.047000,424,1.0,,299
208,2023-01-30 16:03:51.367000,187,9.0,,15
208,2023-01-30 16:17:00.037000,216,9.0,,15
208,2023-01-30 16:37:58.187000,441,9.0,,15
208,2023-01-30 16:47:20.030000,448,9.0,,15
208,2023-01-30 16:52:18.943000,424,9.0,,15
209,2021-08-10 16:45:47.667000,104,1.0,,16
209,2021-12-28 15:25:59.120000,104,9.0,,15
209,2022-01-21 15:09:21.460000,183,1.0,,15
209,2022-02-25 17:07:58.350000,183,,,16
209,2022-02-25 17:08:01.367000,415,1.0,,16
209,2022-03-16 17:20:22.327000,224,1.0,,15
209,2022-04-05 18:27:39.620000,445,1.0,,16
209,2022-05-27 17:26:12.133000,415,19.0,,313
209,2022-05-27 17:28:19.987000,256,1.0,,313
209,2022-05-27 17:28:51.430000,445,,,313
209,2022-05-27 17:28:51.527000,441,1.0,,313
209,2022-05-27 17:29:27.057000,224,19.0,,313
209,2022-05-27 17:30:30.837000,216,1.0,,313
209,2022-05-27 17:31:34.990000,281,1.0,,313
209,2022-05-27 18:11:28.940000,281,,,313
209,2022-05-27 18:11:31.850000,277,1.0,,313
209,2022-08-17 13:36:23.483000,455,1.0,,15
209,2022-12-27 17:53:51.317000,415,1.0,,299
209,2022-12-27 19:07:43.283000,415,19.0,,15
209,2023-01-30 16:05:16.063000,256,9.0,,15
209,2023-01-30 16:17:55.117000,216,9.0,,15
209,2023-01-30 16:38:45.687000,441,9.0,,15
209,2023-01-30 16:48:50.600000,455,9.0,,15
209,2023-01-30 16:50:38.830000,277,9.0,,15
209,2023-02-06 10:43:19.263000,523,1.0,,15
209,2023-02-10 10:54:56.297000,507,1.0,,15
209,2023-03-15 15:08:18.913000,507,,,15
209,2023-03-15 15:08:21.793000,545,1.0,,15
209,2023-03-24 13:45:37.990000,607,1.0,,15
209,2023-06-15 15:12:07.977000,523,14.0,,313
209,2023-06-15 15:12:35.163000,545,14.0,,313
209,2023-06-15 15:13:21.897000,607,14.0,,313
210,2021-08-10 16:56:52.593000,104,1.0,,16
210,2021-12-28 15:25:59.693000,104,9.0,,15
210,2022-01-21 15:05:33.053000,183,1.0,,15
210,2022-02-25 17:07:32.870000,183,,,16
210,2022-02-25 17:07:33.493000,415,1.0,,16
210,2022-03-16 17:20:23.163000,224,1.0,,15
210,2022-04-05 18:27:39.940000,445,1.0,,16
210,2022-05-27 17:16:37.997000,415,19.0,,313
210,2022-05-27 17:17:50.250000,256,1.0,,313
210,2022-05-27 17:18:25.480000,445,,,313
210,2022-05-27 17:18:25.740000,441,1.0,,313
210,2022-05-27 17:20:42.910000,224,19.0,,313
210,2022-05-27 17:21:51.627000,216,1.0,,313
210,2022-05-27 17:23:21.977000,281,1.0,,313
210,2022-05-27 18:10:49.403000,281,,,313
210,2022-05-27 18:10:50.023000,277,1.0,,313
210,2022-08-17 13:37:16.960000,455,1.0,,15
210,2022-12-27 17:53:51.417000,415,1.0,,299
210,2022-12-27 19:08:34.617000,415,19.0,,15
210,2023-01-30 16:05:16.383000,256,9.0,,15
210,2023-01-30 16:17:55.790000,216,9.0,,15
210,2023-01-30 16:38:47.697000,441,9.0,,15
210,2023-01-30 16:48:52,455,9.0,,15
210,2023-01-30 16:50:39.110000,277,9.0,,15
210,2023-02-06 10:44:10.457000,523,1.0,,15
210,2023-02-10 10:55:31.003000,507,1.0,,15
210,2023-03-15 15:07:54.183000,507,,,15
210,2023-03-15 15:07:57.030000,545,1.0,,15
210,2023-03-24 13:46:30.647000,607,1.0,,15
210,2023-06-15 15:14:32.407000,607,14.0,,313
210,2023-06-15 15:14:54.197000,523,14.0,,313
210,2023-06-15 15:15:19.690000,545,14.0,,313
211,2021-08-10 17:08:15.887000,104,1.0,,16
211,2021-12-28 15:26:03.233000,104,9.0,,15
211,2022-01-19 11:25:36.847000,247,1.0,,15
211,2022-03-16 17:26:51.973000,431,1.0,,15
211,2022-03-16 17:32:38.663000,213,1.0,,15
211,2022-03-29 16:31:26.780000,213,,,16
211,2022-04-05 18:23:32.253000,444,1.0,,16
211,2023-01-30 16:02:15.400000,247,9.0,,15
211,2023-01-30 16:32:19.183000,431,9.0,,15
211,2023-01-30 16:44:16.657000,444,9.0,,15
211,2023-02-06 10:35:28.250000,485,1.0,,15
211,2023-08-07 10:37:37.433000,485,19.0,,313
211,2023-08-07 10:46:10.030000,554,1.0,,313
211,2023-08-07 10:47:19.943000,542,1.0,,313
211,2023-08-23 10:05:46.523000,612,1.0,,313
211,2024-01-16 14:26:18.977000,554,9.0,,15
211,2024-01-16 14:30:52.890000,542,9.0,,15
211,2024-01-26 16:00:32.433000,719,1.0,,15
211,2024-01-26 16:01:17.553000,695,1.0,,15
211,2024-02-27 17:07:58.623000,612,12.0,,15
212,2021-08-10 17:14:05.893000,104,1.0,,16
212,2021-12-28 15:26:09.930000,104,9.0,,15
212,2022-01-19 15:09:00.437000,183,1.0,,16
212,2022-03-16 17:20:15.550000,224,1.0,,15
212,2022-04-05 18:27:31.687000,445,1.0,,16
212,2022-08-24 19:19:01.190000,445,14.0,,313
212,2022-08-24 19:19:18.240000,224,14.0,,313
212,2022-08-24 19:19:36.780000,183,14.0,,313
213,2021-08-10 17:26:04.977000,99,1.0,,14
213,2021-12-28 15:25:23.913000,99,9.0,,15
213,2022-01-20 16:43:26.233000,203,1.0,,16
213,2022-01-25 19:17:42.230000,203,,,15
213,2022-01-25 19:17:43.530000,266,1.0,,15
213,2022-03-04 14:26:13.737000,425,1.0,,293
213,2022-03-29 17:36:17.937000,443,1.0,,16
213,2022-03-29 17:57:27.363000,213,1.0,,16
213,2022-05-13 16:55:34.963000,425,,,313
213,2022-05-13 16:55:35.030000,303,1.0,,313
213,2023-01-28 14:39:55.907000,500,1.0,,297
213,2023-01-30 16:07:21.163000,266,9.0,,15
213,2023-01-30 16:13:56.143000,213,9.0,,15
213,2023-01-30 16:42:40.897000,443,9.0,,15
213,2023-01-30 16:52:05.380000,303,9.0,,15
213,2023-02-10 15:25:31.767000,534,1.0,,15
213,2023-10-13 09:56:45.020000,534,,,313
213,2023-10-13 09:56:47.503000,538,1.0,,313
213,2024-01-16 14:27:39.010000,500,9.0,,15
213,2024-01-16 14:30:44.187000,538,9.0,,15
213,2024-02-02 15:50:03.157000,654,1.0,,15
213,2024-02-02 15:50:41.707000,724,1.0,,15
213,2024-03-22 16:35:56.550000,654,14.0,,313
213,2024-03-22 16:36:14.797000,724,14.0,,313
214,2021-08-10 17:33:15.337000,103,1.0,,16
214,2021-12-28 15:25:45.317000,103,9.0,,15
215,2021-08-10 17:38:34.360000,103,1.0,,16
215,2021-12-28 15:25:45.520000,103,9.0,,15
215,2022-07-16 11:17:28.257000,160,1.0,,313
215,2022-07-16 11:18:45.263000,214,1.0,,313
215,2022-07-16 11:19:30.220000,223,1.0,,313
215,2023-01-28 09:49:11.120000,476,1.0,,297
215,2023-01-30 15:32:44.027000,160,9.0,,15
215,2023-01-30 16:14:40.470000,214,9.0,,15
215,2023-01-30 16:20:14.563000,223,9.0,,15
215,2023-04-05 10:29:27.723000,476,14.0,,313
216,2021-08-10 17:44:19.870000,102,1.0,,14
216,2021-12-28 15:21:55.327000,102,9.0,,15
216,2022-02-21 11:27:24.513000,205,1.0,,15
216,2022-03-24 17:00:53.073000,286,1.0,,16
216,2022-03-29 17:36:46.033000,443,1.0,,16
216,2022-03-29 17:57:44.340000,213,1.0,,16
216,2022-05-17 12:09:57.477000,205,14.0,,313
216,2022-05-17 12:10:25.010000,443,14.0,,313
216,2022-05-17 12:10:47.057000,213,14.0,,313
216,2022-05-17 12:11:42.707000,286,14.0,,313
217,2021-08-10 17:46:27.597000,103,1.0,,16
217,2021-12-28 15:25:45.703000,103,9.0,,15
217,2022-03-02 17:56:48.677000,172,1.0,,15
217,2022-03-16 17:25:17.367000,431,1.0,,15
217,2022-03-16 17:30:56.457000,213,1.0,,15
217,2022-03-29 16:30:55.570000,213,,,16
217,2022-04-05 18:21:55.953000,444,1.0,,16
217,2023-01-28 11:11:27.270000,488,1.0,,297
217,2023-01-30 16:00:02.040000,172,9.0,,15
217,2023-01-30 16:31:28.653000,431,9.0,,15
217,2023-01-30 16:43:26.717000,444,9.0,,15
217,2023-02-10 17:06:41.830000,559,1.0,,15
217,2023-08-18 11:13:45.707000,488,14.0,,313
217,2023-08-18 11:14:06.427000,559,14.0,,313
218,2021-08-10 17:49:14.187000,105,1.0,,14
218,2021-12-28 15:22:15.770000,105,9.0,,15
218,2022-01-18 12:56:14.917000,243,1.0,,16
218,2022-02-25 20:13:44.113000,243,,,15
218,2022-02-25 20:13:44.947000,205,1.0,,15
218,2022-02-27 14:01:47.833000,291,1.0,,293
218,2022-03-04 19:43:21.137000,291,,,16
218,2022-03-04 19:43:22.300000,286,1.0,,16
218,2022-03-29 17:36:41.597000,443,1.0,,16
218,2022-03-29 17:57:41.507000,213,1.0,,16
218,2023-01-28 14:42:56.623000,498,1.0,,297
218,2023-01-30 16:06:23.813000,205,9.0,,15
218,2023-01-30 16:13:08.243000,213,9.0,,15
218,2023-01-30 16:41:36.350000,443,9.0,,15
218,2023-01-30 16:51:11.767000,286,9.0,,15
218,2023-02-10 15:31:10.690000,562,1.0,,15
218,2024-01-16 14:27:34.350000,498,9.0,,15
218,2024-01-16 14:31:08.937000,562,9.0,,15
219,2021-08-10 17:52:05.473000,103,1.0,,16
219,2021-12-28 15:25:45.920000,103,9.0,,15
219,2022-01-20 20:08:24.847000,188,1.0,,15
