IdFaseNota,IdPeriodo,IdSerie,NumeroFase,NomeFase,CabecBoletim,ImprimirBoletimNotaParcial,ImprimirBoletimNPNaoConfirmada,ImprimirBoletimNota,ImprimirBoletimFaltas,StFaseInformada,StCalcularDisciplinaComposta,IdFormulaComposicaoNota,IdFormulaNota,MediaMinimaAprovacao,ValorArredondamentoMedia,IdFormulaAprovacao,IdFormulaFalta,IdFaseNotaAprovacao,IdFaseNotaReprovacao,DataInicioExibicao,NumeroOrdemExibicao,NumeroSemanasLetivas,StCalcularSituacaoGeral,IdFormulaAprovacaoFrequencia,ValorNotaMaxima,DataInicialPeriodoAula,DataFinalPeriodoAula,StCalcDiscCompUtilizaFormulaFN,DataLimiteDigitacaoNota,NumeroDiasLetivos,StDispensarNotaAutomatica,TipoDispensaAutomatica,StConfirmarDispensaAutomatica,SituacaoReprovadoFrequencia,SituacaoAprovado,SituacaoReprovado,StFaseNotaSempreCalcular,TipoInformada,StPermiteProfessorImportarPadraoAvaliacao,StPermiteProfessorInserirEditarAvaliacao,StPermiteProfessorInserirBloco
264,5,29,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,5.00,,50.0,,328.0,,,6,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
265,5,29,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,5.00,,50.0,,264.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
266,5,32,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.00,,50.0,,267.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
267,5,32,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,5.00,,50.0,,268.0,,,2,,False,,10.00,2022-01-01 00:00:00,2022-07-10 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
268,5,32,3,2º SEMESTRE,2ºSEMESTRE,True,False,True,True,True,False,57.0,,5.00,,50.0,,269.0,,,3,,False,,10.00,2022-07-25 00:00:00,2022-12-31 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
269,5,32,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,5.00,,50.0,,271.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
270,5,32,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,5.00,,50.0,,329.0,,,6,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
271,5,32,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,5.00,,50.0,,270.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
272,5,18,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.00,,50.0,,273.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
273,5,18,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,5.00,,50.0,,274.0,,,2,,False,,10.00,2022-01-01 00:00:00,2022-07-10 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
274,5,18,3,2º SEMESTRE,2ºSEMESTRE,True,False,True,True,True,False,57.0,,5.00,,50.0,,275.0,,,3,,False,,10.00,2022-07-25 00:00:00,2022-12-31 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
275,5,18,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,5.00,,50.0,,277.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
276,5,18,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,5.00,,50.0,,325.0,,,6,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
277,5,18,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,5.00,,50.0,,276.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
278,5,54,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.00,,50.0,,279.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
279,5,54,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,5.00,,50.0,,280.0,,,2,,False,,10.00,2022-01-01 00:00:00,2022-07-10 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
280,5,54,3,2º SEMESTRE,2ºSEMESTRE,True,False,True,True,True,False,57.0,,5.00,,50.0,,281.0,,,3,,False,,10.00,2022-07-25 00:00:00,2022-12-31 00:00:00,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
281,5,54,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,5.00,,50.0,,283.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
282,5,54,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,5.00,,50.0,,330.0,,,6,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
283,5,54,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,5.00,,50.0,,282.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
284,5,2,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
285,5,55,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,286.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
286,5,55,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,287.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
287,5,55,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,288.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
288,5,55,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,290.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
289,5,55,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,,,,6,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
290,5,55,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,,,50.0,,289.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
291,5,49,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,292.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
292,5,49,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,293.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
293,5,49,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,294.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
294,5,49,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,296.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
295,5,49,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,,,,6,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
296,5,49,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,,,50.0,,295.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
297,5,43,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,298.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
298,5,43,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,299.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
299,5,43,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,300.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
300,5,43,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,302.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
301,5,43,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,,,,6,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
302,5,43,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,,,50.0,,301.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
303,5,51,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,304.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
304,5,51,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,305.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
305,5,51,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,306.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
306,5,51,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,308.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
307,5,51,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,,,,6,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
308,5,51,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,,,50.0,,307.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
309,5,56,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,310.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
310,5,56,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,311.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
311,5,56,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,312.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
312,5,56,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,314.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
313,5,56,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,315.0,,,6,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
314,5,56,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,6.00,,50.0,,313.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
315,5,56,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
316,5,57,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,,,50.0,,317.0,,,1,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
317,5,57,2,1º SEMESTRE,1ºSEMESTRE,True,False,True,True,True,False,47.0,,,,50.0,,318.0,,,2,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
318,5,57,3,2º SEMESTRE,2º SEM,True,False,True,True,True,False,57.0,,,,50.0,,319.0,,,3,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
319,5,57,4,DIAGNOSTICA 2,DIG2,False,False,False,False,True,False,56.0,,,,50.0,,321.0,,,4,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
320,5,57,6,MÉDIA ANUAL,MÉDIA,False,False,True,False,False,False,,48.0,,,50.0,,,,,6,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
321,5,57,5,MÉDIA DIAGNÓSTICA,MED DIG,False,False,False,True,False,False,,49.0,,,50.0,,320.0,,,5,,False,,10.00,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True
322,5,8,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
323,5,11,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
324,5,15,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
325,5,18,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
326,5,24,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
327,5,25,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
328,5,29,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
329,5,32,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
330,5,54,7,PROGRESSÃO,PROG,False,False,False,False,True,False,56.0,,5.00,,52.0,,,,,7,,False,,10.00,,,False,,,False,,False,,A,R,False,FormulaComposicao,True,True,True
331,6,58,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,332.0,332.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
332,6,58,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,333.0,333.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
333,6,58,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,334.0,334.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
334,6,58,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,335.0,335.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
335,6,58,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,336.0,336.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
336,6,58,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,337.0,337.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
337,6,58,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,338.0,338.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
338,6,58,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,339.0,339.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
339,6,58,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,340.0,340.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
340,6,58,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,341.0,341.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
341,6,58,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,342.0,342.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
342,6,58,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,343.0,343.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
343,6,58,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,344.0,344.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
344,6,58,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,345.0,345.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
345,6,58,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,856.0,856.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
346,6,2,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,347.0,347.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
347,6,2,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,348.0,348.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
348,6,2,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,349.0,349.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
349,6,2,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,350.0,350.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
350,6,2,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,351.0,351.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
351,6,2,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,352.0,352.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
352,6,2,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,353.0,353.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
353,6,2,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,354.0,354.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
354,6,2,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,355.0,355.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
355,6,2,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,356.0,356.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
356,6,2,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,357.0,357.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
357,6,2,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,358.0,358.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
358,6,2,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,359.0,359.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
359,6,2,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,360.0,360.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
360,6,2,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,857.0,857.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
361,6,8,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,362.0,362.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
362,6,8,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,363.0,363.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
363,6,8,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,364.0,364.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
364,6,8,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,365.0,365.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
365,6,8,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,366.0,366.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
366,6,8,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,367.0,367.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
367,6,8,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,368.0,368.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
368,6,8,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,369.0,369.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
369,6,8,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,370.0,370.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
370,6,8,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,371.0,371.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
371,6,8,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,372.0,372.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
372,6,8,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,373.0,373.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
373,6,8,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,374.0,374.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
374,6,8,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,375.0,375.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
375,6,8,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,858.0,858.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
376,6,11,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,377.0,377.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
377,6,11,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,378.0,378.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
378,6,11,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,379.0,379.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
379,6,11,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,380.0,380.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
380,6,11,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,381.0,381.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
381,6,11,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,382.0,382.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
382,6,11,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,383.0,383.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
383,6,11,8,P3,P3,False,False,True,False,True,False,58.0,,,,72.0,,384.0,384.0,,8,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
384,6,11,9,LIÇÕES 4ºBIM,L4B,False,False,False,False,True,False,90.0,,,,73.0,,385.0,385.0,,9,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
385,6,11,10,P4,P4,False,False,True,False,True,False,58.0,,,,74.0,,386.0,386.0,,10,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
386,6,11,11,MÉDIA 2º SEMESTRE,MÉD.2ºSEM.,False,False,True,False,False,False,,67.0,,,75.0,,387.0,387.0,,11,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
387,6,11,12,DIAGNÓSTICA 2,D2,False,False,False,False,True,False,58.0,,,,76.0,,388.0,388.0,,12,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
388,6,11,13,MÉDIA DIAGNÓSTICA,MD,False,False,False,False,False,False,,68.0,,,77.0,,389.0,389.0,,13,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
389,6,11,14,MÉDIA ANUAL,MÉD.ANUAL,False,False,False,False,False,False,,69.0,,,78.0,,390.0,390.0,,14,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
390,6,11,15,PROGRESSÃO,PROG,False,False,False,False,True,False,58.0,,,,70.0,,859.0,859.0,,15,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
391,6,15,1,DIAGNÓSTICA 1,D1,False,False,False,False,True,False,58.0,,,,61.0,,392.0,392.0,,1,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
392,6,15,2,LIÇÕES 1ºBIM,L1B,False,False,False,False,True,False,59.0,,,,62.0,,393.0,393.0,,2,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
393,6,15,3,P1,P1,False,False,True,True,True,False,58.0,,,,63.0,,394.0,394.0,,3,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
394,6,15,4,LIÇÕES 2ºBIM,L2B,False,False,False,False,True,False,59.0,,,,64.0,,395.0,395.0,,4,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
395,6,15,5,P2,P2,False,False,True,True,True,False,58.0,,,,65.0,,396.0,396.0,,5,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
396,6,15,6,MÉDIA 1º SEMESTRE,MÉD.1ºSEM.,False,False,True,False,False,False,,80.0,,,71.0,,397.0,397.0,,6,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
397,6,15,7,LIÇÕES 3ºBIM,L3B,False,False,False,False,True,False,90.0,,,,66.0,,398.0,398.0,,7,,True,,10.00,,,False,,,False,,False,,,,False,FormulaComposicao,False,False,False
