IdMunicipio,NomeMunicipio,UF,CodigoIBGE
714,BONITO,PA,1501600
715,BONITO,MS,5002209
716,BONITO,BA,2904050
717,BONITO DE MINAS,MG,3108255
718,BONITO DE SANTA FÉ,PB,2502409
719,BONÓPOLIS,GO,5203575
720,BOQUEIRÃO,PB,2502508
721,BOQUEIRÃO DO LEÃO,RS,4302451
722,BOQUEIRÃO DO PIAUÍ,PI,2201945
723,BOQUIM,SE,2800670
724,BOQUIRA,BA,2904100
725,BORÁ,SP,3507209
726,BORACÉIA,SP,3507308
727,BORBA,AM,1300805
728,BORBOREMA,SP,3507407
729,BORBOREMA,PB,2502706
730,BORDA DA MATA,MG,3108305
731,BOREBI,SP,3507456
732,BORRAZÓPOLIS,PR,4103305
733,BOSSOROCA,RS,4302501
734,BOTELHOS,MG,3108404
735,BOTUCATU,SP,3507506
736,BOTUMIRIM,MG,3108503
737,BOTUPORÃ,BA,2904209
738,BOTUVERÁ,SC,4202701
739,BOZANO,RS,4302584
740,BRAÇO DO NORTE,SC,4202800
741,BRAÇO DO TROMBUDO,SC,4202859
742,BRAGA,RS,4302600
743,BRAGANÇA,PA,1501709
744,BRAGANÇA PAULISTA,SP,3507605
745,BRAGANEY,PR,4103354
746,BRANQUINHA,AL,2701100
747,BRÁS PIRES,MG,3108701
748,BRASIL NOVO,PA,1501725
749,BRASILÂNDIA,MS,5002308
750,BRASILÂNDIA DE MINAS,MG,3108552
751,BRASILÂNDIA DO SUL,PR,4103370
752,BRASILÂNDIA DO TOCANTINS,TO,1703602
753,BRASILÉIA,AC,1200104
754,BRASILEIRA,PI,2201960
755,BRASÍLIA,DF,5300108
756,BRASÍLIA DE MINAS,MG,3108602
757,BRASNORTE,MT,5101902
758,BRASÓPOLIS,MG,3108909
759,BRAÚNA,SP,3507704
760,BRAÚNAS,MG,3108800
761,BRAZABRANTES,GO,5203609
762,BREJÃO,PE,2602407
763,BREJETUBA,ES,3201159
764,BREJINHO,RN,2401800
765,BREJINHO,PE,2602506
766,BREJINHO DE NAZARÉ,TO,1703701
767,BREJO,MA,2102101
768,BREJO ALEGRE,SP,3507753
769,BREJO DA MADRE DE DEUS,PE,2602605
770,BREJO DE AREIA,MA,2102150
771,BREJO DO CRUZ,PB,2502805
772,BREJO DO PIAUÍ,PI,2201988
773,BREJO DOS SANTOS,PB,2502904
774,BREJO GRANDE,SE,2800704
775,BREJO GRANDE DO ARAGUAIA,PA,1501758
776,BREJO SANTO,CE,2302503
777,BREJÕES,BA,2904308
778,BREJOLÂNDIA,BA,2904407
779,BREU BRANCO,PA,1501782
780,BREVES,PA,1501808
781,BRITÂNIA,GO,5203807
782,BROCHIER,RS,4302659
783,BRODOWSKI,SP,3507803
784,BROTAS,SP,3507902
785,BROTAS DE MACAÚBAS,BA,2904506
786,BRUMADINHO,MG,3109006
787,BRUMADO,BA,2904605
788,BRUNÓPOLIS,SC,4202875
789,BRUSQUE,SC,4202909
790,BUENO BRANDÃO,MG,3109105
791,BUENÓPOLIS,MG,3109204
792,BUENOS AIRES,PE,2602704
793,BUERAREMA,BA,2904704
794,BUGRE,MG,3109253
795,BUÍQUE,PE,2602803
796,BUJARI,AC,1200138
797,BUJARU,PA,1501907
798,BURI,SP,3508009
799,BURITAMA,SP,3508108
800,BURITI,MA,2102200
801,BURITI ALEGRE,GO,5203906
802,BURITI BRAVO,MA,2102309
803,BURITI DE GOIÁS,GO,5203939
804,BURITI DO TOCANTINS,TO,1703800
805,BURITI DOS LOPES,PI,2202000
806,BURITI DOS MONTES,PI,2202026
807,BURITICUPU,MA,2102325
808,BURITINÓPOLIS,GO,5203962
809,BURITIRAMA,BA,2904753
810,BURITIRANA,MA,2102358
811,BURITIS,MG,3109303
812,BURITIS,RO,1100452
813,BURITIZAL,SP,3508207
814,BURITIZEIRO,MG,3109402
815,BUTIÁ,RS,4302709
816,CAAPIRANGA,AM,1300839
817,CAAPORÃ,PB,2503001
818,CAARAPÓ,MS,5002407
819,CAATIBA,BA,2904803
820,CABACEIRAS,PB,2503100
821,CABACEIRAS DO PARAGUAÇU,BA,2904852
822,CABECEIRA GRANDE,MG,3109451
823,CABECEIRAS,GO,5204003
824,CABECEIRAS DO PIAUÍ,PI,2202059
825,CABEDELO,PB,2503209
826,CABIXI,RO,1100031
827,CABO DE SANTO AGOSTINHO,PE,2602902
828,CABO FRIO,RJ,3300704
829,CABO VERDE,MG,3109501
830,CABRÁLIA PAULISTA,SP,3508306
831,CABREÚVA,SP,3508405
832,CABROBÓ,PE,2603009
833,CAÇADOR,SC,4203006
834,CAÇAPAVA,SP,3508504
835,CAÇAPAVA DO SUL,RS,4302808
836,CACAULÂNDIA,RO,1100601
837,CACEQUI,RS,4302907
838,CÁCERES,MT,5102504
839,CACHOEIRA,BA,2904902
840,CACHOEIRA ALTA,GO,5204102
841,CACHOEIRA DA PRATA,MG,3109600
842,CACHOEIRA DE GOIÁS,GO,5204201
843,CACHOEIRA DE MINAS,MG,3109709
844,CACHOEIRA DE PAJEÚ,MG,3102704
845,CACHOEIRA DO ARARI,PA,1502004
846,CACHOEIRA DO PIRIÁ,PA,1501956
847,CACHOEIRA DO SUL,RS,4303004
848,CACHOEIRA DOS ÍNDIOS,PB,2503308
849,CACHOEIRA DOURADA,GO,5204250
850,CACHOEIRA DOURADA,MG,3109808
851,CACHOEIRA GRANDE,MA,2102374
852,CACHOEIRA PAULISTA,SP,3508603
853,CACHOEIRAS DE MACACU,RJ,3300803
854,CACHOEIRINHA,PE,2603108
855,CACHOEIRINHA,TO,1703826
856,CACHOEIRINHA,RS,4303103
857,CACHOEIRO DE ITAPEMIRIM,ES,3201209
858,CACIMBA DE AREIA,PB,2503407
859,CACIMBA DE DENTRO,PB,2503506
860,CACIMBAS,PB,2503555
861,CACIMBINHAS,AL,2701209
862,CACIQUE DOBLE,RS,4303202
863,CACOAL,RO,1100049
864,CACONDE,SP,3508702
865,CAÇU,GO,5204300
866,CACULÉ,BA,2905008
867,CAÉM,BA,2905107
868,CAETANÓPOLIS,MG,3109907
869,CAETANOS,BA,2905156
870,CAETÉ,MG,3110004
871,CAETÉS,PE,2603207
872,CAETITÉ,BA,2905206
873,CAFARNAUM,BA,2905305
874,CAFEARA,PR,4103404
875,CAFELÂNDIA,PR,4103453
876,CAFELÂNDIA,SP,3508801
877,CAFEZAL DO SUL,PR,4103479
878,CAIABU,SP,3508900
879,CAIANA,MG,3110103
880,CAIAPÔNIA,GO,5204409
881,CAIBATÉ,RS,4303301
882,CAIBI,SC,4203105
883,CAIÇARA,PB,2503605
884,CAIÇARA,RS,4303400
885,CAIÇARA DO NORTE,RN,2401859
886,CAIÇARA DO RIO DO VENTO,RN,2401909
887,CAICÓ,RN,2402006
888,CAIEIRAS,SP,3509007
889,CAIRU,BA,2905404
890,CAIUÁ,SP,3509106
891,CAJAMAR,SP,3509205
892,CAJAPIÓ,MA,2102408
893,CAJARI,MA,2102507
894,CAJATI,SP,3509254
895,CAJAZEIRAS,PB,2503704
896,CAJAZEIRAS DO PIAUÍ,PI,2202075
897,CAJAZEIRINHAS,PB,2503753
898,CAJOBI,SP,3509304
899,CAJUEIRO,AL,2701308
900,CAJUEIRO DA PRAIA,PI,2202083
901,CAJURI,MG,3110202
902,CAJURU,SP,3509403
903,CALÇADO,PE,2603306
904,CALÇOENE,AP,1600204
905,CALDAS,MG,3110301
906,CALDAS BRANDÃO,PB,2503803
907,CALDAS NOVAS,GO,5204508
908,CALDAZINHA,GO,5204557
909,CALDEIRÃO GRANDE,BA,2905503
910,CALDEIRÃO GRANDE DO PIAUÍ,PI,2202091
911,CALIFÓRNIA,PR,4103503
912,CALMON,SC,4203154
913,CALUMBI,PE,2603405
914,CAMACAN,BA,2905602
915,CAMAÇARI,BA,2905701
916,CAMACHO,MG,3110400
917,CAMALAÚ,PB,2503902
918,CAMAMU,BA,2905800
919,CAMANDUCAIA,MG,3110509
920,CAMAPUÃ,MS,5002605
921,CAMAQUÃ,RS,4303509
922,CAMARAGIBE,PE,2603454
923,CAMARGO,RS,4303558
924,CAMBARÁ,PR,4103602
925,CAMBARÁ DO SUL,RS,4303608
926,CAMBÉ,PR,4103701
927,CAMBIRA,PR,4103800
928,CAMBORIÚ,SC,4203204
929,CAMBUCI,RJ,3300902
930,CAMBUÍ,MG,3110608
931,CAMBUQUIRA,MG,3110707
932,CAMETÁ,PA,1502103
933,CAMOCIM,CE,2302602
934,CAMOCIM DE SÃO FÉLIX,PE,2603504
935,CAMPANÁRIO,MG,3110806
936,CAMPANHA,MG,3110905
937,CAMPESTRE,MG,3111002
938,CAMPESTRE,AL,2701357
939,CAMPESTRE DA SERRA,RS,4303673
940,CAMPESTRE DE GOIÁS,GO,5204607
941,CAMPESTRE DO MARANHÃO,MA,2102556
942,CAMPINA DA LAGOA,PR,4103909
943,CAMPINA DAS MISSÕES,RS,4303707
944,CAMPINA DO MONTE ALEGRE,SP,3509452
945,CAMPINA DO SIMÃO,PR,4103958
946,CAMPINA GRANDE,PB,2504009
947,CAMPINA GRANDE DO SUL,PR,4104006
948,CAMPINA VERDE,MG,3111101
949,CAMPINAÇU,GO,5204656
950,CAMPINÁPOLIS,MT,5102603
951,CAMPINAS,SP,3509502
952,CAMPINAS DO PIAUÍ,PI,2202109
953,CAMPINAS DO SUL,RS,4303806
954,CAMPINORTE,GO,5204706
955,CAMPO ALEGRE,AL,2701407
956,CAMPO ALEGRE,SC,4203303
957,CAMPO ALEGRE DE GOIÁS,GO,5204805
958,CAMPO ALEGRE DE LOURDES,BA,2905909
959,CAMPO ALEGRE DO FIDALGO,PI,2202117
960,CAMPO AZUL,MG,3111150
961,CAMPO BELO,MG,3111200
962,CAMPO BELO DO SUL,SC,4203402
963,CAMPO BOM,RS,4303905
964,CAMPO BONITO,PR,4104055
965,CAMPO DE SANTANA,PB,2516409
966,CAMPO DO BRITO,SE,2801009
967,CAMPO DO MEIO,MG,3111309
968,CAMPO DO TENENTE,PR,4104105
969,CAMPO ERÊ,SC,4203501
970,CAMPO FLORIDO,MG,3111408
971,CAMPO FORMOSO,BA,2906006
972,CAMPO GRANDE,MS,5002704
973,CAMPO GRANDE,AL,2701506
974,CAMPO GRANDE DO PIAUÍ,PI,2202133
975,CAMPO LARGO,PR,4104204
976,CAMPO LARGO DO PIAUÍ,PI,2202174
977,CAMPO LIMPO DE GOIÁS,GO,5204854
978,CAMPO LIMPO PAULISTA,SP,3509601
979,CAMPO MAGRO,PR,4104253
980,CAMPO MAIOR,PI,2202208
981,CAMPO MOURÃO,PR,4104303
982,CAMPO NOVO,RS,4304002
983,CAMPO NOVO DE RONDÔNIA,RO,1100700
984,CAMPO NOVO DO PARECIS,MT,5102637
985,CAMPO REDONDO,RN,2402105
986,CAMPO VERDE,MT,5102678
987,CAMPOS ALTOS,MG,3111507
988,CAMPOS BELOS,GO,5204904
989,CAMPOS BORGES,RS,4304101
990,CAMPOS DE JÚLIO,MT,5102686
991,CAMPOS DO JORDÃO,SP,3509700
992,CAMPOS DOS GOYTACAZES,RJ,3301009
993,CAMPOS GERAIS,MG,3111606
994,CAMPOS LINDOS,TO,1703842
995,CAMPOS NOVOS,SC,4203600
996,CAMPOS NOVOS PAULISTA,SP,3509809
997,CAMPOS SALES,CE,2302701
998,CAMPOS VERDES,GO,5204953
999,CAMUTANGA,PE,2603603
1000,CANA VERDE,MG,3111903
1001,CANAÃ,MG,3111705
1002,CANAÃ DOS CARAJÁS,PA,1502152
1003,CANABRAVA DO NORTE,MT,5102694
1004,CANANÉIA,SP,3509908
1005,CANAPI,AL,2701605
1006,CANÁPOLIS,BA,2906105
1007,CANÁPOLIS,MG,3111804
1008,CANARANA,BA,2906204
1009,CANARANA,MT,5102702
1010,CANAS,SP,3509957
1011,CANAVIEIRA,PI,2202251
1012,CANAVIEIRAS,BA,2906303
1013,CANDEAL,BA,2906402
1014,CANDEIAS,MG,3112000
1015,CANDEIAS,BA,2906501
1016,CANDEIAS DO JAMARI,RO,1100809
1017,CANDELÁRIA,RS,4304200
1018,CANDIBA,BA,2906600
1019,CÂNDIDO DE ABREU,PR,4104402
1020,CÂNDIDO GODÓI,RS,4304309
1021,CÂNDIDO MENDES,MA,2102606
1022,CÂNDIDO MOTA,SP,3510005
1023,CÂNDIDO RODRIGUES,SP,3510104
1024,CÂNDIDO SALES,BA,2906709
1025,CANDIOTA,RS,4304358
1026,CANDÓI,PR,4104428
1027,CANELA,RS,4304408
1028,CANELINHA,SC,4203709
1029,CANGUARETAMA,RN,2402204
1030,CANGUÇU,RS,4304507
1031,CANHOBA,SE,2801108
1032,CANHOTINHO,PE,2603702
1033,CANINDÉ,CE,2302800
1034,CANINDÉ DE SÃO FRANCISCO,SE,2801207
1035,CANITAR,SP,3510153
1036,CANOAS,RS,4304606
1037,CANOINHAS,SC,4203808
1038,CANSANÇÃO,BA,2906808
1039,CANTÁ,RR,1400175
1040,CANTAGALO,PR,4104451
1041,CANTAGALO,RJ,3301108
1042,CANTAGALO,MG,3112059
1043,CANTANHEDE,MA,2102705
1044,CANTO DO BURITI,PI,2202307
1045,CANUDOS,BA,2906824
1046,CANUDOS DO VALE,RS,4304614
1047,CANUTAMA,AM,1300904
1048,CAPANEMA,PR,4104501
1049,CAPANEMA,PA,1502202
1050,CAPÃO ALTO,SC,4203253
1051,CAPÃO BONITO,SP,3510203
1052,CAPÃO BONITO DO SUL,RS,4304622
1053,CAPÃO DA CANOA,RS,4304630
1054,CAPÃO DO CIPÓ,RS,4304655
1055,CAPÃO DO LEÃO,RS,4304663
1056,CAPARAÓ,MG,3112109
1057,CAPELA,SE,2801306
1058,CAPELA,AL,2701704
1059,CAPELA DE SANTANA,RS,4304689
1060,CAPELA DO ALTO,SP,3510302
1061,CAPELA DO ALTO ALEGRE,BA,2906857
1062,CAPELA NOVA,MG,3112208
1063,CAPELINHA,MG,3112307
1064,CAPETINGA,MG,3112406
1065,CAPIM,PB,2504033
1066,CAPIM BRANCO,MG,3112505
1067,CAPIM GROSSO,BA,2906873
1068,CAPINÓPOLIS,MG,3112604
1069,CAPINZAL,SC,4203907
1070,CAPINZAL DO NORTE,MA,2102754
1071,CAPISTRANO,CE,2302909
1072,CAPITÃO,RS,4304697
1073,CAPITÃO ANDRADE,MG,3112653
1074,CAPITÃO DE CAMPOS,PI,2202406
1075,CAPITÃO ENÉAS,MG,3112703
1076,CAPITÃO GERVÁSIO OLIVEIRA,PI,2202455
1077,CAPITÃO LEÔNIDAS MARQUES,PR,4104600
1078,CAPITÃO POÇO,PA,1502301
1079,CAPITÓLIO,MG,3112802
1080,CAPIVARI,SP,3510401
1081,CAPIVARI DE BAIXO,SC,4203956
1082,CAPIVARI DO SUL,RS,4304671
1083,CAPIXABA,AC,1200179
1084,CAPOEIRAS,PE,2603801
1085,CAPUTIRA,MG,3112901
1086,CARAÁ,RS,4304713
1087,CARACARAÍ,RR,1400209
1088,CARACOL,MS,5002803
1089,CARACOL,PI,2202505
1090,CARAGUATATUBA,SP,3510500
1091,CARAÍ,MG,3113008
1092,CARAÍBAS,BA,2906899
1093,CARAMBEÍ,PR,4104659
1094,CARANAÍBA,MG,3113107
1095,CARANDAÍ,MG,3113206
1096,CARANGOLA,MG,3113305
1097,CARAPEBUS,RJ,3300936
1098,CARAPICUÍBA,SP,3510609
1099,CARATINGA,MG,3113404
1100,CARAUARI,AM,1301001
1101,CARAÚBAS,PB,2504074
1102,CARAÚBAS,RN,2402303
1103,CARAÚBAS DO PIAUÍ,PI,2202539
1104,CARAVELAS,BA,2906907
1105,CARAZINHO,RS,4304705
1106,CARBONITA,MG,3113503
1107,CARDEAL DA SILVA,BA,2907004
1108,CARDOSO,SP,3510708
1109,CARDOSO MOREIRA,RJ,3301157
1110,CAREAÇU,MG,3113602
1111,CAREIRO,AM,1301100
1112,CAREIRO DA VÁRZEA,AM,1301159
1113,CARIACICA,ES,3201308
1114,CARIDADE,CE,2303006
1115,CARIDADE DO PIAUÍ,PI,2202554
1116,CARINHANHA,BA,2907103
1117,CARIRA,SE,2801405
1118,CARIRÉ,CE,2303105
1119,CARIRI DO TOCANTINS,TO,1703867
1120,CARIRIAÇU,CE,2303204
1121,CARIÚS,CE,2303303
1122,CARLINDA,MT,5102793
1123,CARLÓPOLIS,PR,4104709
1124,CARLOS BARBOSA,RS,4304804
1125,CARLOS CHAGAS,MG,3113701
1126,CARLOS GOMES,RS,4304853
1127,CARMÉSIA,MG,3113800
1128,CARMO,RJ,3301207
1129,CARMO DA CACHOEIRA,MG,3113909
1130,CARMO DA MATA,MG,3114006
1131,CARMO DE MINAS,MG,3114105
1132,CARMO DO CAJURU,MG,3114204
1133,CARMO DO PARANAÍBA,MG,3114303
1134,CARMO DO RIO CLARO,MG,3114402
1135,CARMO DO RIO VERDE,GO,5205000
1136,CARMOLÂNDIA,TO,1703883
1137,CARMÓPOLIS,SE,2801504
1138,CARMÓPOLIS DE MINAS,MG,3114501
1139,CARNAÍBA,PE,2603900
1140,CARNAÚBA DOS DANTAS,RN,2402402
1141,CARNAUBAIS,RN,2402501
1142,CARNAUBAL,CE,2303402
1143,CARNAUBEIRA DA PENHA,PE,2603926
1144,CARNEIRINHO,MG,3114550
1145,CARNEIROS,AL,2701803
1146,CAROEBE,RR,1400233
1147,CAROLINA,MA,2102804
1148,CARPINA,PE,2604007
1149,CARRANCAS,MG,3114600
1150,CARRAPATEIRA,PB,2504108
1151,CARRASCO BONITO,TO,1703891
1152,CARUARU,PE,2604106
1153,CARUTAPERA,MA,2102903
1154,CARVALHÓPOLIS,MG,3114709
1155,CARVALHOS,MG,3114808
1156,CASA BRANCA,SP,3510807
1157,CASA GRANDE,MG,3114907
1158,CASA NOVA,BA,2907202
1159,CASCA,RS,4304903
1160,CASCALHO RICO,MG,3115003
1161,CASCAVEL,PR,4104808
1162,CASCAVEL,CE,2303501
1163,CASEARA,TO,1703909
1164,CASEIROS,RS,4304952
1165,CASIMIRO DE ABREU,RJ,3301306
1166,CASINHAS,PE,2604155
1167,CASSERENGUE,PB,2504157
1168,CÁSSIA,MG,3115102
1169,CÁSSIA DOS COQUEIROS,SP,3510906
1170,CASSILÂNDIA,MS,5002902
1171,CASTANHAL,PA,1502400
1172,CASTANHEIRA,MT,5102850
1173,CASTANHEIRAS,RO,1100908
1174,CASTELÂNDIA,GO,5205059
1175,CASTELO,ES,3201407
1176,CASTELO DO PIAUÍ,PI,2202604
1177,CASTILHO,SP,3511003
1178,CASTRO,PR,4104907
1179,CASTRO ALVES,BA,2907301
1180,CATAGUASES,MG,3115300
1181,CATALÃO,GO,5205109
1182,CATANDUVA,SP,3511102
1183,CATANDUVAS,PR,4105003
1184,CATANDUVAS,SC,4204004
1185,CATARINA,CE,2303600
1186,CATAS ALTAS,MG,3115359
1187,CATAS ALTAS DA NORUEGA,MG,3115409
1188,CATENDE,PE,2604205
1189,CATIGUÁ,SP,3511201
1190,CATINGUEIRA,PB,2504207
1191,CATOLÂNDIA,BA,2907400
1192,CATOLÉ DO ROCHA,PB,2504306
1193,CATU,BA,2907509
1194,CATUÍPE,RS,4305009
1195,CATUJI,MG,3115458
1196,CATUNDA,CE,2303659
1197,CATURAÍ,GO,5205208
1198,CATURAMA,BA,2907558
1199,CATURITÉ,PB,2504355
1200,CATUTI,MG,3115474
1201,CAUCAIA,CE,2303709
1202,CAVALCANTE,GO,5205307
1203,CAXAMBU,MG,3115508
1204,CAXAMBU DO SUL,SC,4204103
1205,CAXIAS,MA,2103000
1206,CAXIAS DO SUL,RS,4305108
1207,CAXINGÓ,PI,2202653
1208,CEARÁ-MIRIM,RN,2402600
1209,CEDRAL,MA,2103109
1210,CEDRAL,SP,3511300
1211,CEDRO,CE,2303808
1212,CEDRO,PE,2604304
1213,CEDRO DE SÃO JOÃO,SE,2801603
1214,CEDRO DO ABAETÉ,MG,3115607
1215,CELSO RAMOS,SC,4204152
1216,CENTENÁRIO,TO,1704105
1217,CENTENÁRIO,RS,4305116
1218,CENTENÁRIO DO SUL,PR,4105102
1219,CENTRAL,BA,2907608
1220,CENTRAL DE MINAS,MG,3115706
1221,CENTRAL DO MARANHÃO,MA,2103125
1222,CENTRALINA,MG,3115805
1223,CENTRO DO GUILHERME,MA,2103158
1224,CENTRO NOVO DO MARANHÃO,MA,2103174
1225,CEREJEIRAS,RO,1100056
1226,CERES,GO,5205406
1227,CERQUEIRA CÉSAR,SP,3511409
1228,CERQUILHO,SP,3511508
1229,CERRITO,RS,4305124
1230,CERRO AZUL,PR,4105201
1231,CERRO BRANCO,RS,4305132
1232,CERRO CORÁ,RN,2402709
1233,CERRO GRANDE,RS,4305157
1234,CERRO GRANDE DO SUL,RS,4305173
1235,CERRO LARGO,RS,4305207
1236,CERRO NEGRO,SC,4204178
1237,CESÁRIO LANGE,SP,3511607
1238,CÉU AZUL,PR,4105300
1239,CEZARINA,GO,5205455
1240,CHÃ DE ALEGRIA,PE,2604403
1241,CHÃ GRANDE,PE,2604502
1242,CHÃ PRETA,AL,2701902
1243,CHÁCARA,MG,3115904
1244,CHALÉ,MG,3116001
1245,CHAPADA,RS,4305306
1246,CHAPADA DA NATIVIDADE,TO,1705102
1247,CHAPADA DE AREIA,TO,1704600
1248,CHAPADA DO NORTE,MG,3116100
1249,CHAPADA DOS GUIMARÃES,MT,5103007
1250,CHAPADA GAÚCHA,MG,3116159
1251,CHAPADÃO DO CÉU,GO,5205471
1252,CHAPADÃO DO LAGEADO,SC,4204194
1253,CHAPADÃO DO SUL,MS,5002951
1254,CHAPADINHA,MA,2103208
1255,CHAPECÓ,SC,4204202
1256,CHARQUEADA,SP,3511706
1257,CHARQUEADAS,RS,4305355
1258,CHARRUA,RS,4305371
1259,CHAVAL,CE,2303907
1260,CHAVANTES,SP,3557204
1261,CHAVES,PA,1502509
1262,CHIADOR,MG,3116209
1263,CHIAPETTA,RS,4305405
1264,CHOPINZINHO,PR,4105409
1265,CHORÓ,CE,2303931
1266,CHOROZINHO,CE,2303956
1267,CHORROCHÓ,BA,2907707
1268,CHUÍ,RS,4305439
1269,CHUPINGUAIA,RO,1100924
1270,CHUVISCA,RS,4305447
1271,CIANORTE,PR,4105508
1272,CÍCERO DANTAS,BA,2907806
1273,CIDADE GAÚCHA,PR,4105607
1274,CIDADE OCIDENTAL,GO,5205497
1275,CIDELÂNDIA,MA,2103257
1276,CIDREIRA,RS,4305454
1277,CIPÓ,BA,2907905
1278,CIPOTÂNEA,MG,3116308
1279,CIRÍACO,RS,4305504
1280,CLARAVAL,MG,3116407
1281,CLARO DOS POÇÕES,MG,3116506
1282,CLÁUDIA,MT,5103056
1283,CLÁUDIO,MG,3116605
1284,CLEMENTINA,SP,3511904
1285,CLEVELÂNDIA,PR,4105706
1286,COARACI,BA,2908002
1287,COARI,AM,1301209
1288,COCAL,PI,2202703
1289,COCAL DE TELHA,PI,2202711
1290,COCAL DO SUL,SC,4204251
1291,COCAL DOS ALVES,PI,2202729
1292,COCALINHO,MT,5103106
1293,COCALZINHO DE GOIÁS,GO,5205513
1294,COCOS,BA,2908101
1295,CODAJÁS,AM,1301308
1296,CODÓ,MA,2103307
1297,COELHO NETO,MA,2103406
1298,COIMBRA,MG,3116704
1299,COITÉ DO NÓIA,AL,2702009
1300,COIVARAS,PI,2202737
1301,COLARES,PA,1502608
1302,COLATINA,ES,3201506
1303,COLÍDER,MT,5103205
1304,COLINA,SP,3512001
1305,COLINAS,RS,4305587
1306,COLINAS,MA,2103505
1307,COLINAS DO SUL,GO,5205521
1308,COLINAS DO TOCANTINS,TO,1705508
1309,COLMÉIA,TO,1716703
1310,COLNIZA,MT,5103254
1311,COLÔMBIA,SP,3512100
1312,COLOMBO,PR,4105805
1313,COLÔNIA DO GURGUÉIA,PI,2202752
1314,COLÔNIA DO PIAUÍ,PI,2202778
1315,COLÔNIA LEOPOLDINA,AL,2702108
1316,COLORADO,PR,4105904
1317,COLORADO,RS,4305603
1318,COLORADO DO OESTE,RO,1100064
1319,COLUNA,MG,3116803
1320,COMBINADO,TO,1705557
1321,COMENDADOR GOMES,MG,3116902
1322,COMENDADOR LEVY GASPARIAN,RJ,3300951
1323,COMERCINHO,MG,3117009
1324,COMODORO,MT,5103304
1325,CONCEIÇÃO,PB,2504405
1326,CONCEIÇÃO DA APARECIDA,MG,3117108
1327,CONCEIÇÃO DA BARRA,ES,3201605
1328,CONCEIÇÃO DA BARRA DE MINAS,MG,3115201
1329,CONCEIÇÃO DA FEIRA,BA,2908200
1330,CONCEIÇÃO DAS ALAGOAS,MG,3117306
1331,CONCEIÇÃO DAS PEDRAS,MG,3117207
1332,CONCEIÇÃO DE IPANEMA,MG,3117405
1333,CONCEIÇÃO DE MACABU,RJ,3301405
1334,CONCEIÇÃO DO ALMEIDA,BA,2908309
1335,CONCEIÇÃO DO ARAGUAIA,PA,1502707
1336,CONCEIÇÃO DO CANINDÉ,PI,2202802
1337,CONCEIÇÃO DO CASTELO,ES,3201704
1338,CONCEIÇÃO DO COITÉ,BA,2908408
1339,CONCEIÇÃO DO JACUÍPE,BA,2908507
1340,CONCEIÇÃO DO LAGO-AÇU,MA,2103554
1341,CONCEIÇÃO DO MATO DENTRO,MG,3117504
1342,CONCEIÇÃO DO PARÁ,MG,3117603
1343,CONCEIÇÃO DO RIO VERDE,MG,3117702
1344,CONCEIÇÃO DO TOCANTINS,TO,1705607
1345,CONCEIÇÃO DOS OUROS,MG,3117801
1346,CONCHAL,SP,3512209
1347,CONCHAS,SP,3512308
1348,CONCÓRDIA,SC,4204301
1349,CONCÓRDIA DO PARÁ,PA,1502756
1350,CONDADO,PB,2504504
1351,CONDADO,PE,2604601
1352,CONDE,PB,2504603
1353,CONDE,BA,2908606
1354,CONDEÚBA,BA,2908705
1355,CONDOR,RS,4305702
1356,CÔNEGO MARINHO,MG,3117836
1357,CONFINS,MG,3117876
1358,CONFRESA,MT,5103353
1359,CONGO,PB,2504702
1360,CONGONHAL,MG,3117900
1361,CONGONHAS,MG,3118007
1362,CONGONHAS DO NORTE,MG,3118106
1363,CONGONHINHAS,PR,4106001
1364,CONQUISTA,MG,3118205
1365,CONQUISTA D OESTE,MT,5103361
1366,CONSELHEIRO LAFAIETE,MG,3118304
1367,CONSELHEIRO MAIRINCK,PR,4106100
1368,CONSELHEIRO PENA,MG,3118403
1369,CONSOLAÇÃO,MG,3118502
1370,CONSTANTINA,RS,4305801
1371,CONTAGEM,MG,3118601
1372,CONTENDA,PR,4106209
1373,CONTENDAS DO SINCORÁ,BA,2908804
1374,COQUEIRAL,MG,3118700
1375,COQUEIRO BAIXO,RS,4305835
1376,COQUEIRO SECO,AL,2702207
1377,COQUEIROS DO SUL,RS,4305850
1378,CORAÇÃO DE JESUS,MG,3118809
1379,CORAÇÃO DE MARIA,BA,2908903
1380,CORBÉLIA,PR,4106308
1381,CORDEIRO,RJ,3301504
1382,CORDEIRÓPOLIS,SP,3512407
1383,CORDEIROS,BA,2909000
1384,CORDILHEIRA ALTA,SC,4204350
1385,CORDISBURGO,MG,3118908
1386,CORDISLÂNDIA,MG,3119005
1387,COREAÚ,CE,2304004
1388,COREMAS,PB,2504801
1389,CORGUINHO,MS,5003108
1390,CORIBE,BA,2909109
1391,CORINTO,MG,3119104
1392,CORNÉLIO PROCÓPIO,PR,4106407
1393,COROACI,MG,3119203
1394,COROADOS,SP,3512506
1395,COROATÁ,MA,2103604
1396,COROMANDEL,MG,3119302
1397,CORONEL BARROS,RS,4305871
1398,CORONEL BICACO,RS,4305900
1399,CORONEL DOMINGOS SOARES,PR,4106456
1400,CORONEL EZEQUIEL,RN,2402808
1401,CORONEL FABRICIANO,MG,3119401
1402,CORONEL FREITAS,SC,4204400
1403,CORONEL JOÃO PESSOA,RN,2402907
1404,CORONEL JOÃO SÁ,BA,2909208
