cotacaoCompra,cotacaoVenda,dataHoraCotacao
"2,1361","2,1367",2013-06-14 13:08:36.438
"2,1532","2,1538",2013-06-17 13:11:26.953
"2,17","2,1706",2013-06-18 13:11:42.454
"2,1738","2,1744",2013-06-19 13:10:45.316
"2,2517","2,2523",2013-06-20 13:10:09.518
"2,2642","2,2648",2013-06-21 13:10:01.465
"2,2509","2,2515",2013-06-24 13:06:12.036
"2,218","2,2185",2013-06-25 13:05:55.868
"2,1969","2,1975",2013-06-26 13:07:03.147
"2,184","2,1846",2013-06-27 13:09:07.487
"2,215","2,2156",2013-06-28 13:07:33.739
"2,2292","2,2297",2013-07-01 13:10:01.089
"2,2407","2,2412",2013-07-02 13:10:55.736
"2,2628","2,2634",2013-07-03 13:05:58.332
"2,2589","2,2595",2013-07-04 13:05:10.433
"2,2639","2,2645",2013-07-05 13:02:49.803
"2,2577","2,2583",2013-07-08 13:09:38.944
"2,2615","2,2628",2013-07-09 13:09:51.629
"2,2691","2,2697",2013-07-10 13:12:34.293
"2,2666","2,2672",2013-07-11 13:12:12.219
"2,2664","2,267",2013-07-12 13:11:39.968
"2,2543","2,2548",2013-07-15 13:05:40.09
"2,2347","2,2353",2013-07-16 13:09:20.936
"2,2366","2,2372",2013-07-17 13:07:40.106
"2,2291","2,2297",2013-07-18 13:04:32.103
"2,2358","2,2364",2013-07-19 13:06:51.771
"2,238","2,2386",2013-07-22 13:06:14.399
"2,2261","2,2267",2013-07-23 13:09:54.424
"2,2342","2,2348",2013-07-24 13:02:53.498
"2,2491","2,2497",2013-07-25 13:09:58.91
"2,2483","2,2488",2013-07-26 13:04:40.197
"2,2603","2,2609",2013-07-29 13:05:33.314
"2,2729","2,2734",2013-07-30 13:07:35.722
"2,2897","2,2903",2013-07-31 13:10:42.07
"2,2908","2,2914",2013-08-01 13:07:33.478
"2,2927","2,2933",2013-08-02 13:07:22.068
"2,3004","2,301",2013-08-05 13:02:38.648
"2,2949","2,2955",2013-08-06 13:11:39.058
"2,3022","2,3028",2013-08-07 13:11:39.845
"2,2876","2,2882",2013-08-08 13:05:19.298
"2,2743","2,2748",2013-08-09 13:10:34.326
"2,2716","2,2722",2013-08-12 13:05:38.69
"2,3029","2,3035",2013-08-13 13:09:02.541
"2,3112","2,3118",2013-08-14 13:04:50.433
"2,3428","2,3434",2013-08-15 13:04:41.405
"2,3559","2,3565",2013-08-16 13:08:14.75
"2,3974","2,398",2013-08-19 13:07:52.274
"2,3937","2,3943",2013-08-20 13:08:36.278
"2,4163","2,4169",2013-08-21 13:07:35.9
"2,4451","2,4457",2013-08-22 13:07:56.171
"2,3862","2,3868",2013-08-23 13:11:19.136
"2,3699","2,3705",2013-08-26 13:12:08.484
"2,3992","2,3998",2013-08-27 13:10:44.066
"2,3509","2,3515",2013-08-28 13:10:01.787
"2,3572","2,3578",2013-08-29 13:07:46.549
"2,3719","2,3725",2013-08-30 13:05:48.122
"2,3637","2,3643",2013-09-02 13:11:12.1
"2,3891","2,3897",2013-09-03 13:10:31.929
"2,3532","2,3538",2013-09-04 13:17:51.465
"2,3308","2,3314",2013-09-05 13:09:50.58
"2,2973","2,2979",2013-09-06 13:11:42.806
"2,2862","2,2868",2013-09-09 13:05:45.114
"2,2773","2,2779",2013-09-10 13:04:39.795
"2,2941","2,2947",2013-09-11 13:07:11.41
"2,2763","2,2769",2013-09-12 13:06:37.019
"2,2779","2,2785",2013-09-13 13:03:39.421
"2,2643","2,2649",2013-09-16 13:07:28.572
"2,2611","2,2617",2013-09-17 13:04:53.71
"2,2483","2,2489",2013-09-18 13:08:10.556
"2,2029","2,2036",2013-09-19 13:11:02.9
"2,2047","2,2053",2013-09-20 13:08:46.281
"2,2026","2,2033",2013-09-23 13:11:51.921
"2,2025","2,2031",2013-09-24 13:04:51.536
"2,2218","2,2224",2013-09-25 13:07:56.346
"2,2279","2,2285",2013-09-26 13:04:11.741
"2,2565","2,2571",2013-09-27 13:06:38.822
"2,2294","2,23",2013-09-30 13:06:56.111
"2,2118","2,2123",2013-10-01 13:06:16.964
"2,2082","2,2088",2013-10-02 13:03:57.168
"2,2063","2,2069",2013-10-03 13:07:59.609
"2,2045","2,2051",2013-10-04 13:05:03.63
"2,2081","2,2087",2013-10-07 13:06:19.492
"2,201","2,2016",2013-10-08 13:11:09.717
"2,2048","2,2054",2013-10-09 13:13:44.888
"2,1844","2,185",2013-10-10 13:13:00.133
"2,1815","2,1821",2013-10-11 13:10:09.702
"2,1811","2,1817",2013-10-14 13:12:32.447
"2,1812","2,1818",2013-10-15 13:13:20.909
"2,1623","2,1629",2013-10-16 13:09:45.137
"2,1605","2,1611",2013-10-17 13:05:59.706
"2,161","2,1616",2013-10-18 13:07:45.069
"2,1732","2,1738",2013-10-21 13:10:06.671
"2,1754","2,176",2013-10-22 13:08:47.607
"2,1821","2,1826",2013-10-23 13:05:02.191
"2,1997","2,2003",2013-10-24 13:08:52.282
"2,1842","2,1848",2013-10-25 13:09:16.031
"2,184","2,1846",2013-10-28 13:11:25.151
"2,1798","2,1804",2013-10-29 13:09:59.136
"2,1882","2,1888",2013-10-30 13:15:18.648
"2,202","2,2026",2013-10-31 13:08:13.714
"2,2462","2,2468",2013-11-01 13:10:04.197
"2,242","2,2426",2013-11-04 13:03:35.824
"2,2741","2,2747",2013-11-05 13:08:38.167
"2,2779","2,2785",2013-11-06 13:03:27.898
"2,2819","2,2825",2013-11-07 13:04:46.898
"2,3164","2,317",2013-11-08 13:02:43.426
"2,3136","2,3142",2013-11-11 13:08:43.459
"2,3356","2,3362",2013-11-12 13:02:40.589
"2,3228","2,3234",2013-11-13 13:03:58.793
"2,3283","2,3289",2013-11-14 13:03:38.38
"2,2822","2,2828",2013-11-18 13:06:52.085
"2,2656","2,2662",2013-11-19 13:07:49.213
"2,2713","2,2726",2013-11-20 13:03:01.101
"2,3061","2,3067",2013-11-21 13:11:30.998
"2,2906","2,2913",2013-11-22 13:04:40.77
"2,2865","2,2871",2013-11-25 13:08:41.684
"2,3034","2,304",2013-11-26 13:02:46.322
"2,3052","2,3058",2013-11-27 13:10:51.775
"2,3202","2,3208",2013-11-28 13:03:23.167
"2,3243","2,3249",2013-11-29 13:11:55.078
"2,3443","2,3449",2013-12-02 13:11:36.053
"2,3552","2,3558",2013-12-03 13:04:57.306
"2,3734","2,374",2013-12-04 13:06:08.912
"2,3741","2,3747",2013-12-05 13:11:37.072
"2,3519","2,3525",2013-12-06 13:03:55.26
"2,3218","2,3225",2013-12-09 13:09:05.576
"2,3096","2,3102",2013-12-10 13:07:35.282
"2,3256","2,3262",2013-12-11 13:11:38.507
"2,3333","2,3338",2013-12-12 13:10:04.219
"2,3348","2,3354",2013-12-13 13:05:46.705
"2,3249","2,3255",2013-12-16 13:11:36.612
"2,3215","2,3221",2013-12-17 13:05:43.126
"2,3268","2,3274",2013-12-18 13:11:36.166
"2,3522","2,3528",2013-12-19 13:05:47.954
"2,3811","2,3817",2013-12-20 13:10:03.427
"2,37","2,3706",2013-12-23 13:11:16.192
"2,3543","2,3554",2013-12-24 11:03:55.493
"2,3501","2,3507",2013-12-26 13:11:09.577
"2,3532","2,3538",2013-12-27 13:08:58.285
"2,342","2,3426",2013-12-30 13:02:57.967
"2,342","2,3426",2013-12-31 11:03:18.266
"2,3969","2,3975",2014-01-02 13:04:36.708
"2,3734","2,3741",2014-01-03 13:03:27.555
"2,3783","2,3789",2014-01-06 13:09:49.431
"2,3628","2,3634",2014-01-07 13:17:29.96
"2,3773","2,3779",2014-01-08 13:11:11.604
"2,3954","2,396",2014-01-09 13:02:45.933
"2,3813","2,3819",2014-01-10 13:09:45.784
"2,3485","2,3491",2014-01-13 13:04:39.67
"2,3611","2,3617",2014-01-14 13:08:46.792
"2,3465","2,347",2014-01-15 13:02:33.618
"2,3677","2,3683",2014-01-16 13:13:32.79
"2,3595","2,3601",2014-01-17 13:09:41.933
"2,3329","2,3335",2014-01-20 13:03:55.439
"2,3602","2,3608",2014-01-21 13:11:28.685
"2,3595","2,3601",2014-01-22 13:09:58.309
"2,3755","2,3761",2014-01-23 13:18:51.237
"2,4123","2,4129",2014-01-24 13:08:47.532
"2,4038","2,4044",2014-01-27 13:06:42.498
"2,4159","2,4165",2014-01-28 13:03:46.335
"2,439","2,4397",2014-01-29 13:12:17.122
"2,4218","2,4224",2014-01-30 13:08:40.702
"2,4257","2,4263",2014-01-31 13:05:55.471
"2,4084","2,409",2014-02-03 13:09:29.876
"2,4171","2,4177",2014-02-04 13:17:10.946
"2,4101","2,4106",2014-02-05 13:12:31.7
"2,4035","2,4041",2014-02-06 13:11:22.836
"2,3811","2,3817",2014-02-07 13:02:43.449
"2,393","2,3936",2014-02-10 13:03:47.13
"2,407","2,4076",2014-02-11 13:10:51.842
"2,408","2,4086",2014-02-12 13:08:31.42
"2,4232","2,4238",2014-02-13 13:04:36.405
"2,3919","2,3924",2014-02-14 13:06:35.861
"2,3864","2,387",2014-02-17 13:04:58.544
"2,3977","2,3983",2014-02-18 13:04:34.221
"2,398","2,3986",2014-02-19 13:09:48.226
"2,3793","2,3799",2014-02-20 13:15:13.325
"2,3619","2,3625",2014-02-21 13:07:44.359
"2,3385","2,3391",2014-02-24 13:03:31.565
"2,3361","2,3367",2014-02-25 13:13:15.245
"2,3448","2,3454",2014-02-26 13:04:51.608
"2,3431","2,3436",2014-02-27 13:13:34.734
"2,3327","2,3334",2014-02-28 13:13:28.552
"2,3234","2,324",2014-03-05 15:04:49.127
"2,3088","2,3094",2014-03-06 13:07:39.84
"2,3376","2,3382",2014-03-07 13:09:43.095
"2,3404","2,341",2014-03-10 13:03:43.522
"2,3455","2,3461",2014-03-11 13:03:41.99
"2,3643","2,3649",2014-03-12 13:06:32.18
"2,348","2,3486",2014-03-13 13:09:26.159
"2,3631","2,3638",2014-03-14 13:10:41.871
"2,3513","2,3518",2014-03-17 13:09:47.463
"2,3516","2,3522",2014-03-18 13:09:29.089
"2,3333","2,3338",2014-03-19 13:13:14.378
"2,3414","2,342",2014-03-20 13:09:32.167
"2,3239","2,3245",2014-03-21 13:02:54.65
"2,3242","2,3248",2014-03-24 13:05:01.762
"2,3118","2,3124",2014-03-25 13:02:43.426
"2,3113","2,3119",2014-03-26 13:08:32.27
"2,2824","2,283",2014-03-27 13:11:37.693
"2,2597","2,2603",2014-03-28 13:10:27.749
"2,2624","2,263",2014-03-31 13:06:28.603
"2,2614","2,262",2014-04-01 13:06:33.73
"2,2705","2,2711",2014-04-02 13:06:42.001
"2,2805","2,2811",2014-04-03 13:13:35.103
"2,2414","2,242",2014-04-04 13:08:32.592
"2,232","2,2326",2014-04-07 13:11:44.528
"2,1968","2,1974",2014-04-08 13:11:12.079
"2,2105","2,2111",2014-04-09 13:07:31.791
"2,1982","2,1987",2014-04-10 13:03:33.545
"2,2053","2,2059",2014-04-11 13:08:32.718
"2,209","2,2096",2014-04-14 13:09:23.444
"2,2251","2,2257",2014-04-15 13:07:45.682
"2,2336","2,2342",2014-04-16 13:02:41.079
"2,2476","2,2482",2014-04-17 13:10:40.265
"2,2443","2,2449",2014-04-22 13:11:46.284
"2,242","2,2426",2014-04-23 13:06:46.738
"2,2223","2,2229",2014-04-24 13:05:33.387
"2,2319","2,2325",2014-04-25 13:09:32.442
"2,2364","2,237",2014-04-28 13:16:25.151
"2,2193","2,2199",2014-04-29 13:12:27.032
"2,2354","2,236",2014-04-30 13:05:05.542
"2,2215","2,2221",2014-05-02 13:03:37.96
"2,228","2,2286",2014-05-05 13:07:34.692
"2,2316","2,2322",2014-05-06 13:10:36.998
"2,2276","2,2282",2014-05-07 13:14:12.884
"2,2101","2,2107",2014-05-08 13:11:06.256
"2,2186","2,2192",2014-05-09 13:09:49.932
"2,2158","2,2164",2014-05-12 13:05:50.094
"2,2095","2,2101",2014-05-13 13:07:35.024
"2,2123","2,2129",2014-05-14 13:09:49.681
"2,216","2,2166",2014-05-15 13:10:39.677
"2,2104","2,211",2014-05-16 13:08:07.88
"2,2105","2,2111",2014-05-19 13:05:10.696
"2,215","2,2156",2014-05-20 13:05:34.283
"2,2105","2,2111",2014-05-21 13:13:39.12
"2,2125","2,2131",2014-05-22 13:07:46.127
"2,2181","2,2187",2014-05-23 13:13:50.234
"2,2203","2,2209",2014-05-26 13:07:29.336
"2,2348","2,2354",2014-05-27 13:11:55.066
"2,2399","2,2405",2014-05-28 13:10:31.786
"2,2245","2,2251",2014-05-29 13:08:37.636
"2,2384","2,239",2014-05-30 13:05:41.094
"2,2634","2,264",2014-06-02 13:10:08.194
"2,2648","2,2654",2014-06-03 13:14:20.454
"2,2796","2,2802",2014-06-04 13:11:13.283
"2,2689","2,2695",2014-06-05 13:11:46.429
"2,2439","2,2445",2014-06-06 13:11:54.669
"2,233","2,2336",2014-06-09 13:14:19.297
"2,229","2,2296",2014-06-10 13:11:07.623
"2,2301","2,2307",2014-06-11 13:16:57.878
"2,2298","2,2306",2014-06-12 12:06:42.039
"2,2341","2,2347",2014-06-13 13:11:30.371
"2,2307","2,2313",2014-06-16 13:06:29.719
"2,248","2,2486",2014-06-17 12:06:40.622
"2,2528","2,2534",2014-06-18 13:03:45.933
"2,2374","2,238",2014-06-20 13:09:17.147
"2,2189","2,2195",2014-06-23 12:11:37.367
"2,2211","2,2217",2014-06-24 13:06:31.521
"2,2046","2,2052",2014-06-25 13:05:49.408
"2,2083","2,2089",2014-06-26 13:11:36.91
"2,1969","2,1975",2014-06-27 13:02:50.058
"2,2019","2,2025",2014-06-30 13:08:44.466
"2,2048","2,2054",2014-07-01 13:09:29.064
"2,2127","2,2134",2014-07-02 13:04:33.296
"2,2275","2,2281",2014-07-03 13:11:28.779
"2,2143","2,2149",2014-07-04 12:11:32.032
"2,2195","2,2201",2014-07-07 13:05:22.155
"2,2144","2,215",2014-07-08 12:07:32.591
"2,2128","2,2139",2014-07-09 13:11:46.803
"2,2231","2,2237",2014-07-10 13:02:45.13
"2,2222","2,2228",2014-07-11 13:11:36.466
"2,217","2,2176",2014-07-14 13:41:58.416
"2,2189","2,2195",2014-07-15 13:02:56.899
"2,2187","2,2193",2014-07-16 13:05:44.519
"2,2397","2,2403",2014-07-17 13:11:56.227
"2,2356","2,2362",2014-07-18 13:02:42.743
"2,2232","2,2238",2014-07-21 13:05:31.034
"2,2123","2,2129",2014-07-22 13:07:42.776
"2,2196","2,2202",2014-07-23 13:04:43.489
"2,2198","2,2204",2014-07-24 13:04:42.984
"2,2287","2,2293",2014-07-25 13:08:32.614
"2,2296","2,2302",2014-07-28 13:09:20.305
"2,2272","2,2278",2014-07-29 13:10:27.218
"2,2441","2,2447",2014-07-30 13:07:44.328
"2,2668","2,2674",2014-07-31 13:07:00.816
"2,26","2,2607",2014-08-01 13:09:28.709
"2,2571","2,2577",2014-08-04 13:08:08.847
"2,275","2,2756",2014-08-05 13:09:32.519
"2,2784","2,279",2014-08-06 13:05:14.891
"2,2796","2,2802",2014-08-07 13:02:33.511
"2,298","2,2986",2014-08-08 13:08:27.9
"2,2773","2,2779",2014-08-11 13:06:30.729
"2,2764","2,277",2014-08-12 13:05:38.855
"2,2686","2,2692",2014-08-13 13:03:31.255
"2,2697","2,2703",2014-08-14 13:08:02.18
"2,2684","2,269",2014-08-15 13:04:45.323
"2,2589","2,2595",2014-08-18 13:05:42.982
"2,2581","2,2587",2014-08-19 13:04:34.078
"2,2544","2,255",2014-08-20 13:03:45.095
"2,2576","2,2582",2014-08-21 13:08:15.099
"2,2772","2,2778",2014-08-22 13:09:47.942
"2,2802","2,2808",2014-08-25 13:02:38.914
"2,2742","2,2748",2014-08-26 13:05:37.553
"2,2585","2,2591",2014-08-27 13:11:59.4
"2,2493","2,2499",2014-08-28 13:04:33.121
"2,239","2,2396",2014-08-29 13:05:02.083
"2,2358","2,2364",2014-09-01 13:03:17.5
"2,2515","2,2521",2014-09-02 13:06:36.646
"2,2313","2,2319",2014-09-03 13:07:36.725
"2,235","2,2356",2014-09-04 13:11:46.701
"2,241","2,2416",2014-09-05 13:13:36.251
"2,2485","2,2491",2014-09-08 13:06:35.021
"2,2807","2,2813",2014-09-09 13:10:34.33
"2,2961","2,2967",2014-09-10 13:10:04.42
"2,2874","2,288",2014-09-11 13:03:30.046
"2,3244","2,3251",2014-09-12 13:11:46.037
"2,3395","2,3401",2014-09-15 13:09:10.2
"2,3345","2,3351",2014-09-16 13:03:30.538
"2,3378","2,3384",2014-09-17 13:03:54.594
"2,3661","2,3668",2014-09-18 13:11:49.182
"2,365","2,3656",2014-09-19 13:10:47.7
"2,3864","2,387",2014-09-22 13:10:24.895
"2,402","2,4026",2014-09-23 13:08:37.756
"2,4064","2,407",2014-09-24 13:04:44.7
"2,4078","2,4085",2014-09-25 13:08:00.462
"2,4304","2,431",2014-09-26 13:05:32.974
"2,4516","2,4522",2014-09-29 13:02:37.5
"2,4504","2,451",2014-09-30 13:07:31.767
"2,4617","2,4623",2014-10-01 13:06:15.963
"2,4779","2,4785",2014-10-02 13:02:31.206
"2,4926","2,4932",2014-10-03 13:05:35.859
"2,4092","2,4098",2014-10-06 13:02:58.407
"2,4032","2,4038",2014-10-07 13:11:36.399
"2,4065","2,4072",2014-10-08 13:08:55.651
"2,3908","2,3914",2014-10-09 13:03:40.259
"2,4096","2,4103",2014-10-10 13:13:19.054
"2,3917","2,3923",2014-10-13 13:09:33.37
"2,3985","2,3991",2014-10-14 13:22:15.436
"2,431","2,4316",2014-10-15 13:03:40.188
"2,4763","2,477",2014-10-16 13:10:18.164
"2,447","2,4477",2014-10-17 13:10:30.552
"2,4548","2,4554",2014-10-20 13:09:58.45
"2,4791","2,4797",2014-10-21 13:04:33.267
"2,4775","2,4781",2014-10-22 13:12:14.81
"2,4998","2,5004",2014-10-23 13:05:33.166
"2,4799","2,4805",2014-10-24 13:10:25.757
"2,5335","2,5341",2014-10-27 13:04:30.034
"2,4863","2,4869",2014-10-28 13:07:38.966
"2,434","2,4346",2014-10-29 13:06:57.407
"2,4113","2,4119",2014-10-30 13:11:53.954
"2,4436","2,4442",2014-10-31 13:11:09.669
"2,4833","2,4839",2014-11-03 13:10:56.504
"2,5189","2,5195",2014-11-04 13:12:26.441
"2,5162","2,5168",2014-11-05 13:14:49.568
"2,5319","2,5325",2014-11-06 13:07:30.928
"2,5715","2,5721",2014-11-07 13:03:43.797
"2,5384","2,539",2014-11-10 13:03:34.928
"2,5638","2,5644",2014-11-11 13:09:11.584
"2,5544","2,555",2014-11-12 13:04:44.611
"2,5719","2,5725",2014-11-13 13:04:18.948
"2,6129","2,6136",2014-11-14 13:05:52.618
"2,6029","2,6035",2014-11-17 13:04:53.524
"2,5961","2,5967",2014-11-18 13:05:12.687
"2,5843","2,5849",2014-11-19 13:04:30.893
"2,544","2,545",2014-11-20 13:09:58.555
"2,5384","2,5391",2014-11-21 13:13:43.713
"2,5276","2,5282",2014-11-24 13:10:55.459
"2,523","2,5237",2014-11-25 13:12:08.702
"2,5097","2,5103",2014-11-26 13:08:55.919
"2,5059","2,5065",2014-11-27 13:10:31.162
"2,5595","2,5601",2014-11-28 13:13:55.737
"2,5618","2,5624",2014-12-01 13:13:18.894
"2,5658","2,5664",2014-12-02 13:07:39.693
"2,5601","2,5607",2014-12-03 13:03:03.283
"2,5791","2,5797",2014-12-04 13:05:35.617
"2,5882","2,5888",2014-12-05 13:18:44.756
"2,5917","2,5923",2014-12-08 13:11:24.541
"2,601","2,6016",2014-12-09 13:10:36.875
"2,5925","2,5931",2014-12-10 13:06:25.303
"2,6265","2,6271",2014-12-11 13:09:37.296
"2,6552","2,6558",2014-12-12 13:05:36.926
"2,6711","2,6717",2014-12-15 13:04:26.703
"2,7397","2,7403",2014-12-16 13:05:32.513
"2,724","2,7246",2014-12-17 13:06:40.557
"2,6669","2,6676",2014-12-18 13:12:30.66
"2,648","2,6486",2014-12-19 13:03:33.122
"2,652","2,6527",2014-12-22 13:02:47.709
"2,6769","2,6775",2014-12-23 13:03:36.09
"2,6822","2,6832",2014-12-24 11:02:55.818
"2,6806","2,6812",2014-12-26 13:04:25.701
"2,6777","2,6783",2014-12-29 13:10:47.411
"2,6556","2,6562",2014-12-30 13:03:56.172
"2,6556","2,6562",2014-12-31 11:04:46.932
"2,6923","2,6929",2015-01-02 13:09:00.008
"2,7101","2,7107",2015-01-05 13:05:39.045
"2,7016","2,7023",2015-01-06 13:02:40.508
"2,6801","2,6807",2015-01-07 13:03:26.355
"2,6913","2,6919",2015-01-08 13:14:50.913
"2,6577","2,6583",2015-01-09 13:05:35.298
"2,6569","2,6575",2015-01-12 13:08:28.69
"2,6479","2,6485",2015-01-13 13:03:36.247
"2,6216","2,6222",2015-01-14 13:11:33.125
"2,6116","2,6122",2015-01-15 13:09:30.875
"2,6187","2,6193",2015-01-16 13:16:19.452
"2,6237","2,6243",2015-01-19 13:07:19.346
"2,6241","2,6247",2015-01-20 13:10:25.331
"2,5961","2,5968",2015-01-21 13:10:56.693
"2,5748","2,5754",2015-01-22 13:09:35.609
"2,585","2,5856",2015-01-23 13:08:27.089
"2,596","2,5966",2015-01-26 13:02:36.859
"2,5803","2,5809",2015-01-27 13:15:14.272
"2,5791","2,5797",2015-01-28 13:12:08.671
"2,5954","2,596",2015-01-29 13:05:27.809
"2,6617","2,6623",2015-01-30 13:03:33.49
"2,6888","2,6894",2015-02-02 13:07:35.534
"2,7053","2,7059",2015-02-03 13:10:07.037
"2,7142","2,7148",2015-02-04 13:16:13.526
"2,738","2,7386",2015-02-05 13:11:41.561
"2,7635","2,7641",2015-02-06 13:03:28.526
"2,7867","2,7873",2015-02-09 13:05:59.325
"2,8069","2,8075",2015-02-10 13:10:42.518
"2,857","2,8576",2015-02-11 13:11:51.241
"2,8619","2,8625",2015-02-12 13:07:26.003
"2,8385","2,8392",2015-02-13 13:09:12.792
"2,8424","2,843",2015-02-18 15:38:10.163
"2,8539","2,8545",2015-02-19 13:06:12.94
"2,8694","2,8701",2015-02-20 13:03:47.423
"2,8805","2,8811",2015-02-23 13:09:48.173
"2,8643","2,8649",2015-02-24 13:09:52.433
"2,864","2,8646",2015-02-25 13:08:48.302
"2,8721","2,8728",2015-02-26 13:07:02.44
"2,8777","2,8782",2015-02-27 13:16:10.395
"2,8649","2,8655",2015-03-02 13:03:58.746
"2,9045","2,9051",2015-03-03 13:10:58.773
"2,9798","2,9804",2015-03-04 13:03:01.778
"2,9925","2,9931",2015-03-05 13:15:50.363
"3,036","3,0366",2015-03-06 13:12:53.934
"3,1012","3,1018",2015-03-09 13:09:10.18
"3,1293","3,1299",2015-03-10 13:11:50.084
"3,1156","3,1162",2015-03-11 13:05:36.45
"3,1165","3,1171",2015-03-12 13:07:21.939
"3,2258","3,2264",2015-03-13 13:10:42.662
"3,2251","3,2257",2015-03-16 13:11:39.247
"3,2677","3,2683",2015-03-17 13:10:50.28
"3,2512","3,2518",2015-03-18 13:10:36.83
"3,2635","3,2642",2015-03-19 13:10:42.777
"3,2417","3,2423",2015-03-20 13:12:15.117
"3,1793","3,18",2015-03-23 13:07:38.639
"3,1304","3,131",2015-03-24 13:04:37.925
"3,1469","3,1476",2015-03-25 13:07:54.161
"3,1909","3,1915",2015-03-26 13:04:38.95
"3,2253","3,2259",2015-03-27 13:10:51.625
"3,2595","3,2601",2015-03-30 13:02:47.191
"3,2074","3,208",2015-03-31 13:03:36.78
"3,1549","3,1556",2015-04-01 13:11:39.01
"3,1486","3,1492",2015-04-02 13:10:40.403
"3,092","3,0926",2015-04-06 13:04:32.165
"3,1225","3,1231",2015-04-07 13:05:12.587
"3,0828","3,0834",2015-04-08 13:05:07.199
"3,0459","3,0466",2015-04-09 13:11:34.151
"3,0789","3,0796",2015-04-10 13:07:58.138
"3,1005","3,1011",2015-04-13 13:07:40.159
"3,0874","3,088",2015-04-14 13:06:43.768
"3,0675","3,0681",2015-04-15 13:11:55.84
"3,0243","3,0249",2015-04-16 13:04:45.177
"3,0538","3,0544",2015-04-17 13:06:57.77
"3,0467","3,0473",2015-04-20 13:03:47.797
"3,018","3,0186",2015-04-22 13:11:35.164
"3,0077","3,0084",2015-04-23 13:10:51.977
"2,9739","2,9745",2015-04-24 13:11:32.83
"2,9229","2,9236",2015-04-27 13:05:56.299
"2,8937","2,8943",2015-04-28 13:07:06.197
"2,9369","2,9375",2015-04-29 13:05:35.523
"2,993","2,9936",2015-04-30 13:09:01.536
"3,0748","3,0754",2015-05-04 13:04:31.623
"3,0619","3,0626",2015-05-05 13:11:27.051
"3,0414","3,042",2015-05-06 13:08:07.881
"3,0415","3,0421",2015-05-07 13:10:36.844
"2,9959","2,9966",2015-05-08 13:05:49.374
"3,0169","3,0175",2015-05-11 13:11:33.188
"3,0382","3,0389",2015-05-12 13:09:37.255
"3,0096","3,0103",2015-05-13 13:08:11.125
"3,0026","3,0032",2015-05-14 13:05:45.879
"2,9887","2,9894",2015-05-15 13:05:47.546
"3,0139","3,0145",2015-05-18 13:06:49.146
"3,0278","3,0284",2015-05-19 13:11:17.406
"3,034","3,0347",2015-05-20 13:06:32.276
"3,0289","3,0295",2015-05-21 13:07:52.269
"3,0647","3,0653",2015-05-22 13:05:24.649
"3,1206","3,1212",2015-05-25 13:09:06.658
"3,1345","3,1351",2015-05-26 13:09:44.364
"3,1734","3,174",2015-05-27 13:12:16.822
"3,1741","3,1748",2015-05-28 13:02:56.559
"3,1781","3,1788",2015-05-29 13:04:28.682
"3,1783","3,1789",2015-06-01 13:09:42.251
"3,1437","3,1443",2015-06-02 13:07:54.511
"3,1178","3,1184",2015-06-03 13:10:07.382
"3,1677","3,1684",2015-06-05 13:08:51.928
"3,1184","3,119",2015-06-08 13:10:40.469
"3,0985","3,0991",2015-06-09 13:05:42.745
"3,0837","3,0843",2015-06-10 13:23:10.947
"3,1508","3,1514",2015-06-11 13:09:32.586
"3,1101","3,1107",2015-06-12 13:12:42.913
"3,103","3,1036",2015-06-15 13:07:52.121
"3,1076","3,1082",2015-06-16 13:11:57.477
"3,0983","3,0989",2015-06-17 13:07:03.801
"3,0466","3,0472",2015-06-18 13:11:52.668
"3,0782","3,0788",2015-06-19 13:08:49.852
"3,0751","3,0757",2015-06-22 13:07:04.108
"3,1036","3,1042",2015-06-23 13:03:24.158
"3,0846","3,0852",2015-06-24 13:11:27.266
"3,1009","3,1015",2015-06-25 13:06:51.281
"3,1265","3,1271",2015-06-26 13:04:23.915
"3,1383","3,139",2015-06-29 13:10:39.825
"3,1019","3,1026",2015-06-30 13:02:53.185
"3,1185","3,1191",2015-07-01 13:11:53.035
"3,1166","3,1173",2015-07-02 13:08:29.333
"3,1265","3,1271",2015-07-03 13:11:31.254
"3,1425","3,1431",2015-07-06 13:07:32.398
"3,1803","3,1809",2015-07-07 13:09:32.793
"3,2275","3,2282",2015-07-08 13:05:36.742
"3,2152","3,2163",2015-07-09 13:09:35.173
"3,1891","3,1897",2015-07-10 13:06:32.359
"3,1588","3,1594",2015-07-13 13:11:40.37
"3,1224","3,123",2015-07-14 13:11:06.969
"3,1526","3,1532",2015-07-15 13:07:01.306
"3,1369","3,1375",2015-07-16 13:06:30.875
"3,1826","3,1832",2015-07-17 13:10:43.409
"3,2143","3,2149",2015-07-20 13:09:30.196
"3,1807","3,1813",2015-07-21 13:10:37.983
"3,2088","3,2094",2015-07-22 13:09:31.516
"3,2844","3,285",2015-07-23 13:05:41.767
"3,3248","3,3254",2015-07-24 13:07:58.224
"3,3551","3,3557",2015-07-27 13:10:34.785
"3,3808","3,3815",2015-07-28 13:05:51.24
"3,3413","3,3419",2015-07-29 13:38:35.505
"3,3646","3,3652",2015-07-30 13:06:31.44
"3,3934","3,394",2015-07-31 13:09:26.023
"3,4419","3,4425",2015-08-03 13:11:47.583
"3,4669","3,4675",2015-08-04 13:04:33.571
